"TID","TR"
"TID_POPUP_REMOVE_TROOP_TITLE","Birlikler kaldırılsın mı?"
"TID_POPUP_REMOVE_TROOP_TEXT","Birlikleri gerçekten kaldırmak istiyor musun?"
"TID_POPUP_REMOVE_SPELL_TITLE","Büyüler kaldırılsın mı?"
"TID_POPUP_REMOVE_SPELL_TEXT","Büyüleri kaldırmak istediğinden emin misin? İade almayacaksın."
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","Tüm birlik ve büyüleri kaldıralım mı?"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","Tüm birlik ve büyüleri kaldırmak istediğinden emin misin? Maliyetleri iade edilmeyecek."
"TID_REMOVE_TROOP_BUTTON","Kaldır"
"TID_REMOVE_TROOP_MESSAGE","Birlikler kaldırıldı"
"TID_REMOVE_SPELL_MESSAGE","Büyüler kaldırıldı"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","Birlik ve büyüler kaldırıldı"
"TID_NEWS_BIRTHDAY_TITLE","Mutlu Yıllar Şef!"
"TID_NEWS_BIRTHDAY_TEXT","Clash of Clans iki yaşında! Artık 7 Ağustos'a kadar her biri için sadece BİR TAŞ harcayarak tüm kaynak toplayıcılarına BİR HAFTA boyunca takviye yapabilirsin!"
"TID_AVAILABLE_TROOPS","Mevcut Birlikler:"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Destek ile İletişime Geç"
"TID_AD_SEEKER","Lav Tazısı"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","Bu atılgan canavarlar Hava Savunmalarının peşine düşmeye bayıldıklarından diğer birliklere mükemmel koruma sağlar. İmha edildiklerinde daha küçük ve zayıf tehlikeler olarak püskürürler."
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","Bu atılgan canavarlar Hava Savunmalarına kapılır ve diğer birliklere mükemmel koruma sağlar. İmha edildiklerinde daha küçük ve zayıf tehlikeler olarak tekrar doğarlar."
"TID_AD_SEEKER_FRAG","Lav Köpecik"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","Lav Tazısı öldüğünde, içinden çıkan bu küçük yaratıklar sürüsü savaşmaya devam eder."
"TID_MAX_SECONDARY_UNITS","İçindeki birimler: <number>"
"TID_BUTTON_UPGRADE_SELECTION","Seçimi yükselt"
"TID_NEWS_UPDATE_TITLE","Büyü Üstünlüğü ve bir Klan Savaşı Uzatması!"
"TID_NEWS_UPDATE_TEXT","* Geliştirilmiş Yıldırım, Zehir, Deprem ve Dondurma büyüleri!\n* 7. seviye Yıldırım Büyüsü ve yeni Duvar parçaları 10. seviye Belediye Binasına eklendi\n* Toplam Yıkım artık bir Klan Savaşı uzatması; savaşın sonunda puanlar aynıysa en iyi saldırılarındaki yıkım yüzdesi en fazla olan Klan kazanan olacak!"
"TID_NEWS_TROOP_TITLE","Yeni Kara Birlik: Lav Tazısı"
"TID_NEWS_TROOP_TEXT","Taş ve lavdan oluşan bu uçan yaratık çok zarar alabilir. Hava Savunmalarını avlar ve düşmanın köyünün derinliklerine inerek diğer birliklere koruma sağlar. İmha edildiğinde kısa bir süre daha dövüşmeye devam eden daha küçük Lav Köpecikler olarak püskürürler."
"TID_NEWS_TROOP_TEXT2","Taş ve lavdan oluşan bu uçan yaratık çok zarar alabilir. Hava Savunmalarını hedef alır ve düşmanın köyünün derinliklerine inerek diğer birliklere koruma sağlar. İmha edildiğinde daha küçük tehlikeler olarak tekrar doğarak düşman savunmasının kısa bir süre daha dikkatini dağıtır."
"TID_GEM_BALANCE","Mevcut Taş Bakiyesi:\n<total>\n\nÜcretsiz Taşlar: <free>\n\nSatın Alınan Taşlar: <paid>"
"TID_MORE_INSTAGRAM","Clash of Clans Instagram hesabına göz at!"
"TID_MORE_TWITCH","Twitch'te Clash of Clans canlı yayınlarını aç!"
"TID_MORE_HUNGRYAPP","클래시 오브 클랜 공략 및 팁을 지금 바로 공유하세요!"
"TID_MORE_APPBANK","AppBank"
"TID_MORE_FAMITSU","ファミ通App"
"TID_NUMBER_FIVE",5
"TID_NUMBER_SIX",6
"TID_NUMBER_SEVEN",7
"TID_NUMBER_EIGHT",8
"TID_NUMBER_NINE",9
"TID_NUMBER_ZERO",0
"TID_GEM_BALANCE_TITLE","Taş bakiyesi"
"TID_GEM_BALANCE_BUTTON","Taş bakiyesi"
"TID_NEWS_MIRROR_TITLE","Hazırlık"
"TID_NEWS_MIRROR_TEXT","Hazırlık ve mükemmel bir saç, iyi bir savaşın olmazsa olmazlarıdır. Büyücünün savaşa nasıl hazırlandığını öğren."
"TID_NEWS_RABBIT_TITLE","Büyü mü?"
"TID_NEWS_RABBIT_TEXT","Büyücünün elinden gelen tek numara ateş topu fırlatmak değildir. Başka neler yapabileceğini öğren."
"TID_UNLOCKED_ARMY","Ordu"
"TID_ACCOUNT_SWITCHING_NOT_SUPPORTED","Şef <name> adına kayıtlı bir Game Center hesabına giriş yaptınız.\n\nBu köy oynamak için uygundur, fakat bu hesaba geçiş iOS 7 altı versiyonlar için desteklenmemektedir. Bu hesaba geçiş yapmak için lütfen iOS versiyonunuzu güncelleyiniz.\n\niOS güncellemeleri hakkında daha fazla bilgi için:\nhttp://support.apple.com/kb/HT4623?viewlocale=tr_TR"
"TID_DIAMOND_PACK_RED","(TAŞ YIĞINI)RED"
"TID_NEWS_RED_TITLE","Şef, (RED)'in AIDS'e karşı verdiği mücadeleye destek ol!"
"TID_NEWS_RED_TEXT","RED"
"TID_NEWS_RED_MORE","Daha Fazla Bilgi"
"TID_POPUP_BOOST_ALL_BARRACKS","<time> için <number> Kışlanın eğitim hızı <multiplier> katına çıkarılsın mı?"
"TID_POPUP_BOOST_ALL_COLLECTORS","<time> boyunca bu türdeki tüm <number> toplayıcının üretimini ikiye katlamak ister misin?"
"TID_POPUP_BOOST_ALL_BARRACKS_BOOSTER","<time> boyunca <number> Kışlanın ve Büyü Fabrikalarının eğitim hızı <multiplier> katına çıkarılsın mı?"
"TID_POPUP_BOOST_ALL_COLLECTORS_BOOSTER","<time> süreyle <number> toplayıcının tümünün üretimini ikiye katlamak ister misin?"
"TID_CLAN_LOCALE","Klan Konumu:"
"TID_CLAN_WAR_FREQ","Savaş Sıklığı:"
"TID_CLAN_WAR_FREQ_UNKNOWN","Ayarlı değil"
"TID_CLAN_WAR_FREQ_ALWAYS","Her zaman"
"TID_CLAN_WAR_FREQ_MORE_THAN_ONCE_WEEKLY","Haftada iki defa"
"TID_CLAN_WAR_FREQ_ONCE_WEEKLY","Haftada bir defa"
"TID_CLAN_WAR_FREQ_LESS_THAN_ONCE_WEEKLY","Nadiren"
"TID_CLAN_WAR_FREQ_NEVER","Asla"
"TID_POPUP_BOOST_ALL_DARK_BARRACKS","<time> için <number> Kara Kışlanın eğitim hızı <multiplier> katına çıkarılsın mı?"
"TID_REGION_INT","Uluslararası"
"TID_LOCAL_NOTIFICATION_YOUR_SPELLS_ARE_READY","Büyülerin savaşa girmek için hazır!"
"TID_YES","Evet"
"TID_NO","Hayır"
"TID_SEARCH_TERM_ANY","Hepsi"
"TID_POPUP_RED_GEMS_PURCHASED_TITLE","Teşekkürler Şef!"
"TID_POPUP_RED_GEMS_PURCHASED_TEXT","AIDS'e karşı savaşan (RED)'i desteklediğin için teşekkür ederiz. Desteğini gösterip Belediye Binanı 8 Aralık'a kadar (RED) ile süslemek ister misin?"
"TID_SEARCH_OPTIONS","Gelişmiş arama seçenekleri"
"TID_SHOW_SEARCH_OPTIONS","Göster"
"TID_CLAN_MEMBER_COUNT","Üyeler:"
"TID_CLAN_MIN_TROPHIES","Minimum klan puanı:"
"TID_TO","en çok"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_WITH_NAME","Gelişmiş seçenekler kullanılarak \q<name>\q için arama sonuçları görüntüleniyor"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_NO_NAME","Gelişmiş seçenekler kullanılarak arama sonuçları görüntüleniyor"
"TID_CLAN_LOCATION_UNKNOWN","Ayarlı değil"
"TID_CLAN_SHOW_ONLY_JOINABLE","Sadece erişilebilir Klanlar:"
"TID_RESUME_BOOST","Sürdür"
"TID_NEWS_SAFEGUARD_TITLE","Köyünü Güvende Tut!"
"TID_NEWS_SAFEGUARD_TEXT_ANDROID","İlerlemeni korumak ve birden fazla Android cihazda oynamak için Google Play Girişini kullan."
"TID_NEWS_SAFEGUARD_TEXT","İlerlemeni korumak ve birden fazla iOS cihazda oynamak için Game Center'a giriş yap."
"TID_RED_PROCEEDS","Gelirin tamamı (RED)'in AIDS ile mücadelesine aktarılacak."
"TID_FB_CONNECT_NOT_SAFE_TITLE","Şimdi Facebook'a bağlandın"
"TID_FB_CONNECT_NOT_SAFE_TEXT","Köyünü Facebook'a bağlamak, arkadaşlarınla iletişimde kalmanı sağlar. İlerlemeni korumak ve birden fazla cihazda oynamak için lütfen Game Center'a giriş yap."
"TID_FB_CONNECT_NOT_SAFE_TEXT_ANDROID","Köyünü Facebook'a bağlamak, arkadaşlarınla iletişimde kalmanı sağlar. İlerlemeni korumak ve birden fazla cihazda oynamak için lütfen Google Play'a giriş yap."
"TID_OBSTACLE_HALLOWEEN2014","Cadılar Bayramı Mezar Taşı"
"TID_TRAP_HALLOWEEN_SKEL","İskelet Tuzağı"
"TID_TRAP_HALLOWEEN_SKEL_INFO","Hiçbir şeyden habersiz düşmanlarını pusuya düşür ve kısa süre yaşayan sinsi iskelet birliklerle sürpriz bir saldırı düzenle! İskelet Tuzakları kara veya hava birliklerini takip etmek için ayarlanabilir."
"TID_CLAN_TAG","Klan kodu:"
"TID_BUTTON_BOOST_ALL","Hepsini arttır"
"TID_NEWS_RED_LIKE","Beğen (RED)"
"TID_WAR_EXCLUDED_MEMBERS","Çıkarılan Üyeler:"
"TID_WAR_CANNOT_EXCLUDE_MAX_REACHED","Savaştan daha fazla üye çıkaramazsın!"
"TID_LAYOUTS_USE_BUTTON","Etkin olarak ayarla"
"TID_LAYOUTS_COPY_BUTTON","Tasarımı kopyala"
"TID_LAYOUTS_EDIT_BUTTON","Tasarımı düzenle"
"TID_LAYOUTS_VILLAGE","Asıl Köy"
"TID_LAYOUTS_WARBASE","Savaş Üssü"
"TID_LAYOUTS_ACTIVE_LAYOUT","Etkin tasarım"
"TID_POPUP_REPLACE_LAYOUT","Tasarım değiştirilsin mi?"
"TID_POPUP_TEXT_REPLACE_LAYOUT","Mevcut tasarımı değiştirmek istediğinden emin misin?"
"TID_BUTTON_VILLAGE_LOAD","Yükle"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Köy yüklensin mi?"
"TID_LAYOUTS_ALREADY_ACTIVE","Tasarım zaten kullanılıyor"
"TID_LAYOUTS_INCOMPLETE","Önce tasarımın tamamlanması gerekiyor."
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_CLAN_SCORES","Klan konumun için en iyi puanlar gösterilemiyor"
"TID_LAYOUT_EDITOR","Tasarım Düzenleyici"
"TID_LAYOUTS_COPY_LABEL","Tasarımı kopyala"
"TID_PUSH_UNDER_ATTACK","Köyüne <attacker> tarafından baskın yapıldı!"
"TID_LAYOUTS_EMPTY_SLOT","Boş"
"TID_LAYOUTS_COPY_EXPLANATION","Asıl Köy veya Savaş Üssünde tasarımın kopyalanacağı yeri seç."
"TID_POPUP_UNDER_ATTACK_LIVE_REPLAY","Köyün saldırı altında!"
"TID_LAYOUTS_CANT_REPLACE_ACTIVE","Etkin tasarım değiştirilemez"
"TID_LAYOUTS_OBSTRUCTED","Önce bazı engeller temizlenmeli"
"TID_LAYOUTS_INVALID","Tasarım kaydetme hatası"
"TID_EDIT_MODE_FINISH_LATER","Daha sonra bitir"
"TID_LAYOUTS_WARBASE_INFO","Not: Savaş Günü boyunca etkin Savaş Üssünü düzenlemek ancak bir sonraki savaşı etkileyecektir."
"TID_LAYOUTS_CANT_COPY_EMPTY","Boş bir tasarım kopyalanamaz"
"TID_EDIT_MODE_BLOCKED","Engeller tarafından kapanan binalar envanterine kondu"
"TID_EDIT_MODE_BLOCKED_COPY","Kopyalanmış tasarımda bulunmayan veya engeller nedeniyle yerleştirilemeyen binalar envantere taşındı"
"TID_LAYOUTS_REBUILD_CLAN_CASTLE","ÖNCE Klan Kaleni tekrar inşa etmen gerek"
"TID_LAYOUTS_ACTIVE_VILLAGE","Etkin Köy"
"TID_LAYOUTS_ACTIVE_WAR_BASE","Etkin Savaş Üssü"
"TID_PARENTS_GUIDE_BUTTON","Ebeveyn Kılavuzu"
"TID_LAYOUTS_EXPLANATION",
"TID_CLANBADGE_LAYER_0","Arka plan"
"TID_CLANBADGE_LAYER_1","Şablon"
"TID_CLANBADGE_LAYER_2","Sınır"
"TID_WAROPTIN_COUNTIN","Katılıyor"
"TID_WAROPTIN_LEAVEOUT","Katılmıyor"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","Savaşa Katılanları Seç"
"TID_CANNOT_ADD_MEMBER_TO_WAR_COOLDOWN","Bu oyuncu henüz savaşa katılmaya uygun değil"
"TID_WAR_SIZE","Savaş Büyüklüğü: <num> X <num>"
"TID_WAR_NOT_ENOUGH_PARTICIPANTS","Savaşa başlamak için daha fazla üye al"
"TID_WAR_PERSONAL_SETTING_IN","Katılıyor"
"TID_WAR_PERSONAL_SETTING_OUT","Katılmıyor"
"TID_CLAN_MIN_LEVEL","Minimum klan seviyesi"
"TID_WAR_SELECT_MEMBERS_HINTS","Yukarıdaki düğmelerle daha çok veya daha az üye seçebilirsin."
"TID_MY_PROFILE_TAB","Profilim"
"TID_PLAYER_CLAN_TAB","Oyuncu Klanı"
"TID_WAR_PARTICIPANTS_HEADER","Savaşa Katılanlar:"
"TID_CLAN_BADGE_LOCKED","Bu öğenin kilidini açmak için klanını <num>. seviyeye yükselt!"
"TID_CLANPERK_DESC_TROOP_REQUEST","Bağış isteği bekleme süresi:"
"TID_CLANPERK_DESC_DONATION_LIMIT","Bağış sınırı:"
"TID_CLANPERK_DESC_DONATION_REFUND","Bağış iadesi:"
"TID_CLANPERK_DESC_DONATION_UPGRADE","Bağış yükseltmesi:"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY","Hazine ekstra depo:"
"TID_CLANPERK_DESC_WAR_LOOT_MULT","Savaş bonusu ekstra ganimet:"
"TID_CLANPERK_DESC_BADGE_LEVEL","Klan rozeti çerçevelerinin açılma seviyesi: <value>"
"TID_NEWS_UPGRADE_OS_TITLE","Önemli!"
"TID_NEWS_UPGRADE_OS_TEXT","Bazı teknik sorunlar sebebiyle, ne yazık ki Clash of Clans'ın bir sonraki App Store güncellemesiyle 5.1.1'in altındaki tüm iOS sürümlerine desteğimizi sona erdirmek zorundayız.\nCihazın şu an bundan daha düşük bir iOS sürümüyle çalıştığı için, iOS'un son sürümünü indirmezsen artık Clash of Clan oynayamayacaksın.\niTunes kullanarak iOS'unu nasıl güncelleyeceğine dair daha fazla bilgi için lütfen Daha Fazla Bilgi'ye dokun."
"TID_NEWS_UPGRADE_OS_MORE","Daha Fazla Bilgi"
"TID_CLANPERK_COMPLETED","Tamamlandı!"
"TID_CLANPERK_UNLOCKED_PERKS","Klan Avantaları"
"TID_CLANPERK_INFO_TEXT","Klan TP'si kazan ve güçlü avantalar açmak için klanının seviyesini yükselt! Klan TP'si Klan Savaşları ve Klan Oyunlarında rekabet ederek kazanılır."
"TID_ALLIANCE_WAR_MY_TEAM","Takımım"
"TID_ALLIANCE_WAR_ENEMY_TEAM","Düşman Takım"
"TID_ALLIANCE_EXP_EARNED","+<value> Klan TP"
"TID_WAROPTIN_TAKE","Al"
"TID_WAROPTIN_LEAVE","Ayrıl"
"TID_WAR_PERSONAL_SETTING_TAKE_ME","Beni al"
"TID_WAR_PERSONAL_SETTING_LEAVE_ME","Beni bırak"
"TID_WAR_PERSONAL_INFO","Klan Savaşları'na katılmayı tercih ediyor musun? Tercihin diğer klan üyeleri tarafından görünür olacak."
"TID_CLANPERK_DESC_DONATION_UPGRADE_PLURAL","Bağışlanan birlikler <value> seviye kadar yükseltilir"
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP","Klan <value>. seviyeye ulaştı! Kilidi açılan yeni avantalar:"
"TID_START_WAR_FAILED_INVALID_SIZE","Savaş başlatılamıyor!"
"TID_INVALID_WAR_MEMBERS_COUNT","Seçilen üye: <num>"
"TID_ALLIANCE_WAR_EXP_AVAILABLE","Başarılı saldırı +<num> Klan TP kazandırır"
"TID_PERSONAL_WAR_PREFERENCE_TITLE","Klan Savaşı Tercihi"
"TID_PERSONAL_WAR_PREFERENCE_DESCR","Klan Savaşlarına katılmak isteyip istemediğini Lidere göstermek için bu ayarı kullan."
"TID_PERSONAL_WAR_PREFERENCE_IN","Varım"
"TID_PERSONAL_WAR_PREFERENCE_OUT","Yokum"
"TID_PERSONAL_WAR_PREFERENCE_BUTTON_LABEL","Klan Savaşları"
"TID_INVALID_WAR_MEMBERS_INFO_LOW","En az <value> üye seç"
"TID_INVALID_WAR_MEMBERS_INFO_MID","<low> ya da <high> üye seç"
"TID_INVALID_WAR_MEMBERS_INFO_HIGH","En fazla <value> üye seç"
"TID_ALLIANCE_WAR_BATTLE_XP","Başarılı saldırılardan <xpnum> Klan TP kazanıldı"
"TID_ALLIANCE_WAR_STAR_XP","<num> Yıldız alındığından <xpnum> Klan TP'si kazanıldı"
"TID_ALLIANCE_WAR_STAR_XP_DESC","<num> Yıldız kazandığın için +<xpnum> Klan TP Bonusu"
"TID_ALLIANCE_WAR_WIN_XP","Savaşı kazandığın için +<xpnum> Klan TP Bonusu!"
"TID_CLANPERK_DESC_TROOP_REQUEST_VALUE","<value> dakika"
"TID_CLANPERK_DESC_DONATION_LIMIT_VALUE","<troops> birlik, <spells> büyü"
"TID_CLANPERK_DESC_DONATION_REFUND_VALUE","%<value> maliyet"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE","<value> seviye"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE_PLURAL","<value> seviye"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY_VALUE","%<value>"
"TID_CLANPERK_DESC_WAR_LOOT_MULT_VALUE","%<value>"
"TID_CLANPERK_DESC_LOCKED_VALUE","<num>. Klan Seviyesinde Kilidi Açılır"
"TID_ALLIANCE_WAR_XP_EARNED","Klan TP kazanıldı"
"TID_ALLIANCE_WAR_OBJECTIVES","Klan Hedefleri"
"TID_CLAN_PERK_BONUS","Avanta Bonusu"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP","Klan TP"
"TID_WAR_STATS_HEADER_DEFEAT_BASES","Yok edilen düşman üsleri"
"TID_WAR_STATS_HEADER_DEFEAT_BASES_SHORT","Savaş Üslerini yen"
"TID_WAR_STATS_HEADER_COLLECT_STARS","<num> Yıldız topla"
"TID_WAR_STATS_HEADER_WIN_WAR","Savaşın kazanılması"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP_INFO","Klan TP savaş sonunda verilir"
"TID_WAR_STATS_HEADER_TOTAL","Toplam"
"TID_REGION_CUSTOM1",
"TID_REGION_CUSTOM2",
"TID_REGION_CUSTOM3",
"TID_REGION_CUSTOM4",
"TID_REGION_CUSTOM5",
"TID_ALLIANCE_TAB_BOOKMARKS","Yer İşaretleri"
"TID_NO_BOOKMARKS","Hiçbir klanı yer işareti olarak kaydetmedin.\n\nKlanın bilgi sayfasından bir klanı yer işareti olarak kaydedebilirsin."
"TID_ERROR_BOOKMARKS_FULL","Çok fazla yer işaretin var! Yenisini eklemek için bir yer işareti sil."
"TID_CHANGE_NAME_ALREADY_USED","Ad değiştirilemez! Bu hesapta bir defalık ad değişikliği zaten yapıldı!"
"TID_CHANGE_NAME_BUTTON","Adı Değiştir"
"TID_CHANGE_NAME_TITLE","Adı Değiştir"
"TID_SETTINGS_PLAYERNAME_CURRENT","Mevcut Ad:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Yeni ad gir:"
"TID_CONTINUE","Devam et"
"TID_NAMECHANGE_WARNING","Uygun bir ad seçmeyi unutma"
"TID_CONFIRM","Onayla"
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Yeni adını tekrar gir:"
"TID_NAME_ALREADY_CHANGED","Ad yalnızca bir defa değiştirilebilir."
"TID_NAME_CHANGE_TH_LEVEL_TOO_LOW","Ad değişikliği, Belediye Binası <level>. seviyeden itibaren yapılabilir"
"TID_BOOKMARKS_NOT_LOADED_YET","Yer İşaretleri yüklenemedi. Lütfen daha sonra tekrar dene."
"TID_ALLIANCE_UNAVAILABLE","Klan bilgisi mevcut değil"
"TID_BOOKMARK_ADDED","Yer İşareti eklendi"
"TID_BOOKMARK_REMOVED","Yer İşareti kaldırıldı"
"TID_BOOKMARKS_FULL","Yer işaretleri dolu"
"TID_NAME_CHANGE_ALREADY_USED","Adını zaten bir kez değiştirdin"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Adını değiştirmek istediğinden emin misin?\nYeni adın şu olacak:"
"TID_ERROR_NAMES_DONT_MATCH","Adlar eşleşmiyor. Lütfen daha sonra tekrar dene."
"TID_BUTTON_ROTATE","Döndür"
"TID_NAME_CHANGED_SUCCESS","Adın değiştirildi!"
"TID_NAME_CHANGE_IN_PROGRESS","Ad değiştirilemiyor. Önceki ad değişikliği işleniyor."
"TID_PLAYER_TAG","Oyuncu kodu"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM","Saldırmak istediğini onayla"
"TID_BUTTON_WAR_ATTACK_CONFIRM_ATTACK","Saldır"
"TID_WAR_ATTACK_CONFIRM_TITLE","Şimdi saldıralım mı?"
"TID_WAR_ATTACK_CONFIRM_TROOPS_TEXT","Birlikler: <number>"
"TID_WAR_ATTACK_CONFIRM_SPELLS_TEXT","Büyüler: <number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TEXT","Klan Kalesi birlikleri ve büyüleri: <number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TROOPS_ONLY_TEXT","Klan Kalesi birlikleri: <number>"
"TID_WAR_ATTACK_CONFIRM_HEROES","Kahramanlar: <number>"
"TID_WAR_ATTACK_CONFIRM_INFO","Hazır olduğundan emin ol! Devam edersen kalan savaş saldırılarından biri kullanılacak."
"TID_AIR_BLASTER","Hava Patlatıcı"
"TID_AIR_BLASTER_INFO","Hava Patlatıcılar gökleri, uçan düşmanları geri püskürten güçlü hava patlamalarıyla kontrol ederler. Hava Patlatıcılar sadece tek yöne bakabilirler, bu yüzden etkinliklerini azami düzeye çıkarmak için onları döndürün."
"TID_STREAM_EVENT_CHANGED_SETTINGS","klan ayarlarını güncelledi"
"TID_KNOCKBACK","İtme gücü: <number> Karo"
"TID_NEWS_UPDATE_AIR_MORTAR_TITLE",
"TID_NEWS_UPDATE_AIR_MORTAR_TEXT",
"TID_NEWS_UPDATE_BOOKMARKS_TITLE",
"TID_NEWS_UPDATE_BOOKMARKS_TEXT",
"TID_SETTINGS_CLAN_CHAT_FILTER","Klan Sohbetini Filtrele"
"TID_INFO_SPELL_STORAGE","Büyü Deposu:"
"TID_BUILDING_MINI_SPELL_FACTORY","Kara Büyü Fabrikası"
"TID_MINI_SPELL_FACTORY_INFO","En müthiş ya da en pervasız Usta Büyücüler Kara İksir üretmekle uğraşır. Yoğun Karanlık Büyülerinde ustalaşmak için hevesli olmak gerekir ancak eşsiz taktik avantajları kazandırır."
"TID_POPUP_BOOST_MINI_SPELL_FACTORY","Kara Büyü üretme hızı <time> süreliğine <multiplier> kat artırılsın mı?"
"TID_LEAGUE_CHAMPION1","Şampiyon Ligi I"
"TID_LEAGUE_CHAMPION2","Şampiyon Ligi II"
"TID_LEAGUE_CHAMPION3","Şampiyon Ligi III"
"TID_LEAGUE_CHAMPION1_SHORT","Şampiyon I"
"TID_LEAGUE_CHAMPION2_SHORT","Şampiyon II"
"TID_LEAGUE_CHAMPION3_SHORT","Şampiyon III"
"TID_LEAGUE_HERO","Titan"
"TID_LEAGUE_HERO1","Titan Ligi I"
"TID_LEAGUE_HERO2","Titan Ligi II"
"TID_LEAGUE_HERO3","Titan Ligi III"
"TID_LEAGUE_HERO1_SHORT","Titan I"
"TID_LEAGUE_HERO2_SHORT","Titan II"
"TID_LEAGUE_HERO3_SHORT","Titan III"
"TID_LEAGUE_LEGENDARY","Efsane Lig"
"TID_LEAGUE_LEGENDARY_SHORT","Efsane"
"TID_HINT_STORAGES_SPELL_IMMUNITY","Tüm kaynak depoları büyü hasarına karşı dayanıklıdır!"
"TID_STORAGES_SPELL_IMMUNITY","Tüm kaynak depoları büyü hasarına karşı dayanıklıdır!"
"TID_POPUP_ARMY_OVERVIEW","Orduya Genel Bakış"
"TID_SPEEDUP","Hızlandırma Büyüsü"
"TID_SPEEDUP_INFO","En ağır birimlerini bile acele ettir!\n\nHızlandırma Büyüleri, Öfke Büyülerinin aksine hasarı değil hareket hızını artırır. Daha küçük bir depo alanı gerektirdiği için savaşa yanında daha fazlasıyla gidebilirsin!"
"TID_HINT_SPELL_SPEEDUP","Hızlandırma Büyüleri, Balon ya da P.E.K.K.A gibi yüksek hasarlı ve düşük hızlı birliklerde çok işe yarar."
"TID_EARTHQUAKE","Deprem Büyüsü"
"TID_EARTHQUAKE_INFO","Güçlü depremlerle duvarlara ve binalara zarar ver!\n\nDeprem Büyüleri, yapılara maksimum isabet puanlarına oranla hasar verir. Üst üste depremler binalara her seferinde daha az, duvarlara ise her sefarinde daha fazla hasar verir. Dört Deprem Büyüsüne maruz kalan hiçbir duvar ayakta kalamaz!"
"TID_HINT_SPELL_EARTHQUAKE1","Deprem Büyüleri yüksek isabet puanları olan sıkı yapı gruplarını ciddi şekilde cezalandırır."
"TID_HINT_SPELL_EARTHQUAKE2","Tekrarlanan Deprem Büyüleri aynı yapılara daha az hasar verir."
"TID_POISON_CLOUD","Zehir Büyüsü"
"TID_POISON_CLOUD_INFO","Bu ölümcül zehirle ordun düşman birliklerine karşı büyük bir avantaj elde edebilir!\n\nZehir Büyüsünün zehirli bulutundaki savunma birimleri daha yavaş hareket eder, daha yavaş saldırır ve zaman içinde artan bir şiddetle hasar alır. Zehir Büyüleri binaları etkilemez."
"TID_HINT_SPELL_POISON_CLOUD1","Zehir Büyüleri kalabalık iskelet gruplarına karşı çok etkilidir."
"TID_HINT_SPELL_POISON_CLOUD2","Ordun bir Zehir Büyüsü içindeyken Klan Kalesi birliklerine karşı daha etkili savaşır."
"TID_HINT_CLAN_CHAT_PROFANITY_FILTER","Klan sohbetinin uygunsuz dil filtresini Ayarlar menüsünden etkinleştirebilirsin."
"TID_HINT_DARK_SPELLS","Kara Büyüler, normal Büyülerden daha az yer kaplayacağı için yanına daha fazlasını alabilirsin!"
"TID_SPELL_STORAGE_BREWING_CAPACITY","Üretme kapasitesi: <number>"
"TID_ARMY_OVERVIEW_HINT_SPELLS","Belediye Binasının <number>. seviyesinde mevcut"
"TID_ARMY_OVERVIEW_HINT_CLAN_CASTLE","Klan Kalesi Birlikleri, Büyüler ve Kuşatma Makineleri almak için bir Klana katıl"
"TID_ARMY_OVERVIEW_HINT_HEROES","Belediye Binasının <number>. seviyesinde mevcut"
"TID_INFO_TARGET_TYPE_BUILDINGS_AND_WALLS","Bina ve Duvarlar"
"TID_INFO_TARGET_TYPE_UNITS","Birlikler"
"TID_SPELL_DAMAGE_PERCENT","Hasar: %<number>"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS","Efsane Lig Turnuvası"
"TID_LEADERBOARDBANNER_PLAYER_REWARD","Son Turnuvanın En İyi Oyuncuları:\n(daha fazlası için aşağı dokun)"
"TID_LEADERBOARDBANNER_PLAYER_TIMELEFT","Bitmesine:"
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_TITLE","Son Turnuvanın Efsaneleri:"
