"TID","PT"
"TID_NEWS_TH11_UPDATE_SHIELDS_TEXT","• A destruição do Centro da Vila não dá mais um escudo - proteja o seu Centro da Vila!\n• Você pode atacar a qualquer momento mesmo com o escudo ativo, por uma pequena redução na duração dele.\n• Consiga o escudo quando a destruição estiver a 30%, um maior a 60%, mas só quando um exército relativamente grande atacar."
"TID_NEWS_TH11_UPDATE_GUARD_TITLE","Guarda - aja com cautela em relação aos atacantes"
"TID_NEWS_TH11_UPDATE_GUARD_TEXT","• A guarda protege de ataques e permite atacar os outros o quanto você quiser.\n• Obtenha a guarda gratuitamente quando o escudo expirar e jogue livremente sem a preocupação de ser atacado.\n• As ligas mais altas concedem mais tempo de guarda gratuita. Jogadores Titã I e Lendários recebem cobertura de 100%!\n• 2 horas extras de guarda estão disponíveis na loja todos os dias."
"TID_NEWS_TH11_UPDATE_LOOT_TITLE","Assaltos mais ricos: saques e troféus."
"TID_NEWS_TH11_UPDATE_LOOT_TEXT","• Os Centros da Vila agora mantêm muito saque disponível - destrua-os na batalha para receber um retorno compensador!\n• Os bônus de liga são maiores do que nunca, mas proporcionais ao seu percentual de destruição\n• As ofertas de troféus tornam-se maiores e as perdas de troféus são menores quanto mais alta for a sua liga!"
"TID_NEWS_TH11_UPDATE_GAMEPLAY_TITLE","Equilíbrio de jogo"
"TID_NEWS_TH11_UPDATE_GAMEPLAY_TEXT","• O tempo de batalha aumentou em 30 segundos.\n• Os Goblins agora atacam o Centro da Vila e o Castelo do Clã, causando duas vezes o dano.\n• Os custos para rearmar para todas as armadilhas foram reduzidos drasticamente.\n• Os custos para recarregar as X-Bestas foram reduzidos drasticamente.\n• Grandes quantidades de curadoras agora têm eficácia reduzida na mesma unidade.\n• As acelerações do exército foram reduzidas a 5 gemas por hora de aceleração.\n• O custo para procurar uma partida e escolher ‘Próxima´ foi reduzido para o Centro da Vila nível 10.\n• O Dia de Preparação da guerra de clãs foi reduzido para 23 horas.\n• O combate de tropas e o explorador IA foram refinados e aprimorados.\n• O percentual de saque disponível nos níveis 6-10 do Centro da Vila foi ligeiramente aumentado.\n• As vilas com um nível de Centro da Vila mais baixo agora rendem saques ligeiramente menores.\n• O campo de jogo e a área de mobilização de tropas foram expandidos (os obstáculos no caminho foram movidos automaticamente)."
"TID_NEWS_TH11_UPDATE_OTHER_TITLE","Outras melhorias:"
"TID_NEWS_TH11_UPDATE_OTHER_TEXT","• Foram adicionadas duas novas conquistas: a Antiartilharia e a Compartilhar é Cuidar.\n• A interface de doação de tropas/feitiços foi corrigida e agora mostra as doações existentes\n• As tropas nos quartéis agora podem ser enfileiradas na sequência, da mesma forma que a fábrica de feitiços.\n• O botão Guerra de Clãs agora é animado quando um ataque de guerra inicia.\n• Um escudo ou guarda ativa agora pode ser descartado manualmente, tocando no ícone.\n• Agora você pode ficar off-line por mais tempo antes de ficar vulnerável a ataques.\n• Um som especial toca quando um alvo multijogador é encontrado depois de 10 segundos de busca.\n• Um som especial toca quando nenhum alvo multijogador é encontrado e a busca é cancelada.\n• O limite de tempo on-line do Intervalo pessoal foi reduzido a 3 horas.\n• O limite do intervalo pessoal agora é estendido em vez de redefinido em alguns casos.\n• A combinação multijogador tem probabilidade menor de oferecer oponentes abaixo do nível de seu Centro da Vila (só abaixo da Liga de Campeões)."
"TID_NEWS_TOS_UPDATE","Atualizamos os nossos Termos de Uso e Política de Privacidade! Reserve um tempo para verificá-los (disponíveis nas Configurações do jogo). Esses documentos importantes regem a sua relação com os nossos jogos e contêm informações benéficas para todos que decidam jogá-los. Para obter mais informações, visite nossos fóruns"
"TID_SHIELD_POPUP_SHIELD_TIP","Estamos a salvo por enquanto. Relaxe ou ataque!"
"TID_SHIELD_POPUP_GUARD_TIP","A proteção logo terminará. Prepare-se!"
"TID_SHIELD_POPUP_NONE_TIP","Estamos desprotegidos! Prepare a defesa!"
"TID_SHIELD_POPUP_SHIELD_DESCRIPTION_1","Os escudos previnem ataques dos outros e não são afetados pela busca de alvos no modo multijogador ou vingança, mas serão reduzidos se você começar um ataque."
"TID_SHIELD_POPUP_GUARD_DESCRIPTION_1","A guarda é o último recurso antes que a proteção contra os atacantes acabe. Você pode atacar outros sem penalidades, mas tenha cuidado - a guarda não dura por muito tempo!"
"TID_SHIELD_POPUP_NONE_DESCRIPTION_1","Sem o escudo ou a guarda, você pode sofrer um ataque a qualquer momento. Defenda o Centro da Vila a qualquer custo! As armadilhas, os heróis e as tropas do Castelo do Clã maximizarão a defesa."
"TID_SHIELD_POPUP_PERSONAL_BREAK","Nota: os moradores da vila precisarão de um pequeno intervalo depois de passar muito tempo sem o escudo."
"TID_SHIELD_POPUP_PERSONAL_BREAK_REMAINING","Tempo até o intervalo pessoal:"
"TID_SHIELD_POPUP_SHIELD_TITLE","Escudo ativo"
"TID_SHIELD_POPUP_GUARD_TITLE","Guarda ativa"
"TID_SHIELD_POPUP_NONE_TITLE","Escudo inativo"
"TID_SHIELD_POPUP_REMOVE_BUTTON","Remover"
"TID_SHIELD_SHIELD","Escudo"
"TID_SHIELD_GUARD","Dormir"
"TID_BUTTON_TREASURY","Torre do Tesouro"
"TID_MULTIPLAYER_STAR_BONUS","Bônus de estrela"
"TID_MULTIPLAYER_BONUS_AVAILABLE_AGAIN","Próximo em: <time>"
"TID_STAR_BONUS_WINDOW_TITLE","Bônus de estrela"
"TID_STARBONUS_WINDOW_AWARD","Bônus de estrela recebido"
"TID_STARBONUS_WINDOW_AWARD_EVENT","<c66CC00><num>x bônus de estrela recebido!</c>"
"TID_STARBONUS_WINDOW_TREASURY","O bônus de saque foi entregue na Torre do Tesouro."
"TID_LOOT_CART","Carrinho de saque"
"TID_LOOT_CART_INFO","Os inimigos deixaram um pouco de saque para trás. Colete-o após cada defesa."
"TID_NO_TREASURY_LOOT_TO_COLLECT","A Torre do Tesouro está vazia. Não há nada para coletar."
"TID_TREASURY_WINDOW_TITLE","Torre do Tesouro"
"TID_TREASURY_DESCRIPTION","O saque obtido nas Guerras de Clãs e o bônus de estrela ficam bem protegidos na Torre do Tesouro. Aumente a capacidade da Torre do Tesouro melhorando o Centro da Vila ou usando as vantagens do clã."
"TID_TREASURY_GOLD","Ouro na Torre do Tesouro"
"TID_TREASURY_ELIXIR","Elixir na Torre do Tesouro"
"TID_TREASURY_DARK_ELIXIR","Elixir negro na Torre do Tesouro"
"TID_STAR_BONUS_HELP_TITLE","Bônus de estrela"
"TID_STAR_BONUS_HELP_TEXT","Consiga cinco estrelas em batalhas multijogador para ganhar bônus!"
"TID_STAR_BONUS_BONUS_TEXT","Em sua liga atual, a recompensa do bônus de estrela é:"
"TID_STAR_BONUS_BONUS_TEXT_BONUS","O evento de bônus de estrela multiplica em <num> vezes o seu prêmio."
"TID_HINT_TREASURY","A Torre do Tesouro mantém o saque das Guerras de Clãs e do bônus de estrela protegido dentro do Castelo do Clã."
"TID_HINT_LOOT_CART","Colete os recursos dos carrinhos de saque para recuperar parte do que perdeu durante o ataque."
"TID_HINT_STAR_BONUS","Vença várias batalhas por dia para ganhar um bônus de estrela."
"TID_TREASURY_CAPACITY","<resource>: <number>"
"TID_LOOT_CART_TRANSFERRED","Recursos do carrinho de saque coletados."
"TID_STAR_BONUS_DESCRIPTION","O bônus de estrela é enviado à Torre do Tesouro."
"TID_JOIN_NOW_BUTTON","Entrar"
"TID_NEWS_TREASURY TITLE","Novos tesouros e a Torre do Tesouro"
"TID_NEWS_TREASURY TEXT","Bônus de estrela diário\n• Ganhe 5 estrelas em batalhas multijogador para ganhar bônus de saque.\n• Ganhe bônus ainda melhores nas ligas mais avançadas!\n• Um novo bônus de estrela disponível todos os dias.\n• As recompensas ficarão seguras na Torre do Tesouro.\n\nCarrinho de saque\n• Um carrinho de saque quebrado aparecerá na sua vila após cada ataque sofrido.\n• Para recuperar parte dos recursos perdidos, toque nele.\n• Somente um carrinho aparecerá por vez, portanto não demore para coletar os recursos dele.\n\nTorre do Tesouro\n• O Castelo do Clã agora conta com uma estrutura para proteger recursos: a Torre do Tesouro.\n• Ela manterá seguros os recursos conquistados nas Guerras de Clãs e com os bônus de estrela.\n• É o local mais seguro para guardar seus recursos!\n\nPara equilibrar o jogo:\n• A artilharia águia agora causa 3 vezes mais dano ao Golem e ao Golemita.\n• A segunda defesa aérea agora é desbloqueada no nível 6 do Centro da Vila; a terceira, no nível 7."
"TID_NEWS_ECONOMY_TEXT","\n• Tempo e custo de treino reduzidos para algumas tropas\n• Tempo e custo de treino reduzidos para alguns feitiços\n• Tempo e custo de treino reduzidos para algumas tropas e feitiços."
"TID_NEWS_ECONOMY_TEXT2","\n• Tempo de treino reduzido para algumas tropas\n• Tempo de treino reduzido para alguns feitiços\n• Tempo de treino reduzido para algumas tropas e feitiços."
"TID_NEWS_ECONOMY_TEXT3","\n• Custo de treino reduzido para algumas tropas\n• Custo de treino reduzido para alguns feitiços\n• Custo de treino reduzido para algumas tropas e feitiços."
"TID_HINT_STAR_BONUS_LEAGUE","Ganhe bônus de estrela melhores nas ligas mais avançadas."
"TID_NEWS_ROYALE","O Clash Royale já está disponível!"
"TID_NEWS_ROYALE_INFO","O Clash Royale é um novo jogo de batalhas 1x1 em tempo real que se passa no universo do Clash.\nA arena aguarda você!"
"TID_NEWS_ROYALE_BUTTON","Quero jogar!"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_ATTACK_1","Replay 1"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_ATTACK_2","Replay 2"
"TID_AVATAR_MESSAGE_TEXT_LAYOUTS_SCRAMBLED","Seus layouts de vila foram redefinidos por conta de um layout inapropriado. Novas violações resultarão em suspensões mais severas!\nPara mais informações sobre layouts de vila inapropriados, toque abaixo."
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_DEFENSE","Replay"
"TID_WAR_INFO_BUTTON","Detalhes da guerra"
"TID_STREAM_CLAN_WARS_ENTRY_VS","x"
"TID_CLAN_WIN_STREAK","Vitórias seguidas:"
"TID_PLAYER_PROFILE_TROOPS","Tropas"
"TID_PLAYER_PROFILE_SPELLS","Feitiços"
"TID_PLAYER_PROFILE_HEROES","Heróis"
"TID_ALL_BUILDERS_AVAILABLE","Melhorias concluídas"
"TID_NEWS_NEW_TROOP_TITLE",
"TID_NEWS_NEW_TROOP_TEXT",
"TID_NEWS_UPGRADES_TITLE",
"TID_NEWS_UPGRADES_TEXT",
"TID_NEWS_BALANCING_TITLE",
"TID_NEWS_BALANCING_TEXT",
"TID_NEWS_OTHER_TITLE",
"TID_NEWS_OTHER_TEXT",
"TID_BOWLER","Lançador"
"TID_CHARACTER_INFO_BOWLER","Este homenzarrão azul gosta das coisas simples da vida: drinques feitos com elixir negro e de lançar pedras. Seus pedregulhos gigantes quicam no alvo e atingem outro alvo atrás."
"TID_IAP_NOT_AVAILABLE_CAFE_BAZAAR","Compras indisponíveis. Verifique se o app Cafe Bazaar está instalado em seu dispositivo."
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP_NO_PERKS","O clã chegou ao nível <value>!"
"TID_EDIT_MODE_MOVE_ALL","Mover tudo"
"TID_EDIT_MODE_WALLS_ONLY","Ver muros"
"TID_EDIT_MODE_VIEW_AS_ENEMY","Explorar visão"
"TID_EDIT_MODE_PHOTO_MODE","Modo foto"
"TID_CHALLENGE_BUTTON","Desafio"
"TID_CHALLENGE_TITLE","Desafio Amistoso"
"TID_CHALLENGE_HEADER","Desafie um colega de clã a atacar sua vila."
"TID_CHALLENGE_DEFAULT_INPUT","Você consegue derrotar minha vila?"
"TID_CHALLENGE_CLOSED","A vila já está sendo atacada."
"TID_CANCELLING","Cancelando"
"TID_LIVE_SPECTATOR_COUNT","Espectadores: <num>"
"TID_ALLIANCE_WAR_STAT_NUM_0STARS","0 estrela"
"TID_HERO_SLEEPING","Proteger"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE","Volte à sua vila para iniciar um desafio amistoso!"
"TID_REQUEST_NOT_AVAILABLE_IN_MODE","Volte à sua vila para pedir reforços!"
"TID_ARMY_FULL","Exército cheio!"
"TID_TRAINING_FULL","Fila cheia!"
"TID_ALLIANCE_DATA_FAILED_GENERIC","Impossível carregar informações do clã.\n\nTente novamente mais tarde."
"TID_ALLIANCE_DATA_FAILED_NOT_FOUND","O clã não pôde ser encontrado."
"TID_ALLIANCE_DATA_FAILED_LOAD_FAILED","Impossível carregar informações do clã.\n\nTente novamente mais tarde."
"TID_ALLIANCE_DATA_FAILED_DELETED","Este clã não pôde ser carregado porque foi excluído."
"TID_ALLIANCE_DONATE_DONATE_INSTANTLY","Doar instantaneamente:"
"TID_ALLIANCE_DONATE_BUTTON_QUICK","Doação rápida"
"TID_ALLIANCE_DONATE_BUTTON_RETURN","Voltar"
"TID_TRAINING_SCREEN_QUEUE","Fila"
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY_ALL","Seu exército está pronto para a batalha!"
"TID_LOCAL_NOTIFICATION_TRAINING_HAS_STOPPED","Treinamento de tropa concluído!"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","Mais informações"
"TID_VS","x"
"TID_COPY_ACTION_BUTTON","Copiar"
"TID_PASTE_ACTION_BUTTON","Colar"
"TID_COPIED_TO_DEVICE_CLIPBOARD","Tag copiada para área de transferência de seu aparelho!"
"TID_NOTHING_TO_PASTE","Nada para colar"
"TID_RECORDING_CANT_GO_HOME","Impossível ir para a sua vila. Você precisa parar de gravar primeiro!"
"TID_RECORDING_CANT_GO_MAP","Impossível ir para o mapa de guerra. Você precisa parar de gravar primeiro!"
"TID_TRAIN_TROOPS_QUEUE_SIZE","Treinar tropas: <num>/<max>"
"TID_TRAIN_SPELLS_QUEUE_SIZE","Preparar feitiços: <num>/<max>"
"TID_TRAINING_QUEUE_IS_EMPTY","A fila de treinamento está vazia."
"TID_SPELL_QUEUE_IS_EMPTY","A fila de feitiços está vazia."
"TID_DUPLICATE_SPELL","Feitiço de Clone"
"TID_DUPLICATE_SPELL_INFO","Transforme este feitiço em um produtor de tropas!\n\nO Feitiço de Clone copia as tropas que entrarem em seu círculo, com uma vida limitada. Ele só gerará tropas se houver espaço."
"TID_SPELL_DUPLICATE_HOUSING","Capacidade de clonagem: <number>"
"TID_WAR_HISTORY_NOT_AVAILABLE_OTHER","Este clã nunca esteve em guerra!"
"TID_WAR_STATS_TITLE","Estatísticas de guerra"
"TID_WAR_STATS_WINS","Vitórias:"
"TID_WAR_STATS_LOSSES","Derrotas:"
"TID_WAR_STATS_TIES","Empates:"
"TID_WAR_STATS_TOTAL","Total:"
"TID_AVATAR_MESSAGE_GEM_DONATION","Você recebeu gemas. Para resgatá-las, clique no botão \qResgatar\q."
"TID_AVATAR_MESSAGE_BUTTON_CLAIM","Resgatar"
"TID_AVATAR_MESSAGE_BUTTON_ALREADY_CLAIMED","Já resgatou"
"TID_TRAP_EJECT_HOUSING","Capacidade da mola: <number>"
"TID_SPRING_SIZE_FOR_UNIT","Peso da mola:"
"TID_MAINTENANCE_UPDATE_TITLE","Atualização chegando!"
"TID_MAINTENANCE_UPDATE_TEXT","O Clash of Clans está sendo atualizado e terá até uma nova tropa, além de muitas outras novidades!"
"TID_MAINTENANCE_NORMAL_TITLE","Intervalo de manutenção"
"TID_MAINTENANCE_NORMAL_TEXT","Enquanto isso, por que não jogar uma partida no Clash Royale?"
"TID_MAINTENANCE_ESTIMATED_LONG","Tente novamente em algumas horas."
"TID_MAINTENANCE_ESTIMATED_TWO_HOURS","Tente novamente em duas horas."
"TID_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Tente novamente em uma hora e meia."
"TID_MAINTENANCE_ESTIMATED_HOUR","Tente novamente em uma hora."
"TID_MAINTENANCE_ESTIMATED_MINUTES","Tente novamente em <value> minutos."
"TID_MAINTENANCE_ESTIMATED_SOON","Tente novamente em alguns minutos."
"TID_MAINTENANCE_ESTIMATED_UNKNOWN","Tente novamente mais tarde."
"TID_CHALLENGE_CHOOSE_LAYOUT","Escolher layout"
"TID_FRIENDLY_WAR_CHOOSE_LAYOUT","Escolher layout"
"TID_CREATE_SKELETONS_SPELL","Feitiço de Esqueleto"
"TID_CREATE_SKELETONS_SPELL_INFO","Invoque um exército de Esqueletos em qualquer lugar do campo de batalhas!\n\nColoque algumas espadas extras quando e onde mais precisar. Os esqueletos não ativam armadilhas."
"TID_ALLIANCE_CREATE_SHOW_LOG","Registro de guerra público"
"TID_AVATAR_MESSAGE_SUBJECT_GEM_DONATION","Recebeu <amount> gemas"
"TID_UI_TOP_VIEWERS_TITLE","Espectadores:"
"TID_CANT_START_PVP_VILLAGE_EDIT_OPEN","Feche o modo de edição da vila primeiro."
"TID_ARMY_USED","Exército usado:"
"TID_NEWS_CHALLENGE_BOOST_TEXT","Prepare-se para a atualização com uma melhoria de recurso de 1 gema."
"TID_NEWS_CHALLENGE_PREVIEW_TITLE","Em breve: desafio amistoso!"
"TID_NEWS_CHALLENGE_PREVIEW_TEXT","• Desafie seus colegas de clã a atacar sua vila qualquer momento.\n• Ataque nos desafios amistosos sem perder seu exército.\n• Compartilhe resultados e replays e faça competições em seu clã."
"TID_NEWS_CHALLENGE_PREVIEW_BUTTON","Saiba mais"
"TID_CHALLENGE_FAIL_SERVER","Impossível iniciar o desafio. Tente novamente mais tarde."
"TID_VS_ATTACK_CONFIRM_INFO","Prepare-se bem antes de iniciar o desafio amistoso!"
"TID_SPELL_SUMMON_TROOP_COUNT","Contagem de <name>: <number>"
"TID_BABY_DRAGON_ENRAGE_SPEED_INCREASE","Bônus de dano por fúria:"
"TID_BABY_DRAGON","Bebê Dragão"
"TID_BABY_DRAGON_INFO","Este bebê voador fica tímido quando está perto de outras unidades aéreas. Mas, quando está sozinho, toca o terror! Os Bebês Dragões ficam enfurecidos perto de tropas terrestres, causam mais danos e têm mais velocidade de ataque."
"TID_MINER","Mineiro"
"TID_MINER_INFO","Estes trabalhadores braçais se escondem debaixo da terra, passam debaixo de muros e reaparecem ao lado de seus alvos. Os Mineiros não sofrem danos e não ativam armadilhas, mas ganham bônus de feitiços."
"TID_CHALLENGE_CANCELLED","O desafio não está mais disponível."
"TID_SCOUT_BUTTON","Explorar"
"TID_TOP_HUD_FRIENDLY_BATTLE","Desafio Amistoso"
"TID_TOP_HUD_WATCH_LIVE_BUTTON","Assista ao vivo"
"TID_STREAM_BUTTON_SCOUT","Explorar"
"TID_STREAM_BUTTON_ATTACK","Atacar"
"TID_WAIT_A_WHILE_BEFORE_RETRY_CHALLENGE","Você iniciou um desafio há pouco tempo. Tente novamente em <time>."
"TID_CHALLENGE_FAIL_SERVER_ALREADY_IN_PROGRESS","Não foi possível iniciar o desafio. Já há um em andamento."
"TID_LAYOUTS_LAST_USED","Último usado"
"TID_LAYOUT_CHANGED_ERROR","Este layout foi modificado recentemente. Poderá ser usado novamente em <time>."
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_REPLAY","Volte à vila principal para assistir a um replay!"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_CANCEL","Volte à sua vila para cancelar um desafio!"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_ATTACK","Volte à sua vila para atacar!"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_SCOUT","Volte à sua vila para explorar!"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_LIVE","Volte à base principal para assistir ao vivo!"
"TID_CHALLENGE_CHANGE_LAYOUT","Mudar layout"
"TID_CHALLENGE_CHANGE_LAYOUT_BUTTON","Alterar"
"TID_CHALLENGE_LAYOUT","Layout"
"TID_CHALLENGE_SWITCH_LAYOUT","Layout escolhido"
"TID_CHALLENGE_CHOOSE_NEW_LAYOUT","Escolher novo layout"
"TID_FRIENDLY_WAR_CHOOSE_NEW_LAYOUT","Escolher novo layout de guerra amistosa"
"TID_CHALLENGE_ALREADY_CLOSED","Desafio já fechado"
"TID_SCOUT_PREP_DAY_INFO","Os layouts da base de guerra do inimigo são revelados no dia da batalha."
"TID_REPLACE_LAYOUT","Substituir layout"
"TID_INFOBUBBLE_BUILDER_INPROGRESS","Melhorias em andamento:"
"TID_INFOBUBBLE_BUILDER_SUGGESTION","Melhorias sugeridas:"
"TID_INFOBUBBLE_BUILDER_EXTRA_SUGGESTION","Outras melhorias:"
"TID_SEARCH_TAB_CLANS","Buscar clãs"
"TID_SEARCH_TAB_PLAYERS","Jogadores"
"TID_SEARCH_TAB","Buscar"
"TID_PLAYER_SEARCH_HINT","Digite a tag do jogador que deseja encontrar."
"TID_PROFILE_BUTTON_ADD_FRIEND","Adicionar amigo"
"TID_PLAYER_SEARCH","Buscar jogador:"
"TID_HASH","#"
"TID_PRESET_SAVE_OK","O exército foi salvo!"
"TID_PRESET_LOAD_OK","Exército adicionado às filas de treino."
"TID_PRESET_SAVE_FAIL","Não foi possível salvar o exército. Tente novamente mais tarde."
"TID_PRESET_LOAD_FAIL","Espaço insuficiente nas filas de treino!"
"TID_PRESET_LOAD_FAIL_LOCKED_TROOP","Prédio de treinamento obrigatório em construção"
