"Name","BuildingLevel","TID","InfoTID","BuildingClass","SecondaryTargetingClass","ShopBuildingClass","SWF","ExportName","PartsLayout","ExportNameNpc","ExportNameConstruction","ExportNameLocked","BuildTimeD","BuildTimeH","BuildTimeM","BuildTimeS","BuildResource","BuildCost","TownHallLevel","CapitalHallLevel","Width","Height","Icon","BuildAnimSWF","ExportNameBuildAnim","ExportNameUpgradeAnim","MaxStoredGold","MaxStoredElixir","MaxStoredDarkElixir","MaxStoredWarGold","MaxStoredWarElixir","MaxStoredWarDarkElixir","MaxStoredGold2","MaxStoredElixir2","PercentageStoredGold","PercentageStoredElixir","PercentageStoredDarkElixir","LootOnDestruction","Bunker","ArmySlotType","HousingSpace","HousingSpaceAlt","HousingSpaceSiege","ProducesResource","ResourcePer100Hours","ResourceMax","ResourceIconLimit","UnitProduction","UpgradesUnits","ProducesUnitsOfType","LevelRequirementTID","BoostCost","FreeBoost","Hitpoints","RegenTime","AttackRange","AltAttackMode","AltAttackRange","PrepareSpeed","AttackSpeed","AltAttackSpeed","CoolDownOverride","DPS","AltDPS","Damage","PreferredTarget","PreferredTargetDamageMod","RandomHitPosition","DestroyEffect","DestroyDamageEffect","AttackEffect","AttackEffect2","ChainAttackDistance","ChainAttackMaxTargets","ChainAttackDelay","ChainAttackDamageReductionPercent","AttackEffectAlt","HitEffect","Projectile","AltProjectile","ExportNameDamagedSWF","ExportNameDamaged","BuildingW","BuildingH","BaseGfx","ExportNameBase","AirTargets","GroundTargets","MultiTargets","NumMultiTargets","DamageMulti","AltAirTargets","AltGroundTargets","AltMultiTargets","AmmoCount","AmmoResource","AmmoCost","MinAttackRange","DamageRadius","PushBack","WallCornerPieces","LoadAmmoEffect","NoAmmoEffect","ToggleAttackModeEffect","PickUpEffect","PlacingEffect","AnimateTurret","DefenderCharacter","DefenderCount","DefenderZ","AltDefenderZ","DestructionXP","Locked","StartingHomeCount","Hidden","AOESpell","AOESpellAlternate","TriggerRadius","ExportNameTriggered","AppearEffect","ForgesSpells","ForgesMiniSpells","IsHeroBarrack","HeroType","IncreasingDamage","DPSLv2","DPSLv3","DPSMulti","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","TransitionEffectLv2","TransitionEffectLv3","AltNumMultiTargets","PreventsHealing","StrengthWeight","AlternatePickNewTargetDelay","AltBuildResource","SpeedMod","StatusEffectTime","ShockwavePushStrength","ShockwaveArcLength","ShockwaveExpandRadius","TargetingConeAngle","AimRotateStep","PenetratingProjectile","PenetratingRadius","PenetratingExtraRange","TurnSpeed","NeedsAim","TargetGroups","TargetGroupsRadius","HitSpell","HitSpellLevel","ExportNameBeamStart","ExportNameBeamEnd","Damage2","Damage2Radius","Damage2Delay","Damage2Min","Damage2FalloffStart","Damage2FalloffEnd","HitEffect2","WakeUpSpeed","WakeUpSpace","PreAttackEffect","ShareHeroCombatData","BurstCount","BurstDelay","AltBurstCount","AltBurstDelay","DummyProjectileCount","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","IsRed","VillageType","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","DefenceTroopCount","DefenceTroopCharacter","DefenceTroopCharacter2","DefenceTroopLevel","AmountCanBeUpgraded","SelfAsAoeCenter","NewTargetAttackDelay","GearUpBuilding","GearUpLevelRequirement","GearUpResource","GearUpCost","GearUpTime","GearUpTID","StartUpgradeBoosterCost","ActivateCombatOnDamageTaken","ActivatedCombatAddBuildingClass","CombatActivationDelay","CombatActivationEffect","Weapon","HintPriority","UpgradeTasks","UpgradeTasksRequired","AnimationActionFrame","SecondaryTroop","SecondaryTroopCnt","SecondaryTroopLvl","SpawnOnAttack","SummonTroopCount","SplashAirAndGround","RandomizeTarget","ReflectsDamage","Loot","Reward","UnoccupiedPartsLayout"
"Inferno Tower",1,"TID_CAPBUILD_INFERNO","TID_CAPBUILD_INFERNO_INFO","Defense",,,"sc/buildings_cc.sc","capital_inferno_lvl1",,,"dummy_particle","ruin_inferno_tower",,,,,"CapitalResource",15000,1,6,3,3,,"sc/buildings_cc.sc","upgrade_fence_3x3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,,900,,,,128,,,200,,,,,,"Building Destroyed",,"Dark Tower Attack 1",,,,,,,"Dark Tower Hit",,,"sc/buildings_cc.sc","rock_destructed_tiles3",2,2,,"cc_rocket_big_base","TRUE","TRUE",,,,,,,,,,,,,,,,,"Dark Tower Pickup","Dark Tower Placing",,,,,,,,,,,,,,,,,,,"TRUE",500,2000,,2500,7500,"Dark Tower Attack 2","Dark Tower Attack 3","Dark Tower Up 2","Dark Tower Up 3",,,2800,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,380,0,
,2,,,,,,,"capital_inferno_lvl2",,,,,,,,,,30000,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,230,,,,,,,,"Dark Tower Attack 1",,,,,,,,,,,,,,,"cc_rocket_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,2300,,2500,7500,"Dark Tower Attack 2","Dark Tower Attack 3",,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,
,3,,,,,,,"capital_inferno_lvl3",,,,,,,,,,60000,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,,,,,,,,,260,,,,,,,,"Dark Tower lvl3 Attack 1",,,,,,,,,,,,,,,"cc_rocket_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,2600,,2500,7500,"Dark Tower lvl3 Attack 2","Dark Tower lvl3 Attack 3",,,,,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,
,4,,,,,,,"capital_inferno_lvl4",,,,,,,,,,93000,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800,,,,,,,,,290,,,,,,,,"Dark Tower lvl3 Attack 1",,,,,,,,,,,,,,,"cc_rocket_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725,2900,,2500,7500,"Dark Tower lvl3 Attack 2","Dark Tower lvl3 Attack 3",,,,,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,
,5,,,,,,,"capital_inferno_lvl5",,,,,,,,,,155000,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200,,,,,,,,,320,,,,,,,,"Dark Tower lvl3 Attack 1",,,,,,,,,,,,,,,"cc_rocket_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,3200,,2500,7500,"Dark Tower lvl3 Attack 2","Dark Tower lvl3 Attack 3",,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,
"Blast Bow",1,"TID_CAPBUILD_BLAST_BOW","TID_CAPBUILD_BLAST_BOW_INFO","Defense",,,"sc/buildings_cc.sc","capital_queen_tower_lvl1",,,"dummy_particle","ruin_blast_bow",,,,,"CapitalResource",20000,1,6,4,4,,"sc/buildings_cc.sc","upgrade_fence_4x4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800,,1400,,,,4000,,,170,,,,,,"Building Destroyed",,"Blast Bow Attack",,,,,,,"Mortar Hit lvl8","Blast Bow Projectile1",,"sc/buildings_cc.sc","Blast_Bow_Broken",3,3,,"cc_blast_bow_big_base","TRUE","TRUE",,,,,,,,,,350,20,,,,,,"Blast Bow Pickup","Tower Turret Placing","TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,3,,,,,,,,,400,0,
,2,,,,,,,"capital_queen_tower_lvl2",,,,,,,,,,40000,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400,,,,,,,,,185,,,,,,,,,,,,,,,,"Blast Bow Projectile2",,,,,,,"cc_blast_bow_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,,
,3,,,,,,,"capital_queen_tower_lvl3",,,,,,,,,,80000,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,,,,,,,,,200,,,,,,,,,,,,,,,,"Blast Bow Projectile3",,,,,,,"cc_blast_bow_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,
,4,,,,,,,"capital_queen_tower_lvl4",,,,,,,,,,133000,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6600,,,,,,,,,215,,,,,,,,,,,,,,,,"Blast Bow Projectile4",,,,,,,"cc_blast_bow_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,,
,5,,,,,,,"capital_queen_tower_lvl5",,,,,,,,,,205000,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,,,,,,,,,230,,,,,,,,,,,,,,,,"Blast Bow Projectile5",,,,,,,"cc_blast_bow_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,
"Super Giant Post",1,"TID_CAPBUILD_GUARDPOST_GIANTS","TID_CAPBUILD_GUARDPOST_GIANTS_INFO","Army",,,"sc/buildings_cc.sc","cc_guard_tower_giant_lvl01",,,"dummy_particle","ruin_guard_post",,,,,"CapitalResource",7500,1,6,3,3,,"sc/buildings_cc.sc","upgrade_fence_3x3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,"sc/buildings_cc.sc","rockWood_destructed_tiles3",2,2,,"basic_cannon_lvl9_base",,,,,,,,,,,,,,,,,,,"Worker Building Pickup","Worker Building Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Super Giant",,1,,,,,,,,,,,,,,,,150,,,,,,,,,,,,110,0,
,2,,,,,,,"cc_guard_tower_giant_lvl02",,,,,,,,,,15000,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,
,3,,,,,,,"cc_guard_tower_giant_lvl03",,,,,,,,,,30000,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,
,4,,,,,,,"cc_guard_tower_giant_lvl04",,,,,,,,,,48000,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,
,5,,,,,,,"cc_guard_tower_giant_lvl05",,,,,,,,,,80000,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,
"Siege Cart Post",1,"TID_CAPBUILD_GUARDPOST_CART","TID_CAPBUILD_GUARDPOST_CART_INFO","Army",,,"sc/buildings_cc.sc","cc_guard_tower_card_lvl01",,,"dummy_particle","ruin_guard_post",,,,,"CapitalResource",9000,1,6,3,3,,"sc/buildings_cc.sc","upgrade_fence_3x3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,"sc/buildings_cc.sc","rockWood_destructed_tiles3",2,2,,"basic_cannon_lvl9_base",,,,,,,,,,,,,,,,,,,"Worker Building Pickup","Worker Building Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Siege Cart",,1,,,,,,,,,,,,,,,,150,,,,,,,,,,,,160,0,
,2,,,,,,,"cc_guard_tower_card_lvl02",,,,,,,,,,18000,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,
,3,,,,,,,"cc_guard_tower_card_lvl03",,,,,,,,,,36000,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,
,4,,,,,,,"cc_guard_tower_card_lvl04",,,,,,,,,,57000,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,
,5,,,,,,,"cc_guard_tower_card_lvl05",,,,,,,,,,95000,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,
"Super Dragon Post",1,"TID_CAPBUILD_GUARDPOST_DRAGONS","TID_CAPBUILD_GUARDPOST_DRAGONS_INFO","Army",,,"sc/buildings_cc.sc","cc_guard_tower_dragon_lvl01",,,"dummy_particle","ruin_guard_post",,,,,"CapitalResource",12000,1,6,3,3,,"sc/buildings_cc.sc","upgrade_fence_3x3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,"sc/buildings_cc.sc","rockWood_destructed_tiles3",2,2,,"basic_cannon_lvl9_base",,,,,,,,,,,,,,,,,,,"Worker Building Pickup","Worker Building Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Defensive Super Dragon",,1,,,,,,,,,,,,,,,,150,,,,,,,,,,,,320,0,
,2,,,,,,,"cc_guard_tower_dragon_lvl02",,,,,,,,,,24000,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,,
,3,,,,,,,"cc_guard_tower_dragon_lvl03",,,,,,,,,,48000,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,
,4,,,,,,,"cc_guard_tower_dragon_lvl04",,,,,,,,,,75000,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,
,5,,,,,,,"cc_guard_tower_dragon_lvl05",,,,,,,,,,125000,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,,
"Small Cabin",1,"TID_COSMETIC_ESTATE_2X2_SMALL_CABIN","TID_COSMETIC_ESTATE_2X2_SMALL_CABIN_INFO","NonFunctional",,,"sc/buildings_cc.sc","capital_filler_building_01",,,"dummy_particle","ruin_small_cabin",,,,,"CapitalResource",250,1,,2,2,,"sc/buildings_cc.sc","upgrade_fence_2x2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,"sc/buildings_cc.sc","wood_destructed_tiles2",1,1,3,"defense_tower_turret_base_offset_01",,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,15,0,
"Small Hut",1,"TID_COSMETIC_ESTATE_2X2_SMALL_HUT","TID_COSMETIC_ESTATE_2X2_SMALL_HUT_INFO","NonFunctional",,,"sc/buildings_cc.sc","capital_filler_building_02",,,"dummy_particle","ruin_small_hut",,,,,"CapitalResource",250,1,,2,2,,"sc/buildings_cc.sc","upgrade_fence_2x2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,"sc/buildings_cc.sc","wood_destructed_tiles2",1,1,3,"defense_tower_turret_base_offset_01",,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,15,0,
"Slanted House",1,"TID_COSMETIC_ESTATE_3X3_SLANTED_HOUSE","TID_COSMETIC_ESTATE_3X3_SLANTED_HOUSE_INFO","NonFunctional",,,"sc/buildings_cc.sc","capital_filler_building_03",,,"dummy_particle","ruin_slanted_house",,,,,"CapitalResource",500,1,,3,3,,"sc/buildings_cc.sc","upgrade_fence_3x3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,"sc/buildings_cc.sc","rockWood_destructed_tiles3",2,2,3,"goldmine_base",,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,20,0,
"Thatched Hut",1,"TID_COSMETIC_ESTATE_3X3_THATCHED_HUT","TID_COSMETIC_ESTATE_3X3_THATCHED_HUT_INFO","NonFunctional",,,"sc/buildings_cc.sc","capital_filler_building_04",,,"dummy_particle","ruin_thatched_house",,,,,"CapitalResource",500,1,,3,3,,"sc/buildings_cc.sc","upgrade_fence_3x3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,"sc/buildings_cc.sc","rockWood_destructed_tiles3",2,2,3,"goldmine_base",,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,20,0,
"Wooden House",1,"TID_COSMETIC_ESTATE_3X3_WOODEN_HOUSE","TID_COSMETIC_ESTATE_3X3_WOODEN_HOUSE_INFO","NonFunctional",,,"sc/buildings_cc.sc","capital_filler_building_05",,,"dummy_particle","ruin_wooden_house",,,,,"CapitalResource",500,1,,3,3,,"sc/buildings_cc.sc","upgrade_fence_3x3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,"sc/buildings_cc.sc","rockWood_destructed_tiles3",2,2,3,"goldmine_base",,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,20,0,
"Wooden Cabin",1,"TID_COSMETIC_ESTATE_3X3_WOODEN_CABIN","TID_COSMETIC_ESTATE_3X3_WOODEN_CABIN_INFO","NonFunctional",,,"sc/buildings_cc.sc","capital_filler_building_06",,,"dummy_particle","ruin_wooden_cabin",,,,,"CapitalResource",500,1,,3,3,,"sc/buildings_cc.sc","upgrade_fence_3x3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,"sc/buildings_cc.sc","rockWood_destructed_tiles3",2,2,3,"goldmine_base",,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,20,0,
"Large House",1,"TID_COSMETIC_ESTATE_4X4_GIANTS_HOUSE","TID_COSMETIC_ESTATE_4X4_GIANTS_HOUSE_INFO","NonFunctional",,,"sc/buildings_cc.sc","capital_filler_building_07",,,"dummy_particle","ruin_large_house",,,,,"CapitalResource",1000,1,,4,4,,"sc/buildings_cc.sc","upgrade_fence_4x4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,"sc/buildings_cc.sc","District_Hall_Broken",3,3,3,"laboratory_base",,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,30,0,
"Large House2",1,"TID_COSMETIC_ESTATE_4X4_LARGE_HOUSE","TID_COSMETIC_ESTATE_4X4_LARGE_HOUSE_INFO","NonFunctional",,,"sc/buildings_cc.sc","capital_filler_building_08",,,"dummy_particle","ruin_large_house",,,,,"CapitalResource",1000,1,,4,4,,"sc/buildings_cc.sc","upgrade_fence_4x4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,"sc/buildings_cc.sc","District_Hall_Broken",3,3,3,"laboratory_base",,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,30,0,
"Mini-Minion Hive",1,"TID_CAPBUILD_MINION_CRYPT","TID_CAPBUILD_MINION_CRYPT_INFO","Defense",,,"sc/buildings_cc.sc","capital_minion_crypt_lvl_1",,,"dummy_particle","ruin_minion_crypt",,,,,"CapitalResource",17500,1,,3,3,,"sc/buildings_cc.sc","upgrade_fence_3x3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,,1400,,,,1500,,,50,,,,,"TRUE","Building Destroyed",,"Mini Hive Attack",,,,,,,,"MiniMinionProjectile1",,"sc/buildings_cc.sc","rockWood_destructed_tiles3",2,2,,"cc_rocket_big_base","TRUE","TRUE",,,,,,,,,,,,,,,,,"Scattershot Pickup","Scattershot Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minion_Crypt_Cage_Effect_Blue",,12,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,390,0,
,2,,,,,,,"capital_minion_crypt_lvl_2",,,,,,,,,,35000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800,,,,,,,,,60,,,,,,,,,,,,,,,,"MiniMinionProjectile2",,,,,,,"cc_rocket_big_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minion_Crypt_Cage_Effect_Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,
