"TID","AR"
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_KUNLUN","ترتبط قريتك بشكل دائم بالفعل بالحساب الذي سجلت الدخول بواسطته.\n\nلأن القاعدة يوجد بها تقدم بالفعل (مستوى قاعة المدينة <level> أو عملية الشراء التي تمت)، لذا لا يمكن استبدالها بأية حال."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM","ربط الرمز غير متاح"
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT","لا تحتاج إلى استخدام رابط الرمز للعب على العديد من الأجهزة التي تعمل بنظام التشغيل iOS.\n\nللعب على جهاز iOS آخر، يُرجى التأكد من تسجيل الدخول إلى Game Center على ذلك الجهاز الآخر. ثم سجّل الدخول إلى حساب Game Center نفسه على هذا الجهاز.\n\nوستتم مزامنة تقدمك تلقائيًا من خلال حسابك على Game Center."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_ANDROID","لا تحتاج إلى استخدام رابط الرمز للعب على العديد من الأجهزة التي تعمل بنظام تشغيل Android.\n\nللعب على جهاز Android آخر، يُرجى التأكد من تسجيل الدخول إلى Google Play على الجهاز الآخر حتى تتمكن من اللعب على جهاز Android آخر. ثم سجّل الدخول إلى Google Play على هذا الجهاز. (يمكنك العثور على تسجيل الدخول إلى Google Play من إعدادات اللعبة.)\n\nوستتم مزامنة تقدمك تلقائيًا."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_KUNLUN","لا تحتاج إلى استخدام رابط الرمز للعب على العديد من الأجهزة التي تعمل بنظام تشغيل Android.\n\nللعب على جهاز Android آخر، قم بتنزيل Clash of Clans من متجر تطبيقات Android نفسه وسجّل الدخول باستخدام الحساب نفسه.\n\nستتم مزامنة تقدمك تلقائيًا."
"TID_DEVICE_LINK_SUCCESFULL_TITLE","تم الربط بنجاح!"
"TID_DEVICE_LINK_SUCCESFULL_NEW","لقد قمت بربط هذا الجهاز بحسابك بنجاح. لبدء اللعب، ما عليك سوى النقر فوق موافق وسيتم تحميل حسابك. استمتع باللعب!"
"TID_DEVICE_LINK_SUCCESFULL_OLD_NO_DEVICE","لقد نجحت في ربط جهاز جديد بحسابك!"
"TID_DEVICE_LINK_SUCCESFULL_OLD","لقد نجحت في ربط الجهاز التالي بحسابك:"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_0_TITLE","حدث خطأ (100)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_0","حدث خطأ ما. يُرجى المحاولة لاحقًا!"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_1_TITLE","حدث خطأ (101)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_1","حدث خطأ ما. يُرجى المحاولة لاحقًا!"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_2_TITLE","حدث خطأ (102)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_2","حدث خطأ ما. يُرجى المحاولة لاحقًا!"
"TID_ACCEPT_FRIEND_ERROR_BANNED","تم حظر اللاعب، تعذر إضافته كصديق."
"TID_ACCEPT_FRIEND_ERROR_TOO_MANY_FRIENDS","فشل إضافة صديق، قائمة الأصدقاء ممتلئة!"
"TID_ACCEPT_FRIEND_ERROR_GENERIC","فشل إضافة صديق، حاول ثانية لاحقًا"
"TID_EDIT_MODE_CANNOT_SAVE","هذا مخطط نشط ولا يمكن إنهاؤه لاحقًا"
"TID_EDIT_MODE_SAVE_FIRST","ستحتاج إلى إنهاء قريتك أولاً"
"TID_POPUP_EDIT_MODE_SAVE_TITLE","حفظ التغييرات"
"TID_POPUP_EDIT_MODE_SAVE","هل تريد بالتأكيد حفظ تغييراتك؟"
"TID_POPUP_EDIT_MODE_DISCARD_TITLE","إلغاء التعديل؟"
"TID_POPUP_EDIT_MODE_DISCARD","هل تريد بالتأكيد إلغاء التغييرات التي أجريتها والخروج من وضع التعديل؟"
"TID_POPUP_EDIT_MODE_COLLECT_TITLE","جمع الكل"
"TID_POPUP_EDIT_MODE_COLLECT","هل تريد بالتأكيد جمع كل المباني؟"
"TID_EDIT_MODE_SAVE_BUTTON","حفظ"
"TID_EDIT_MODE_CANCEL_BUTTON","إلغاء"
"TID_EDIT_MODE_COPY_BUTTON","نسخ\nالمخطط"
"TID_EDIT_MODE_ERASE_ON","تشغيل المسح"
"TID_EDIT_MODE_ERASE_OFF","إيقاف المسح"
"TID_EDIT_MODE_REMOVE_ALL_BUTTON","إزالة الكل"
"TID_VILLAGE_EDIT_MODE","وضع تعديل القرية"
"TID_EDIT_MODE_TIP1","ضع المباني في المخزن باستخدام \qإزالة الكل\q أو \qمسح الكل\q"
"TID_EDIT_MODE_TIP2","اسحب المباني من المخزن لوضعها"
"TID_DEVICE_LINK_CONFIRMATION_TOWNHALL_LEVEL","مستوى قاعة المدينة <level>"
"TID_EDIT_MODE_REMOVE_BUTTON","إزالة"
"TID_EDIT_MODE_TIP_WALLS","اسحب من السهم لبناء الجدران"
"TID_OPEN_GAMECENTER_BUTTON_ANDROID","تسجيل الدخول إلى Google"
"TID_GOOGLE_SERVICE_SIGN_IN","تسجيل الدخول"
"TID_BUTTON_REPAIR_TRAP","إعادة تسليح"
"TID_BUTTON_REPAIR_TRAP_ALL","إعادة تسليح الكل"
"TID_TRAP_DAMAGE","ضرر: <number>"
"TID_TRAP_TRIGGER_RADIUS","تفعيل المدى:"
"TID_CREDITS_BUTTON","المشاركون"
"TID_TERMS_OF_SERVICE_BUTTON","شروط الخدمة"
"TID_PRIVACY_POLICY_BUTTON","سياسة الخصوصية"
"TID_ABOUT_TITLE","معلومات"
"TID_TRAP_REPAIR_COST","تكلفة إعادة التسليح: <number>"
"TID_TRAP_BROKEN","<item> (غير مسلح)"
"TID_TRAP_DAMAGE_RADIUS","مساحة التأثير: <number> رقعات"
"TID_ALLIANCE_INVITATION_FAILED_USER_BANNED","لا يمكن دعوة اللاعب لأنه تم حظره من القبيلة!"
"TID_CLAN_JOIN_FAIL_BANNED","لا يمكنك الانضمام، فقد تم حظرك من هذه القبيلة!"
"TID_ACCOUNT_LOCKED_TITLE","تم قفل الحساب"
"TID_ACCONT_LOCKED_TEXT","تم قفل حسابك لأسباب تتعلق بالأمان. أدخل رمز إلغاء القفل لاسترداد حسابك."
"TID_ACCOUNT_LOCKED_TEXT2","أدخل رمز إلغاء القفل هنا:"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","إلغاء قفل الحساب غير متوفر"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","إلغاء قفل الحساب غير متوفر الآن. من فضلك حاول ثانيةً لاحقًا!"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","حاول ثانيةً"
"TID_ACCOUNT_LOCKED_INVALID_CODE","رمز إلغاء القفل غير صالح!"
"TID_ABOUT_WEIBO","Weibo"
"TID_ABOUT_FACEBOOK","Facebook"
"TID_ABOUT_TWITTER","Twitter"
"TID_VILLAGE_EDIT_SAVE_FAILED","فشل حفظ القرية، من فضلك حاول ثانيةً."
"TID_DECO_CAP_REACHED","لقد بنيت بالفعل الكمية القصوى من هذه الزينة."
"TID_TRAP_CAP_REACHED","لقد بنيت بالفعل الكمية القصوى من هذه الفخاخ."
"TID_XP_TITLE_HAYDAY","العب Hay Day!"
"TID_XP_TEXT_HAYDAY","عد إلى الطبيعة وجرّب الحياة البسيطة المسالمة حيث العمل بزراعة الأرض وتربية الحيوانات"
"TID_XP_BUTTON_HAYDAY","مجانًا"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","فشلت عملية الشراء"
"TID_ERROR_POP_UP_PURCHASE_FAILED","خادم الدفع لا يستجيب. من فضلك حاول ثانيةً لاحقًا."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","حسنًا"
"TID_GOOGLE_ACCOUNT_ALREADY_BOUND","فشل تسجيل الدخول إلى Google Play! يرتبط حسابك في Google بالفعل بحساب آخر في اللعبة."
"TID_BUTTON_ATTACK_MODE_SINGLE","مفرد"
"TID_BUTTON_ATTACK_MODE_MULTIPLE","مضاعف"
"TID_HINT_AIR_MINE_MINION","الألغام الجوية المطاردة لا تكتشف المينيون."
"TID_HINT_VILLAGE_EDIT_MODE","قم بتمييز قريتك بسهولة بوضع تعديل القرية"
"TID_HINT_TRAP_REPAIR","يجب إعادة تسليح الفخاخ والقنابل بعد استخدامها"
"TID_HINT_TRAP_UPGRADING","احرص على ترقية فخاخك لإبقاء الزوار غير المرغوب فيهم بعيدًا عنك"
"TID_HINT_SAFEGUARD_PROGRESS","سجل الدخول باستخدام حساب Supercell ID لحماية تقدمك."
"TID_START_WAR","بدء الحرب!"
"TID_START_WAR_FAILED_ALREADY_IN_WAR","لا يمكن بدء حرب جديدة، قبيلتك في حرب بالفعل!"
"TID_START_WAR_FAILED_NO_RIGHTS","يمكن للقائد أو القائد المساعد فقط بدء الحرب!"
"TID_START_WAR_FAILED_NOT_ENOUGH_MEMBERS","لا يمكن بدء الحرب، لا يوجد عدد كافٍ من أعضاء القبيلة المؤهلين!"
"TID_START_WAR_FAILED_GENERIC_ERROR","لا يمكن بدء حرب جديدة، حاول ثانيةً لاحقًا!"
"TID_START_WAR_FAILED_NOT_IN_ALLIANCE","لا يمكن بدء الحرب، يجب أن تكون في قبيلة لبدء الحرب!"
"TID_START_WAR_FAILED_PENDING_REQUEST_EXISTS","لا يمكن شن حرب، فهناك طلبات معلّقة"
"TID_START_WAR_FAILED_ENEMY_HAS_TOO_MANY_REQUESTS_PENDING","لا يمكن شن حرب، فهناك الكثير من الطلبات المعلّقة"
"TID_START_WAR_FAILED_WAR_REQUEST_REJECTED","تعذر إرسال تحدي حرب ودية، لقد رفضت هذه القبيلة تحديك مؤخرًا. يرجى المحاولة ثانية لاحقًا."
"TID_START_WAR_FAILED_WAR_REQUEST_NO_LONGER_EXISTS","لا يمكن شن حرب، فالطلب لم يعد متوفرًا"
"TID_START_WAR_FAILED_WAR_COOLDOWN_ACTIVE","لا يمكن شن حرب، ففترة تهدئة الحرب فعّالة."
"TID_CLAN_STAT_VICTORIES","الانتصارات:"
"TID_CLAN_STAT_DEFEATS","الهزائم:"
"TID_LAST_WAR","آخر حرب:"
"TID_PUSH_WAR_0","تم إعلان الحرب ضد <data>!"
"TID_PUSH_WAR_1","مدة الإعداد للحرب على وشك النفاد!"
"TID_PUSH_WAR_2","بدأ يوم المعركة ضد <data>!"
"TID_PUSH_WAR_3","ستنتهي الحرب ضد <data> قريبًا."
"TID_PUSH_WAR_4","انتهت الحرب ضد <data>."
"TID_ALLIANCE_WAR_VICTORY","انتصار"
"TID_ALLIANCE_WAR_DEFEAT","هزيمة"
"TID_OBSTACLE_XMASPRESENT","هدية"
"TID_TRAP_SANTA","ضربة بابا نويل"
"TID_TRAP_SANTA_INFO","اترك هدية مفاجأة خاصة لأعدائك. ستتم مكافأة كرمك بشكل مؤكد!"
"TID_NUMBER_TARGETS","عدد الأهداف: <number>"
"TID_INFO_DAMAGE_TYPE_MULTIPLE","أهداف متعددة"
"TID_VILLAGE_EDIT_SUCCESS","تم حفظ قريتك!"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","المعذرة، الخوادم تحت الصيانة في الوقت الحالي. من فضلك حاول ثانيةً خلال بضع ساعات."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","المعذرة، الخوادم تحت الصيانة في الوقت الحالي. من فضلك حاول ثانيةً خلال ساعتين."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","المعذرة، الخوادم تحت الصيانة في الوقت الحالي. من فضلك حاول ثانيةً خلال ساعة ونصف."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","المعذرة، الخوادم تحت الصيانة في الوقت الحالي. من فضلك حاول ثانيةً خلال ساعة."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","المعذرة، الخوادم تحت الصيانة في الوقت الحالي. من فضلك حاول ثانيةً خلال <value> دقائق."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","المعذرة، الخوادم تحت الصيانة في الوقت الحالي. من فضلك حاول ثانيةً خلال بضع دقائق."
"TID_EVENT_BOOST_BARRACKS","حدث الكريسماس الخاص: تسريع كل الثكنات ومستخرجات الإكسير مقابل جوهرة لكل منها! سيستمر الحدث حتى 7 يناير."
"TID_EDIT_MODE_NEED_TO_FINISH","تمت استعادة جلسة تعديل القرية الأخيرة الخاصة بك"
"TID_TRAINING_CAPACITY","سعة التدريب: <number>"
"TID_EVENT_BOOST_GEM_AMOUNT","1x"
"TID_PROMOTE_TO_COLEADER_CONFIRMATION_TITLE","هل تريد رفع الرتبة؟"
"TID_PROMOTE_TO_COLEADER_CONFIRMATION","رفع رتبة <name> إلى قائد مساعد في القبيلة؟"
"TID_DEMOTE_TO_ADMIN_CONFIRMATION_TITLE","هل تريد تخفيض الرتبة؟"
"TID_DEMOTE_TO_ADMIN_CONFIRMATION","تخفيض رتبة <name> إلى عضو قبيلة مميز؟"
"TID_ALLIANCE_ROLE_COLEADER","قائد مساعد"
"TID_ALLIANCE_WAR_PREPARATION_TIME_TITLE","يوم الاستعداد"
"TID_ALLIANCE_WAR_ATTACK_TIME_TITLE","يوم المعركة"
"TID_ALLIANCE_WAR_NOT_IN_CLAN","يجب أن تنضم إلى قبيلة قبل المشاركة في حرب القبائل!"
"TID_ALLIANCE_WAR_VISIT_FAILED_NOT_FOUND","لا يمكن الزيارة، لم يُعثر على القرية! من فضلك حاول ثانيةً لاحقًا."
"TID_ALLIANCE_WAR_VISIT_FAILED_UNAVAILABLE","لا يمكن الزيارة، القرية غير متاحة! من فضلك حاول ثانيةً لاحقًا."
"TID_ALLIANCE_WAR_VISIT_FAILED","لا يمكن الزيارة، من فضلك حاول ثانيةً لاحقًا."
"TID_ALLIANCE_WAR_SAVE_VILLAGE","حفظ القرية"
"TID_ALLIANCE_WAR_SNAPSHOT_FAILED","لم يتم حفظ القرية، من فضلك حاول ثانيةً لاحقًا!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_ALL_ATTACKS_USED","لقد استخدمت كل هجماتك في هذه الحرب بالفعل!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_INVALID_TARGET","لا يمكن مهاجمة هذه القرية، هدف غير صالح!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_NOT_IN_WAR","لا يمكن الهجوم في هذه الحرب، لقد انضممت إلى القبيلة بعد بدء الحرب!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_ATTACK_ONGOING","لديك هجمة نشطة الآن، حاول ثانيةً لاحقًا!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_SNAPSHOT_NOT_AVAILABLE","القرية المستهدفة غير متاحة الآن. حاول ثانيةً لاحقًا!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_UNDER_ATTACK","القرية تحت الهجوم الآن، حاول ثانيةً لاحقًا!"
"TID_ALLIANCE_WAR_ATTACK_FAILED","لا يمكن مهاجمة هذه القرية، حاول ثانيةً لاحقًا!"
"TID_ALLIANCE_WAR_LOOKING_FOR_OPPONENT","البحث عن قبيلة معادية..."
"TID_ALLIANCE_WAR_WAR_STARTING","تم إعلان الحرب"
"TID_ALLIANCE_WAR_STREAM_DEFENDED","تم الدفاع!"
"TID_ALLIANCE_WAR_NUM_DEFENCES","مرات الدفاع: <number>"
"TID_ALLIANCE_WAR_PREPARE_FOR_WAR","استعد للحرب!"
"TID_ALLIANCE_WAR_IN_WAR","بدأت الحرب!"
"TID_ALLIANCE_WAR_ENDED","انتهت الحرب"
"TID_BONUS_GEMBOX","صندوق الجواهر"
"TID_HERO_ABILITY_TIME","مدة القدرة: <number> ث"
"TID_HERO_RECHARGE_TIME","مدة إعادة الانطلاق: <number> ثوانٍ"
"TID_HERO_ABILITY_COOLDOWN_ACTIVE","يجب أن تنتظر قبل استخدام قدرة البطل ثانيةً!"
"TID_HERO_ABILITY_USED","لقد استخدمت القدرة بالفعل!"
"TID_HERO_ABILITY_BARBARIAN_TITLE","القبضة الحديدية"
"TID_HERO_ABILITY_BARBARIAN_DESC","سيشتعل الملك من الغضب، ويستعيد كمية كبيرة من الصحة، ويعزز سرعته وقوة الهجوم. ستظهر مجموعة من البرابرة الغاضبين أيضًا للانضمام إلى الشجار!"
"TID_HERO_ABILITY_LEVEL","مستوى القدرة: <number>"
"TID_HERO_ABILITY_LEVEL_UNLOCK_PROMPT","ستصبح القدرة متاحة في المستوى <number>!"
"TID_HERO_ABILITY_UPGRADE_PROMPT_MALE","قم بترقية بطلك إلى المستوى <number> لتحسين قدرته."
"TID_HERO_ABILITY_UPGRADE_PROMPT_FEMALE","قم بترقية بطلتك إلى المستوى <number> لتحسين قدرتها."
"TID_HERO_ABILITY_UNLOCK_PROMPT_MALE","قم بترقية بطلك إلى المستوى <number> لفتح هذه القدرة."
"TID_HERO_ABILITY_UNLOCK_PROMPT_FEMALE","قم بترقية بطلتك إلى المستوى <number> لفتح هذه القدرة."
"TID_HERO_ABILITY_SUMMONED_TROOP_TYPE","الوحدة المستدعاة:"
"TID_DONATE_NOT_AVAILABLE_IN_MODE","العودة إلى الصفحة الرئيسية للتبرع بالقوات!"
"TID_REPLAY_NOT_AVAILABLE_IN_MODE","العودة إلى الصفحة الرئيسية لمشاهدة إعادة عرض!"
"TID_ACCEPT_NOT_AVAILABLE_IN_MODE","العودة إلى الصفحة الرئيسية للرد على الطلبات!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK","القرية غير جاهزة، من فضلك حاول ثانيةً خلال بضع دقائق."
"TID_HERO_ABILITY_QUEEN_TITLE","عباءة ملكية"
"TID_HERO_ABILITY_QUEEN_DESC","تختفي الملكة من المشهد لاستعادة بعض الصحة وإطلاق وابل من الذخائر عالية الضرر. ستختفي من أمام الدفاعات التي تستهدفها، وستظهر مجموعة من راميات السهام لتشتيت انتباههم!"
"TID_HERO_ABILITY_NUM_SUMMONED_UNITS","الوحدات المستدعاة: <number>"
