"TID","NL"
"TID_DIAMOND_BUNDLE_TH9_INFO","• <gems> edelstenen\n• Boogschutterskoningin\n• X-boog level 1\n\nGeen bouwtijd!\n\nMis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!"
"TID_DIAMOND_BUNDLE_TH10_INFO","• <gems> edelstenen\n• <res0> goud\n• Infernotoren level 1\n\nGeen bouwtijd, geen opslaglimieten!\n\nMis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!"
"TID_DIAMOND_BUNDLE_TH11_INFO","• <gems> edelstenen\n• Held: nobele wachter\n• Adelaarsartillerie level 1\n\nGeen bouwtijd!\n\nMis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!"
"TID_DIAMOND_BUNDLE_HERO_INFO","Held"
"TID_OVERQUEUE_HELPER_TROOPS","Deze eenheden voegen zich bij je leger zodra er ruimte is!"
"TID_OVERQUEUE_HELPER_SPELLS","Deze spreuken verplaatsen zich naar je leger zodra er ruimte is!"
"TID_CANCEL_FRIENDLY_WAR_SENDER_TEXT","Wil je de uitdaging voor een vriendschappelijke oorlog annuleren?"
"TID_CANCEL_FRIENDLY_WAR_SENDER_HEADER","Uitdaging annuleren?"
"TID_CANCEL_FRIENDLY_WAR_TEXT","Wil je de uitdaging voor een vriendschappelijke oorlog weigeren? Nieuwe uitdagingen van deze clan worden tijdelijk geblokkeerd."
"TID_CANCEL_FRIENDLY_WAR_HEADER","Uitdaging weigeren?"
"TID_SHOP_PURCHASED","In bezit"
"TID_ARRANGED_WAR_EDIT_MEMBERS","Deelnemers vriendschappelijke oorlog kiezen"
"TID_VALUE_STICKER_CONTENT","<value>X ZO VOORDELIG"
"TID_DIAMOND_BUNDLE_BOMB_TOWER","Bomtorenpakket"
"TID_DIAMOND_BUNDLE_BOMB_TOWER_INFO","• <gems> edelstenen\n• <res0> goud\n• Bomtoren level 2\n\nGeen bouwtijd, geen opslaglimieten!\n\nMis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!"
"TID_UNPLACED_BUILDINGS","Niet-geplaatste gebouwen"
"TID_ARRANGED_WAR_SELECT_MEMBERS_HINTS","Vriendschappelijke oorlogen leveren geen buit of clan-XP op"
"TID_ARRANGED_WAR_SIZE","Grootte vriendschappelijke oorlog: <num> tegen <num>"
"TID_FRIENDLY_WAR_PARTICIPANTS","Deelnemers vriendschappelijke oorlog"
"TID_DIAMOND_PACK_6","Handjevol edelstenen"
"TID_TOWNHALL_LEVEL","Stadhuis <level>"
"TID_RES_PACK","Grondstoffenpakket"
"TID_RES_PACK_INFO","• <gems> edelstenen\n• <res0> goud\n• <res1> elixir\n\nGeen opslaglimieten!\n\nKrijg tijdelijk een enorme korting op grondstoffen!"
"TID_NEWS_BOMB_TOWER_UPDATE_TITLE","Nieuw verdedigingswerk: de bomtoren!"
"TID_NEWS_BOMB_TOWER_UPDATE_TEXT","• Bombardeer grondtroepen met kleine bommen met een kort bereik!\n• Bomtorens exploderen als ze worden vernietigd, waardoor de omringende mêleetroepen sneuvelen!\n• De bomtoren is beschikbaar vanaf stadhuislevel 8"
"TID_NEWS_BOMB_TOWER_UPGRADES_TITLE","Nieuwe upgrades"
"TID_NEWS_BOMB_TOWER_UPGRADES_TEXT","Stadhuislevel 11\n• Draak level 6\n• Babydraak level 5\n• X-boog level 5\n• Mortier level 10\n• Verborgen Tesla level 9\n• 25 extra muurdelen\n\nStadhuislevel 10\n• Tovenaar level 7\n• Babydraak level 4 nu ontgrendeld\n\nStadhuislevel 9\n• Tovenaar level 6 nu ontgrendeld"
"TID_NEWS_BOMB_TOWER_MORE_TITLE","Overige updates"
"TID_NEWS_BOMB_TOWER_MORE_TEXT","• Vriendschappelijke oorlogen: daag andere clans uit voor een aangepaste oorlog\n• Voeg Clash-vrienden toe via hun spelersprofiel\n• De regels voor buitbonus en clan-XP na clanoorlogen zijn bijgewerkt\n• Tijd en kosten voor veel upgradelevels zijn verminderd\n• Allerlei balansaanpassingen, van heksen tot tovenaars!\n• Nieuwe talen via de instellingen: Indonesisch en Maleis\n\nKom meer te weten in de volledige uitleg bij de update!"
"TID_BUNDLE_TOWN_HALL","Stadhuis-startpakket"
"TID_BUNDLE_RESOURCE","Grondstoffenpakket"
"TID_BUNDLE_UPDATE","Speciaal updatepakket"
"TID_OFFER_HAS_EXPIRED","Aanbieding verstreken"
"TID_GOOD_VALUE","Supervoordelig!"
"TID_BUNDLE_GEMS_CONFIRMATION","<ce53cff><amount> edelstenen ontvangen!</c>"
"TID_DIAMOND_BUNDLE_GOLD_INFO","• <gems> edelstenen\n• <res0> goud\n\nGeen opslaglimieten!\n\nMis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!"
"TID_DIAMOND_BUNDLE_GOLD_DARK_ELIXIR_INFO","• <gems> edelstenen\n• <res0> goud\n• <res1> duister-elixir\n\nGeen opslaglimieten!\n\nMis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!"
"TID_DIAMOND_BUNDLE_ELIXIR_DARK_ELIXIR_INFO","• <gems> edelstenen\n• <res0> elixir\n• <res1> duister-elixir\n\nGeen opslaglimieten!\n\nMis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_INFO","• <gems> edelstenen\n• <res0> goud\n• <res1> elixir\n\nGeen opslaglimieten!\n\nMis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TITLE","Legertraining herzien"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TEXT","We hebben de legertraining vereenvoudigd. Je kunt nu moeiteloos trainen met 'Snel trainen'! Bekijk de korte video (in het Engels) over het nieuwe systeem!"
"TID_RED_NEWS_BUY","Winkel"
"TID_OFFER_NOT_AVAILABLE","De aanbieding is op dit moment niet beschikbaar"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","Je hebt te veel vrienden. Verwijder er een als je een nieuwe wilt toevoegen."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","Je vriend heeft te veel vrienden. Probeer het later opnieuw."
"TID_HALLOWEEN_2016_TITLE",""
"TID_HALLOWEEN_2016_INFO",""
"TID_BOOMBOX_NEWS","Nieuws"
"TID_BOOMBOX_FOR_YOU","Voor jou"
"TID_LOCKED_BY_BARRACK_LEVEL",""
"TID_LOCKED_BY_LABORATORY_LEVEL",""
"TID_TAB_EVENTS","Evenementen"
"TID_BOOMBOX_EVENTS","Evenementen"
"TID_TUTORIAL_SETTINGS_HELP","Hulp nodig, Chief?"
"TID_ITEMS_LEFT","<number> over"
"TID_BUTTON_GET_GIFT","Cadeau ophalen"
"TID_GIFT_CLAIM_FAIL_SERVER","Cadeau ophalen mislukt. Probeer het later opnieuw."
"TID_GIFT_CLAIM_FAILED_NOT_PART_OF_CLAN","Je kunt het cadeau niet ophalen. Je bent geen lid van de clan!"
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN","Je kunt het cadeau niet ophalen. Je bent onlangs van clan gewisseld! Probeer het later opnieuw."
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN_TIME","Je kunt het cadeau niet ophalen. Je bent onlangs van clan gewisseld! Probeer het opnieuw over <time>."
"TID_DIAMOND_GIFT_RECEIVED","Je hebt <number> edelstenen gekregen in een clancadeau!"
"TID_DIAMONDS_GIFT_RECEIVED","Je hebt één edelsteen gekregen in een clancadeau!"
"TID_DIAMOND_BUNDLE_DARK_ELIXIR_INFO","• <gems> edelstenen\n• <res0> duister-elixir\n\nGeen opslaglimieten!\n\nMis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!"
"TID_DIAMOND_BUNDLE_ELIXIR_INFO","• <gems> edelstenen\n• <res0> elixir\n\nGeen opslaglimieten!\n\nMis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!"
"TID_BLACK_FRIDAY_PACK","Black-Fridaypakket"
"TID_XMAS_PACK","Superfeestdagenpakket"
"TID_XMAS_PACK_INFO","• <gems> edelstenen\n• <c80d8e8>Clancadeaus:</c>\n<giftgems> edelstenen elk\n\nInclusief cadeaus voor maximaal <giftmates> clangenoten!"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_NAME","Gebruik: <unit>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC_PLURAL","Evenementuitdaging: win multiplayergevechten!\n<cffec78>• Gebruik: <usecount>x <unit></c>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC","Evenementuitdaging: win multiplayergevechten!\n<cffec78>• Gebruik van 1 <unit> verplicht</c>"
"TID_GIFT_DIAMOND_PACK_2","Zak edelstenen en cadeaus"
"TID_GIFT_DIAMOND_PACK_3","Buidel edelstenen en cadeaus"
"TID_GIFT_DIAMOND_PACK_4","Krat edelstenen en cadeaus"
"TID_GIFT_DIAMOND_PACK_5","Kist edelstenen en cadeaus"
"TID_YOU_GOT_REWARD","Ontvangen:"
"TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT","Wacht voordat je een ander rapport verstuurt."
"TID_ONGOING_EVENTS","Evenementen van vandaag"
"TID_EVENT_ARMY_BOOST","Trainingsboost voor 1 edelsteen"
"TID_EVENT_TIME_LEFT","Resterende tijd:"
"TID_EVENT_ARMY_BOOST_INFO","Train troepen 4x sneller!\n\nVersnel de troepentraining voor maar 1 edelsteen."
"TID_ACHIEVEMENTS_PROGRESS","Voortgang"
"TID_OPEN_TRAIN_TROOPS","Trainen"
"TID_EVENT_COLLECTOR_BOOST","Grondstoffenboost voor 1 edelsteen"
"TID_COLLECTOR_BOOST_INFO","Verdubbel je grondstofproductie!\n\nGeef grondstofgebouwen een boost voor één edelsteen per stuk."
"TID_EVENT_CW_TITLE","2x clan-XP"
"TID_EVENT_CW_INFO","Zorg dat je clan 2x sneller in level stijgt!\n\nClanoorlogen die tijdens dit evenement actief zijn, verdienen dubbel zoveel clan-XP."
"TID_EVENT_CHRISTMAS","Feestdagenevenement"
"TID_EVENT_CHRISTMAS_INFO",""
"TID_EVENT_STAR_BONUS","<starbonus>x sterbonus"
"TID_EVENT_STAR_BONUS_INFO","Vul de schatkamer sneller!\n\nSterbonussen leveren <starbonus>x zoveel buit op tijdens dit evenement."
"TID_EVENT_CHRISTMAS_SPELL","Clash-kerstspecial: de verrassing van de kerstman"
"TID_EVENT_CHRISTMAS_SPELL_INFO","Geef vijanden de totale verwoesting cadeau!\n\nJe kunt nu tijdelijk de verrassing van de kerstman brouwen."
"TID_OPEN_TRAIN_SPELLS","Brouwen"
"TID_EVENT_CHRISTMAS_TRAP","Clash-kerstspecial: vriesval"
"TID_EVENT_CHRISTMAS_TRAP_INFO","Houd aanvallers tegen!\n\nEr zijn nu vriesvallen beschikbaar, al smelten ze na afloop van het evenement."
"TID_OPEN_SHOP_TRAPS","Bouwen"
"TID_EVENT_CHRISTMAS_UNIT","Clash-kerstspecial: ijstovenaar"
"TID_EVENT_CHRISTMAS_UNIT_INFO","Bezorg je vijanden de rillingen met deze legendarische eenheid!\n\nJe kunt nu tijdelijk ijstovenaars trainen!"
"TID_UPCOMING_EVENTS","Verwachte evenementen"
"TID_GIFT_AVAILABLE_STREAM_TEXT","Een clangenoot heeft cadeaus gestuurd!"
"TID_TRAP_FREEZE","Vriesval"
"TID_TRAP_FREEZE_INFO","Houd aanvallers tegen. Brrr, dat is koud!\n\nAlleen tijdelijk te gebruiken."
"TID_EVENT_TIME_UNTIL_START","Begint over:"
"TID_EVENT_UPCOMING_TIME","<number> dagen"
"TID_EVENT_ARMYSPELL_BOOST","Legerboost voor 1 edelsteen"
"TID_EVENT_ARMYSPELL_BOOST_INFO","Krijg 4x sneller volledige legers!\n\nGeef de volgende onderdelen een boost voor 1 edelsteen elk:\n• Helden\n• Troepentraining\n• Spreuken brouwen"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_DARK_ELIXIR_INFO","• <gems> edelstenen\n• <res0> goud\n• <res1> elixir\n• <res2> duister elixir\n\nOverschrijd opslaglimieten!\n\nOnze <cffec78>beste</c> EENMALIGE aanbieding ooit. Mis deze niet!"
"TID_UPGRADE_DENIED_UPGRADE_COUNT_LIMIT","Je hebt het maximale aantal van deze gebouwen al geüpgraded."
"TID_UPGRADE_COUNT_LIMITED","Je kunt nog <num> van deze gebouwen upgraden"
"TID_UPGRADE_COUNT_LIMIT_HIT","<c2>Je kunt geen van deze gebouwen meer upgraden.</c>"
"TID_WIZARD2","IJstovenaar"
"TID_CHARACTER_INFO_WIZARD2","Deze legendarische tovenaar vertraagt vijandelijke verdedigingen met verwoestende ijsscherven!\n\nAlleen tijdelijk beschikbaar."
"TID_WATCH","Video bekijken"
"TID_EVENT_SPELL_BOOST","Brouwboost voor 1 edelsteen"
"TID_EVENT_SPELL_BOOST_INFO","Brouw spreuken 4x sneller!\n\nVersnel het brouwen van spreuken voor maar 1 edelsteen."
"TID_EVENT_TROOP","<troop>-evenement"
"TID_EVENT_TROOP_INFO","Train deze eenheid met korting en voltooi de evenementuitdaging: <troop>!"
"TID_EVENT_SPELL","<troop>-evenement"
"TID_EVENT_SPELL_INFO","Brouw met korting: <troop>!"
"TID_REDUCE_COST","Korting:"
"TID_EVENT_ACHIEVEMENT_COMPLETE","Evenement voltooid!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_DISCOUNT","Chief, er is een troepenevenement gestart!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_DISCOUNT","Chief, er is een spreukenevenement gestart!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_TRAINING_BOOST","Chief, er is een trainingsboostevenement voor 1 edelsteen gestart!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_BREWING_BOOST","Chief, er is een brouwboostevenement voor 1 edelsteen gestart!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_ARMY_BOOST","Chief, er is een legerboostevenement voor 1 edelsteen gestart!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_COLLECTORS_BOOST","Chief, er is een grondstoffenboostevenement voor 1 edelsteen gestart!"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS","Chief, er is een sterbonusevenement gestart!"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_XP","Chief, er is een clan-XP-evenement gestart!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP","Chief, er is nu een tijdelijk beschikbare eenheid!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_SPELL","Chief, er is nu een tijdelijk beschikbare spreuk!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TRAP","Chief, er is nu een tijdelijk beschikbare val!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_OFFER","Chief, er is een tijdelijk beschikbare, enorm voordelige aanbieding!"
"TID_GIFT_GIVEN_STREAM_TEXT","Je hebt clancadeaus gestuurd!"
"TID_YOU_HAVE_ALREADY_CLAIMED_THE_GIFT","Je hebt dit cadeau al opgehaald."
"TID_HOLIDAY_PACK","Feestdagenpakket"
"TID_GIFT_NOT_AVAILABLE_IN_MODE","Keer terug naar huis om cadeaus in ontvangst te nemen!"
"TID_EVENT_ACHIEVEMENT_REWARD_CLAIMED","Evenement voltooid! Je hebt <gem> edelstenen en <xp> XP ontvangen."
"TID_EVENT_ACHIEVEMENT_REWARD_CLAIMED_BOOSTER","Evenement voltooid! Je hebt een <name> ontvangen."
"TID_EVENT_CHRISTMAS_SPELL_UPCOMING","De eerste Clash-kerstspecialdag!"
"TID_EVENT_CHRISTMAS_TRAP_UPCOMING","De tweede Clash-kerstspecialdag!"
"TID_EVENT_CHRISTMAS_UNIT_UPCOMING","De derde Clash-kerstspecialdag!"
"TID_SHOP_GIFTS_ALLIANCE_GIFTS","+ clancadeaus"
"TID_MULTIPLAYER_STAR_BONUS_EVENT_ACTIVE","<c66CC00><num>x-sterbonusevenement</c>"
"TID_NO_EVENTS_TITLE",""
"TID_NO_EVENTS_CONTENT","Er zijn momenteel geen evenementen gepland.\nNeem later weer een kijkje!"
"TID_FEEDBACK_BUTTON6","Account vergrendeld"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_1","Chief, vier Clashmis met boosts voor één edelsteen en de verrassing van de kerstman!"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_2","Chief, Clashmis is nog niet afgelopen. Maak kennis met de vriesval!"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_3","Chief, train ijstovenaars gedurende de laatste dagen van Clashmis!"
"TID_QQ_LOGIN_BUTTON","Aanmelden bij QQ"
"TID_WECHAT_LOGIN_BUTTON","Aanmelden bij WeChat"
"TID_GUEST_LOGIN_BUTTON","Aanmelden als gast"
"TID_WECHAT_LOGGED_IN","Je bent nu aangemeld bij WeChat."
"TID_QQ_LOGGED_IN","Je bent nu aangemeld bij QQ."
"TID_WECHAT_LOGOUT_BUTTON","Afmelden"
"TID_WECHAT_NOT_INSTALLED","Je hebt WeChat nog niet geïnstalleerd."
"TID_SHARE_DIALOG_TITLE","Delen"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE","Nieuw spelaccount"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM","Je huidige voortgang is gekoppeld aan een ander account. Weet je zeker dat je je wilt aanmelden en een nieuw spel wilt maken met dit QQ-/WeChat-account?"
"TID_TENCENT_BOUND_TO_OTHER_ACCOUNT","Wil je het dorp van <name> met stadhuislevel <number> laden?"
"TID_INFO_POP_UP_IAP_NOTE_TENCENT","Clash of Clans is gratis om te spelen, maar je kunt je voortgang versnellen met in-app aankopen."
"TID_MULTIDEVICE_INFO_TENCENT","Als je op meerdere Android-apparaten wilt spelen, moet je je aanmelden met hetzelfde WeChat- of QQ-account."
"TID_LINK_SAME_PLATFORM_TITLE_TENCENT","Synchroniseer met je account"
"TID_LINK_SAME_PLATFORM_TENCENT","Als je op meerdere apparaten wilt spelen, moet je bij je WeChat- of QQ-account zijn aangemeld via de instellingen van het spel.\n\nMeld je vervolgens ook met hetzelfde WeChat- of QQ-account aan op het andere apparaat. Je voortgang wordt automatisch gesynchroniseerd."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_TENCENT","Je dorp is al permanent gekoppeld aan het account waarmee je je hebt aangemeld.\n\nOmdat het dorp al voortgang heeft geboekt (stadhuislevel <level> of een gedane aankoop), kan het niet meer worden overgeschreven."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_TENCENT","Als je op een ander Android-apparaat wilt spelen, moet je Clash of Clans downloaden in de Tencent Store en je aanmelden met hetzelfde WeChat- of QQ- account.\n\nJe voortgang wordt automatisch gesynchroniseerd."
"TID_ADD_FRIENDS_INFO_REQUESTS_TENCENT","Voeg Clash-vrienden toe via hun spelersprofiel. WeChat- of QQ-vrienden worden automatisch weergegeven nadat je je hebt aangemeld."
"TID_INFO_POP_UP_TOS_PP_NOTE_TENCENT","Clash of Clans kan gratis worden gespeeld, maar je kunt je voortgang versnellen met in-app aankopen. Tik op OK om akkoord te gaan met onze Algemene voorwaarden en ons Privacybeleid."
"TID_POPUP_CONFLICTING_ACCOUNT_TITLE","Conflicterend account"
"TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT","Het account waarmee je je probeert aan te melden verschilt van het lokaal opgeslagen account. Wil je wisselen naar het nieuwe?"
"TID_BUTTON_CONFLICTING_ACCOUNT_YES","Ja, wissel naar het huidige account."
"TID_BUTTON_CONFLICTING_ACCOUNT_NO","Nee, gebruik het oorspronkelijke account."
"TID_ACHIEVEMENT_ACCOUNT_BOUND","Verbind je account met een sociaal netwerk om het veilig te houden."
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TITLE","Houd je dorp veilig"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_COMPLETED","Voltooid!"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_GAME_CENTER","Maak verbinding met Game Center"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_KUNLUN","Je dorp is veilig"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT","Maak verbinding met WeChat of QQ"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT_AND_GAME_CENTER","Maak verbinding met WeChat, QQ of Game Center"
"TID_NEWS_IOS7_TITLE","Apparaten met iOS 5 of 6 worden niet langer ondersteund."
"TID_NEWS_IOS7_TEXT","Vanaf de volgende Clash of Clans-update worden alle Apple-apparaten met iOS-versies 5 en 6 niet langer ondersteund. Werk je apparaat bij naar iOS 7 of hoger om Clash of Clans te kunnen blijven spelen. Tik hieronder voor meer info."
"TID_NEWS_IOS7_BUTTON","Meer info"
"TID_LOCAL_NOTIFICATION_EVENT_HERO_BOOST","Chief, er is een heldenboostevenement voor 1 edelsteen gestart!"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS_4X","Chief, er is een 4x-sterbonusevenement gestart!"
"TID_EVENT_HERO_BOOST_ALT","Heldenboostevenement"
"TID_EVENT_ARMY_GOWIWI","GoWiWi-evenement"
"TID_EVENT_ARMY_GOWIWI_INFO","Vernietig dorpen met de klassieke GoWiWi-strategie: golem, tovenaar en heks! Elke eenheid is nu 50% goedkoper!"
"TID_CNY_PACK","Lunair-nieuwjaarspakket"
"TID_LOCAL_NOTIFICATION_EVENT_ARMY_DISCOUNT","Chief, er is een speciaal legerevenement gestart!"
"TID_OFFER_CW_TITLE","Clanoorlogenpakket"
"TID_NEWS_CW_BD_GIFTS_TITLE","Clancadeaus!"
"TID_ATTACK_SPEED","Aanvalssnelheid: <number>"
"TID_SUMMON_SPEED","Inzetsnelheid: <number>"
"TID_PLACEMENT_HINT_TUTORIAL3","Zet je troepen in!"
"TID_WAITING_FOR_ENEMY","Wachten op tegenstander"
"TID_DEFENCE_TROOP_COUNT","Verdedigingstroepen: <number>"
"TID_CLOCK_TOWER_BOOST_DURATION","Boostduur: <number>"
"TID_DIAMOND_BUNDLE_RED","(Heldenpakket)RED"
"TID_DIAMOND_BUNDLE_RED_INFO","• <gems> edelstenen\n• Machtig heldenstandbeeld\n• Tijdelijke (RED)-uiterlijk voor de barbarenkoning\n\n100% van de opbrengst komt ten goede aan de strijd van (RED) tegen aids."
"TID_BUILDING_CLOCK_TOWER","Klokkentoren"
"TID_CLOCK_TOWER_BOOST_TIME","Boostduur: <number> sec"
"TID_ARMY_CAMP_VILLAGE2","Kamp <num>"
"TID_BUILDING_DOUBLE_CANNON","Dubbel kanon"
"TID_BUTTON_CHANGE_VILLAGE","Reizen"
"TID_BUILDING_MULTI_MORTAR","Multimortier"
"TID_OBSTACLE_OLD_BARBARIAN_STATUE","Oud barbarenstandbeeld"
"TID_BUILDING_TELESCOPE","Sterrenlaboratorium"
"TID_UNIT_COUNT","Eenheden:"
"TID_TRAINING_TIME2","Trainingstijd:"
"TID_FILL_ARMY_CAMPS","Leger kiezen"
"TID_ATTACK_VILLAGE2_ATTACK_USED","Aanval mislukt, aanval verbruikt!"
"TID_ATTACK","Aanvallen"
"TID_LOOT_AVAILABLE","Beschikbare buit:"
"TID_LOOT_RECEIVED","Ontvangen buit:"
"TID_FIND_MATCH_HEADER","Tegenstander zoeken?"
"TID_HOUSING_VILLAGE2","Eenheden per kamp:"
"TID_SPECIAL_UNLOCKS_AT_LEVEL","Speciaal talent wordt ontgrendeld op level <number>."
"TID_UPGRADE_INFO_START","Verhoogt:"
"TID_UPGRADE_INFO_ITEM_SPACER","<old> en"
"TID_UPGRADE_INFO_HP","<old> levenspunten (+<num>)"
"TID_UPGRADE_INFO_DAMAGE","<old> schade (+<num>)"
"TID_UPGRADE_INFO_DPS","<old> schade per seconde (+<num>)"
"TID_UPGRADE_INFO_ATTACK_SPEED","<old> aanvalssnelheid (met <num> s)"
"TID_UPGRADE_INFO_SPAWNED_UNITS","<old> aantal voortgebrachte eenheden (+<num>)"
"TID_UPGRADE_INFO_HOUSING","<old> aantal eenheden per legerkamp (+<num>)"
"TID_UPGRADE_INFO_SPAWNING","<old> voortbrengsnelheid van <name> (+20%)"
"TID_UPGRADE_INFO_SPECIAL_ABILITY","Ontgrendelt speciaal talent: <name>."
"TID_UPGRADE_INFO_SPECIAL_ABILITY_IMPROVED","Verbetert het talent: <name>."
"TID_UPGRADE_INFO_DEPLOY_UNIT","<old> inzetsnelheid van <name> (+15%)"
"TID_NEXT_LEVEL","Volgend level"
"TID_REQUIRED_STAR_LABORATORY_LEVEL","Sterrenlab van level <number> vereist"
"TID_ABILITY","Speciaal talent"
"TID_BARB2_ABILITY_NAME","Woede"
"TID_BARB2_ABILITY_HELP","Een hogere snelheid en meer schade gedurende de eerste <num> seconden."
"TID_ARCHER2_ABILITY_NAME","Mantel"
"TID_ARCHER2_ABILITY_HELP","Onzichtbaar voor verdedigingswerken en -troepen gedurende de eerste <num> seconden."
"TID_GIANT_ABILITY_NAME","Krachtstoot"
"TID_GIANT_ABILITY_HELP","De eerste aanval brengt <num> schade toe."
"TID_CANNON_ABILITY_NAME","Wanhoopsdaad"
"TID_CANNON_ABILITY_HELP","Het kanon blijft vuren nadat de kar is vernietigd met <num2> tijdelijke levenspunten."
"TID_PEKKA2_ABILITY_NAME","Overbelasting"
"TID_PEKKA2_ABILITY_HELP","Brengt bij vernietiging <num> schade toe door een enorme explosie."
"TID_BALLOON2_ABILITY_NAME","Skeletbom"
"TID_BALLOON2_ABILITY_HELP","Brengt <num2> schade toe, vernietigt muren en brengt <num> skeletten voort bij activering."
"TID_GARG2_ABILITY_NAME","Krachtschot"
"TID_GARG2_ABILITY_HELP","De eerste <num> aanvallen zijn sneller, hebben een verder bereik en brengen <num3> schade toe."
"TID_BOMBER_ABILITY","Stuiterbom"
"TID_BOMBER_ABILITY_HELP","Stuitert twee keer en brengt <num> schade toe bij elke landing."
"TID_POPUP_BOOST_VILLAGE_SPEEDUP","Verzamel grondstoffen, doe onderzoek en bouw <multiplier>x sneller gedurende <time>!"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE_SPEEDUP","Dorp een boost geven?"
"TID_POPUP_BOOST_VILLAGE","Verzamel grondstoffen, doe onderzoek en bouw <multiplier>x sneller gedurende <time>!\n\nJe kunt één keer per <cooldown> een gratis boost geven!"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE","Gratis boost!"
"TID_BUTTON_CLOCKTOWER_SPEEDUP","Boost geven"
"TID_BUTTON_CLOCK_TOWER_BOOST","Gratis boost!"
"TID_CLOCK_TOWER_UPGRADE_NOTE","Zorgt dat een boost <time> langer duurt."
"TID_CLOCK_TOWER_INFO","De klokkentoren laat de tijd sneller verstrijken in je dorp! Hierdoor kun je sneller bouwen, grondstoffen verzamelen en onderzoek doen."
"TID_BOOST","Boost"
"TID_BUILD_TRAINING_GROUNDS","Bouw eerst een legerkamp."
"TID_NO_FREE_TRAINING_SLOT_AVAILABLE","Verwijder eerst bestaande eenheden."
"TID_BUTTON_ATTACK_MODE_FAR_SLOW","Lange afstand"
"TID_BUTTON_ATTACK_MODE_NEAR_FAST","Snelle aanval"
"TID_BUTTON_ATTACK_MODE_BURST","Salvo"
"TID_BUTTON_ATTACK_MODE_NORMAL","Normaal"
"TID_RESOURCE_MAX","Max.:"
"TID_RESOURCE_PRODUCTION","Productie per uur:"
"TID_RESOURCE_IN_TREASURY","In schatkamer:"
"TID_FIND_NEW_MATCH","Zoek nieuwe tegenstander"
"TID_BUTTON_FIND_NOW","Nu zoeken"
"TID_TIME_LEFT","Resterende tijd:"
"TID_YOUR_ATTACK","Jouw aanval:"
