"TID","RU"
"TID_NEW_BEST","Новый рекорд"
"TID_TRANSITION_WAR_ENDED","Война окончена!"
"TID_TRANSITION_WAR_START","День сражения"
"TID_TRANSITION_WAR_PREPARE","День подготовки"
"TID_PLUS_ONE_CLAN_STAR","+1 боевая звезда"
"TID_WAR_RESULTS_BUTTON","Результаты войны"
"TID_TAB_RESULTS","Результаты войны"
"TID_WAR_RESULTS_INFO","В конце войны бонусная добыча попадет в вашу сокровищницу. Победа в войне также вознаграждается опытом клана. Результаты войны и повторы будут доступны некоторое время после окончания войны. Загляните в журнал «Ход войны», чтобы вспомнить о прошлых сражениях!"
"TID_WAR_RESULTS_INFO_FRIENDLYWAR_ADDITION","В конце войны бонусная добыча попадет в вашу сокровищницу. Победа в войне также вознаграждается опытом клана. Результаты войны и повторы будут доступны некоторое время после окончания войны. Загляните в журнал «Ход войны», чтобы вспомнить о прошлых сражениях!\n\nПомните: дружеская война не принесет вам ни добычи, ни опыта клана."
"TID_WAR_RESULTS_INFO_HEADLINE","Результаты войны"
"TID_WAR_SPECTATOR_TITLE","Наблюдение за войной"
"TID_WAR_SPECTATOR_TEXT","Вы не участвуете в этой войне. Чтобы поучаствовать в следующий раз, попросите главу клана или соруководителя выбрать вас."
"TID_ALLIANCE_WAR_HAS_ENDED","Текущая война кланов окончена!"
"TID_NUMBER_ONE","1"
"TID_NUMBER_TWO","2"
"TID_NUMBER_THREE","3"
"TID_NUMBER_FOUR","4"
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","Текущая война"
"TID_HOME","Домой"
"TID_ENEMY","Враг"
"TID_BUTTON_RETURN_TO_WAR","Военная карта"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","Начать новую войну можно через"
"TID_WAR_DONATE_SPECTATOR","Наблюдатели не могут жертвовать войска!"
"TID_WAR_SEARCH_CANCEL","Отмена поиска..."
"TID_GOOGLE_PLAY_ACHIEVEMENTS","Достижения"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","Новых звезд за атаку"
"TID_ALLIANCE_WAR_STATS_TAB","Статистика войны"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","Самая героическая атака"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","Самая героическая оборона"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY","Нет"
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","Средняя продолжительность атаки"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","Последний шанс!"
"TID_WAR_STREAM_ENTRY_TIME","Осталось <time>"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3 звезды"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","2 звезды"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","1 звезда"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","Неудачных атак"
"TID_VIEW_PLAYER_ON_WAR_MAP_BUTTON","Смотреть на карте"
"TID_POPUP_REMOVE_WAR_DONATION_TITLE","Удалить воина?"
"TID_POPUP_REMOVE_WAR_DONATION_DESCR","Удалить воина союзника из крепости клана?"
"TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK","Самая дорогая победа"
"TID_GOOGLE_PLUS_SIGNIN_TUTORIAL","Уже есть деревня?"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","Атак использовано (лучшие деревни)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","Атак использовано (средние деревни)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","Атак использовано (низшие деревни)"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","Осад выдержано:"
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","Уничтожено 25 %!"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","Уничтожено 50 %!"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","Уничтожено 75 %!"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","Ратуша уничтожена!"
"TID_STREAM_EVENT_STARTED_WAR","начинает поиск войны кланов"
"TID_STREAM_EVENT_CANCELLED_WAR","отменяет поиск войны кланов"
"TID_STREAM_EVENT_WAR_NO_MATCH_FOUND","Противник для войны кланов не найден. Пожалуйста, попробуйте начать войну еще раз."
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR","отменяет дружескую войну"
"TID_VILLAGE_EDIT_MODE_WAR","Режим изменения военной базы"
"TID_WAR_BASE","Изменить военную базу"
"TID_FEEDBACK_INFO1","\n"
"TID_FEEDBACK_INFO2","\n"
"TID_FEEDBACK_INFO3","\n"
"TID_FEEDBACK_INFO4","\n"
"TID_FEEDBACK_INFO5","Нам нужна следующая информация о пропавшей деревне.\nТочное название деревни:\nУровень ратуши:\nУровень игрового опыта:\nНазвание клана (если есть):"
"TID_FEEDBACK_INFO6","\n"
"TID_FEEDBACK_BUTTON5","Пропавшая деревня"
"TID_BUTTON_SIGN_IN","Вход"
"TID_WAR_STATS_HEADER_BATTLES","Всего атак"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","Лучшие атаки"
"TID_WAR_STATS_HEADER_WAR_STATS","Статистика атак"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","Лучшие сражения"
"TID_LIVE_REPLAY","Повтор в реальном времени"
"TID_WATCH_LIVE_REPLAY","Прямой эфир"
"TID_SLOW_SPELL","Замедление"
"TID_BOOSTDEFENCES_SPELL","Улучшить защиту"
"TID_TAB_NEWS","Новости"
"TID_TAB_SETTINGS","Настройки"
"TID_TAB_MORE","Еще"
"TID_HINT_NAMECHANGE","Вы не можете изменить название деревни. Иначе ее жители просто не будут знать, где живут!"
"TID_LIVE_REPLAY_FAIL_GENERIC","Просмотр в реальном времени невозможен. Попробуйте позже."
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","Просмотр в реальном времени невозможен. Бой закончился."
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","Просмотр в реальном времени невозможен. Все места уже заняты."
"TID_HASTE_DAMAGE_OFFSET","Увеличение урона: <number>"
"TID_HERO_ABILITY_HEALTH","Восстановление здоровья: <number>"
"TID_MORE_FACEBOOK","Будьте в курсе последних новостей! Следите за нами на Facebook!"
"TID_MORE_YOUTUBE","Подпишитесь на канал Clash of Clans на YouTube!"
"TID_MORE_TWITTER","Следите за нами в Twitter! Читайте @clashofclans"
"TID_MORE_WEIBO","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans"
"TID_MORE_FORUMS","Вступайте в сообщество Clash of Clans!"
"TID_NEWS_BUTTON_GO","Вперед!"
"TID_HERO_INSTRUCTIONS_BARBARIAN","Этот великан невероятно грозен: он способен принять на себя мощный удар и уничтожить все на своем пути. Он рьяно защищает свои земли, а когда откроется способность \qЖелезный кулак\q, его ярость не будет знать границ!"
"TID_HERO_INSTRUCTIONS_QUEEN","Эта грациозная охотница в совершенстве владеет искусством разрушения, но не может похвастаться выносливостью. Защищаясь, она отстреливает врагов на своей территории, атакуя же, может спрятаться и нанести огромный урон, если открыта способность \qКоролевская мантия\q!"
"TID_MORE_YOUKU","请关注部落冲突（Clash of Clans）官方优酷频道。"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","Вы точно хотите улучшить выбранные стены за <resource> (<number>)?"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","Улучшить стены"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","Убрать подкрепление?"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","Вы точно хотите убрать подкрепление? Средства возвращены не будут."
"TID_POPUP_REMOVE_TROOP_TITLE","Убрать войска?"
"TID_POPUP_REMOVE_TROOP_TEXT","Вы точно хотите убрать войска?"
"TID_POPUP_REMOVE_SPELL_TITLE","Убрать заклинания?"
"TID_POPUP_REMOVE_SPELL_TEXT","Вы точно хотите убрать заклинания? Средства возвращены не будут."
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","Убрать войска и заклинания?"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","Вы точно хотите убрать войска и заклинания? Средства возвращены не будут."
"TID_REMOVE_TROOP_BUTTON","Удалить"
"TID_REMOVE_TROOP_MESSAGE","Войска убраны"
"TID_REMOVE_SPELL_MESSAGE","Заклинания убраны"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","Войска и заклинания убраны"
"TID_NEWS_BIRTHDAY_TITLE","С днем рождения, вождь!"
"TID_NEWS_BIRTHDAY_TEXT","Clash of Clans исполнилось два года! До 7 августа можно ускорить работу всех сборщиков ресурсов НА ОДНУ НЕДЕЛЮ, заплатив всего по ОДНОМУ КРИСТАЛЛУ за каждый!"
"TID_AVAILABLE_TROOPS","Доступные войска:"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Написать в службу поддержки"
"TID_AD_SEEKER","Адская гончая"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","Эти огненные существа терпеть не могут средства воздушной обороны. Если их убивают, они взрываются, порождая новых существ меньшего размера."
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","Огненные создания нападают на средства воздушной обороны. Идеально подходят для защиты других войск. Если их убивают, они взрываются, порождая новых существ меньшего размера."
"TID_AD_SEEKER_FRAG","Адский щенок"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","Огромная стая этих созданий вырывается на свободу после гибели адской гончей и какое-то время продолжает сражаться."
