"TID","FA"
"TID_BUILDING_CRUSHER_INFO","سنگ‌شکن واقعاً روی محدوده شخصیش حساس است. این سنگ بزرگ واحدهای زمینی را با ضربه‌های قدرتمندش خورد می‌کند!"
"TID_ADVANCED_TRAP","مین"
"TID_ADVANCED_TRAP_INFO","برای نیروهایی که بیش از اندازه به شما نزدیک می‌شوند سوپرایزهای انفجاری هوایی یا زمینی طراحی کنید!"
"TID_INFO_BALLOON_CARRIER","به جای بمب تا خرخره پر از استخوان است و اسکلت‌ها مستقیماً از داخل این بالون‌ها کنار دشمنان فرود می‌آیند!"
"TID_YOUR_RESULT","حمله شما:"
"TID_PUSHER","تله فشاری"
"TID_PUSHER_INFO","نیروهای زمینی را به سمتی که می‌خواهید پرتاب کنید. اوه! چه سنگینن!"
"TID_CHARACTER_INFO_BOMBER","بمب‌گذارها که تشنه تخریب و جلوه‌های ویژه باکیفیت هستند، هر چیزی که در دیدرس باشد را منفجر و آسیب ویژه‌ای به دیوارها وارد می‌کنند!"
"TID_CHARACTER_INFO_MOVING_CANNON","توپی روی چرخ؟! صبر کن، همین‌حالا تبدیل به خمپاره‌انداز شد؟؟ حتم دارم آنها انتظار چنین چیزی را ندارند! هم قدرتمند، هم چندکاره!"
"TID_CHARACTER_INFO_IRONFIST_GIANT","این غول‌ها با دستهای سنگینشون و هیکل‌هایی به درشتی گاو نر، روی مشت محکمشون کار کرده‌اند!"
"TID_CHARACTER_INFO_TOXIC_MINION","از فاصله دور به هدف حمله می‌کند، در تاریکی می‌درخشد، و در صحنه رقص دیوانه‌وار می‌رقصد."
"TID_CHARACTER_INFO_SNEAKY_ARCHER","کماندارها، پوشیده در زیر نور مهتاب، می‌توانند بدون اینکه دیده شوند، دشمنان را از پای درآورند. نقطه ضعف آن‌ها چیست؟ اعتماد به نفس بیش از حدشان."
"TID_CHARACTER_INFO_RAGED_BARBARIAN","چرا اینقدر عصبانی، تندخو و بداخلاق است؟ هیچ کس جرات نمی‌کند از او بپرسد چرا. شاید شمشیرش را پیدا نمی‌کند؟"
"TID_TARGET_FOUND","هدف پیدا شد!"
"TID_BABY_DRAGON2","بچه اژدها"
"TID_CHARACTER_INFO_BABY_DRAGON2","انقدر بامزه است که آدم می‌خواهد بغلش کند ولی مستعد کج‌خلقی‌های آتشین هم هست. هیچ خرابکاری‌ای تا حالا انقدر شیرین نبوده‌است."
"TID_BDRAG2_ABILITY_NAME","کج‌خلقی"
"TID_BDRAG2_ABILITY_HELP","وقتی از سایر واحدهای هوایی دور می‌افتد، قدرت تخریبش <num>% افزایش می‌یابد"
"TID_MULTI_MORTAR_INFO","با شلیک‌های دوربرد، متعدد و با دامنه زیاد، شانس برخورد با هدف را به حداکثر می‌رساند!"
"TID_FULL_ARMY_REQUIRED_V2","برای حمله به ارتش کامل نیاز دارید!"
"TID_ADVANCED_MEGA_TRAP","مین بزرگ"
"TID_ADVANCED_MEGA_TRAP_INFO","شمه‌ای مخفی از تخریب بزرگ. انتخاب هوا یا زمین با شماست!"
"TID_CHANGE_TROOPS","تغییر نیروها"
"TID_WITCH2_ABILITY_NAME","دسته خفاش‌ها"
"TID_WITCH2_ABILITY_HELP","هنگام فعال شدن، دسته‌ای از <num> خفاش خشمگین به‌خصوص را تکثیر می‌کند"
"TID_DARK_WITCH","ساحره تاریکی"
"TID_CHARACTER_INFO_DARK_WITCH","بی هیچ ترس و واهمه‌ای، دسته‌ای از موجودات پرنده را احضار می‌کند ولی بر خلاف خواهرش، چمن‌ها را دست‌نخورده باقی می‌گذارد."
"TID_UPGRADE_THE_REQUIRED_BUILDING_FIRST","<name> سطح <level> در پایگاه سازنده لازم دارید!"
"TID_BUILDING_FLAMER","سرخ‌کن"
"TID_FLAMER_INFO","دشمنانتان را در سیلی از مواد مذاب و سوزان غرق کنید! هم نیروهای هوایی و هم زمینی را جزغاله خواهد کرد!"
"TID_MATCHMAKE_VILLAGE2_TITLE","نبرد سازنده"
"TID_YOU","شما"
"TID_YOUR_BONUS","پاداش 3 برد، اهدا شد!"
"TID_BAT","خفاش"
"TID_VILLAGE_ROWBOAT","قایق سازنده"
"TID_VILLAGE_OBJECT_ROWBOAT_INFO","استاد سازنده می‌تواند از دهکده شما بازدید کند و باعث پیشرفت‌های ویژه‌ای در ساختمان‌هایتان شود! در بخش ساختمان‌های دفاعی دهکده‌تان، گزینه ترفیع را پیدا کنید!"
"TID_OBSTACLE_SMALL_TREE","درخت کوچک"
"TID_OBSTACLE_BIG_TREE","درخت بزرگ"
"TID_OBSTACLE_TREE_STUMP","کنده"
"TID_OBSTACLE_LARGE_PINE_TREE","بیشه"
"TID_WARMACHINE_INFO","این ماشین عظیم هنگام تلاش برای بالا کشیدن بزرگترین چکش دنیا خراب شد. با کمی تعمیر، می‌توان دوباره آن را به زمین نبرد برد!"
"TID_TELESCOPE_INFO","آزمایشگاه نجوم آسمان‌ها را به دنبال اسرار جستجو می‌کند تا تمام توانایی‌های بالقوه نیروها را آزاد کند. تحمل ضربه، آسیب، فضای مورد نیاز و توانایی‌های ویژه نیروها را افزایش می‌دهد!"
"TID_TOWN_HALL2_INFO","خانه استاد سازنده و هدف اصلی در نبرد.\n\nاز بین بردن تالار سازنده باعث اعطای یک ستاره در حمله‌ها می‌شود. از بین بردن 50 درصد از ساختمان‌ها در یک مرحله، ستاره دوم را برای شما به ارمغان می آورد، درحالی‌که تخریب 100 درصد، سه ستاره را برای صحنه به ارمغان می‌آورد. تالار سازنده را ارتقا دهید تا قفل نیروها و ساختمان‌های پیشرفته را باز کنید!"
"TID_BUILDING_TOWN_HALL2","تالار سازنده"
"TID_CHARACTER_INFO_BAT","خفاش‌ها در دسته‌های انبوه، شدیدا سریع و مرگبارند، اما موج انفجار به راحتی آنها را از بین می‌برد."
"TID_CHARACTER_INFO_SUPER_CHARGED_PEKKA","از این زره تیره رنگ، انرژی قدرتمند و متزلزلی بیرون می‌زند و منتظر فرصت است تا بیرون بجهد!"
"TID_DECORATION_ANCIENT_BARBARIAN_STATUE","مجسمه قدیمی بربر"
"TID_DECORATION_ARCHER_QUEEN_STATUE","مجسمه ملکه کماندار"
"TID_WORKER2_INFO","اینجا، هیچ کاری بدون کمک استاد سازنده انجام نمی‌شود! می‌توانید با استفاده از جواهرات سبز، کارش را تسریع کنید."
"TID_WORKER2_BUILDING","کلبه استاد استاد"
"TID_HOUSING2_INFO","نیروهای شما در اردوگاه‌های ارتش مستقر شده‌اند. هر اردوگاه در هر زمان فقط می‌تواند محل استقرار یک نوع نیرو باشد. با ارتقاء بعضی نیروها، می‌توان تعداد بیشتری را دریک اردوگاه جا داد!"
"TID_HERO_INSTRUCTIONS_WARMACHINE","اختراع استاد سازنده، ساختمان‌های دشمن را با خاک یکسان می‌کند. برای اثبات اینکه چه کسی بهترین سازنده است، چه راهی بهتر از این؟ برای اینکه حسابی حال حریفانتان را جا بیاوردید، قابلیت چکش برقی را قفل‌گشایی کنید!"
"TID_HERO_ABILITY_WARMACHINE_TITLE","چکش برقی"
"TID_HERO_ABILITY_WARMACHINE_DESC","ماشین نبرد صاعقه انرژی‌بخشی را نازل می‌کند که باعث می‌شود بخشی از سلامتی بازیابی شود و حملات بعدی آن آسیب بیشتری وارد کند. آن را تا آخر شارژ کنید تا سلامتی هرچه بیشتری بازیابی و آسیب بیشتری وارد شود. در سطوح بالاتر، صاعقه به چند هدف برخورد می‌کند!"
"TID_VILLAGE_OBJECT_SHIP_INFO","این قایق شما را به سرزمین‌های جدید می‌برد!"
"TID_GEAR_UP_AVAILABLE_LATER","ابتدا این ساختمان را به سطح <level> ارتقاء دهید!"
"TID_USES_VILLAGE2_BUILDER","نیاز به استاد سازنده دارد!"
"TID_GEAR_UP_BUILDING","ساختمان را ترفیع می‌دهید؟"
"TID_GEAR_UP_BUILDING_SUBTITLE","ارتقاء ویژه:"
"TID_GEAR_UP_ARCHER_TOWER","کلیدی نصب کنید تا برج کماندار را برای بالا بردن سرعت شلیکش، پایین‌تر بیاورد!"
"TID_GEAR_UP_CANNON","این توپ را به توپ دولول تبدیل کنید که در محدوده کوچک‌تر قدرت تخریب بسیار بیشتری دارد!"
"TID_GEAR_UP_MORTAR","این خمپاره‌انداز را به خمپاره‌انداز چندتایی تبدیل کنید تا با آتش انفجار، جرقه‌های عظیم‌تری ایجاد کند!"
"TID_ELIXIR2","اکسیر"
"TID_GOLD2","طلا"
"TID_LAYOUTS_VILLAGE2","پایگاه سازنده"
"TID_PLAYER_PROFILE_TROOPS_VILLAGE2","نیروهای پایگاه سازنده"
"TID_COLLECTORS_FULL_NOTIFICATION","رئیس، جمع‌کننده‌هایتان با دست پُر منتظرند!"
"TID_MORE_AVAILABLE_AGAIN_IN","همه غرامت‌های امروز را برنده شدید! غرامت‌های بیشتر در:"
"TID_DUEL_TARGET_FOUND","حریف برای نبرد سازنده پیدا شد! حمله کنید!"
"TID_LOOT_LIMIT_RESET_NOTIFICATION","رئیس، غرامت‌های بیشتری برای پایگاه سازنده موجود است. وقت نبرد است!"
"TID_DAILY_BONUS_LIMIT_REACHED","به حد غرامت روزانه رسیدید"
"TID_DUEL_WIN_BONUS","پاداش پیروزی:"
"TID_DUEL_WIN_BONUS_PERCENTAGE","<percentage>% پاداش نبرد سازنده:"
"TID_DAILY_LOOT_LIMIT_FILLED","به حد غرامت روزانه رسیدید"
"TID_DAILY_LOOT_LIMIT_FULL_INFO","امروز همه غرامت‌های موجود را تصاحب کردید. همچنان می‌توانید برای تصاحب جام، بجنگید!"
"TID_REPAIR_SHIP_TITLE","بازسازی قایق؟"
"TID_REPAIR_SHIP_2","این قایق شما را به سرزمین‌های جدید می‌برد!"
"TID_DEFENCE_TROOP_LEVEL","سطح نیرو: <number>"
"TID_UPGRADE_TH_LOCKED_INFO","برای باز کردن قفل سطح بعدی سالن سازنده، ساختمان‌های زیر را بسازید!"
"TID_UPGRADE_TH_LOCKED_TITLE","ارتقاء قفل شده"
"TID_UPGRADE_TH_LOCKED_TITLE2","ساختمان‌های مورد نیاز:"
"TID_UPGRADE_TH_TO_GEARUP_UNLOCK","برای ترفیع ساختمان‌های بیشتر، تالار سازنده را به سطح <number> ارتقا دهید!"
"TID_UPGRADE_TH_LOCKED_GEARUP","ساختمان‌ها را تا حداکثر ممکن ترفیع داده‌اید!"
"TID_NEWVILLAGE_LOG_SEARCHING_INFO","وقتی حریف به شما حمله می‌کند، به او حمله کنید. بهترین حمله، برنده می‌شود!"
"TID_YOUR_TROOPS","نیروهای شما"
"TID_TRAIN_TROOPS_HINT","قبل از حمله، ارتش خود را آموزش دهید!"
"TID_BUTTON_RESET_NOW","دریافت موارد بیشتر"
"TID_LOG_BUTTON","گزارش نبرد"
"TID_BUILDING_GEM_MINE","معدن جواهر"
"TID_GEM_MINE_INFO","معدن‌های جواهر به گنجینه کمیابی از این منابع بسیار ارزشمند دسترسی دارند! استخراج جواهر کاری کُند و دشوار است."
"TID_PRODUCTION_RATE_PER_DAY","نرخ تولید: <number> در روز"
"TID_NO_CLAN","قبیله نیست"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_TITLE","حساب متناقض"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_MESSAGE","حسابی که سعی می‌کنید وارد آن شوید با حسابی که ذخیره کرده‌اید متفاوت است؛ آیا می‌خواهید به حساب جدید منتقل شوید؟"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_YES_BUTTON","بله، می‌خواهم به حساب فعلی منتقل شوم."
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_NO_BUTTON","خیر، از حساب اصلی استفاده می‌کنم."
"TID_ACHIEVEMENT_TOWN_HALL2_TITLE","مهندسی حرفه‌ای"
"TID_ACHIEVEMENT_TOWN_HALL2","تالار سازنده را به سطح <number> ارتقا دهید"
"TID_ACHIEVEMENT_TOWN_HALL2_COMPLETED","سطح فعلی تالار سازنده: <value>"
"TID_ACHIEVEMENT_UNIT_UNLOCK2_TITLE","مدل نسل بعد"
"TID_ACHIEVEMENT_UNIT_UNLOCK2","بازگشایی قفل <name> در پادگان‌های سازنده"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_TITLE","لغو ساخت‌و‌ساز"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2","تخریب <number> تالار سازنده در نبردهای سازنده"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_COMPLETED","مجموع تالارهای سازنده تخریب‌شده: <value>"
"TID_BUILDING_GIANT_CANNON","توپ غول‌آسا"
"TID_DECORATION_SMALL_PINETREE","درخت کاج کوچک"
"TID_DECORATION_PINETREE","درخت کاج"
"TID_TARGET","هدف"
"TID_GIANT_CANNON_INFO","هیچ چیز نمی‌تواند راه «توپ غول‌آسا» را سد کند. با توپ‌هایی به بزرگی ماموت، همه چیز را منهدم می‌کند و به پیش می‌رود، پیش‌تر و پیش‌تر..."
"TID_EVENT_ARMY","رویداد ارتش"
"TID_EVENT_ARMY_INFO","با این ارتش دهکده‌ها را ویران کنید! حالا هر واحد <num>% ارزان‌تر است!"
"TID_CAMP_FIRE_DECO","آتش اردوگاه گابلین‌ها"
"TID_TRAP_AIR2","تله هوایی"
"TID_TRAP_AIR2_INFO","متن اطلاعات درباره تله هوایی"
"TID_DECORATION_GENERIC","تزئینات"
"TID_BUTTON_FREE","رایگان"
"TID_FIREPLACE","بوته آتش"
"TID_REPLAY_SHARE_TEXT","بازپخش‌های نبرد سازنده را در گپ قبیله خود به اشتراک می‌گذارید؟"
"TID_BUTTON_GEAR_UP","ترفیع"
"TID_UPGRADE_SHIPYARD_TO_SAIL","برای دیدن سرزمین‌های جدید، این قایق را بازسازی کنید!"
"TID_BUILDING_AIR_DEFENSE2","بمب‌انداز هوایی"
"TID_AIR_DEFENSE2_INFO","برای دفاع هوایی سنگین، بمب‌اندازهای هوایی کارساز هستند. تعداد نامحدودی بشکه‌ی انفجاری را به آسمان پرتاب می‌کنند تا دشمنان پرنده را نابود کنند!"
"TID_DIAMOND_BUNDLE_BH3","بسته تالار سازنده سطح 3"
"TID_DIAMOND_BUNDLE_BH4","بسته تالار سازنده سطح 4"
"TID_DIAMOND_BUNDLE_BH5","بسته تالار سازنده سطح 5"
"TID_DIAMOND_BUNDLE_BH6","بسته تالار سازنده سطح 6"
"TID_DIAMOND_BUNDLE_BH7","بسته تالار سازنده سطح 7"
"TID_DIAMOND_BUNDLE_BH8","بسته تالار سازنده سطح 8"
"TID_DIAMOND_BUNDLE_BH3_INFO","• <gems> جواهر\n• <res0> اکسیر\n• سنگ‌شکن سطح 1\n\nبدون نیاز به زمان برای ساخت، و بدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد <cffec78>به ارزش <value> برابر</c> یک بار اتفاق می‌افتد؛ از دست ندهید!"
"TID_DIAMOND_BUNDLE_BH4_INFO","• <gems> جواهر\n• <res0> اکسیر\n• پست نگهبانی سطح 1\n• بمب هوایی سطح 1\n\nبدون نیاز به زمان ساخت و بدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد <cffec78>به ارزش <value> برابر</c> یک بار اتفاق می‌افتد؛ از دست ندهید!"
"TID_DIAMOND_BUNDLE_BH5_INFO","• <gems> جواهر\n• <res0> اکسیر\n• خمپاره‌انداز چندتایی سطح 1\n\nبدون نیاز به زمان برای ساخت، و بدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد <cffec78>به ارزش <value> برابر</c> یک بار اتفاق می‌افتد؛ از دست ندهید!"
"TID_DIAMOND_BUNDLE_BH6_INFO","• <gems> جواهر\n• <res0> اکسیر\n• سرخ‌کن سطح 1\n• سنگ‌شکن سطح 1\n\nبدون نیاز به زمان برای ساخت!\n\nاین پیشنهاد <cffec78>به ارزش <value>برابر</c> یک بار اتفاق می‌افتد؛ از دست ندهید!"
"TID_DIAMOND_BUNDLE_BH7_INFO","• <gems> جواهر\n• <res0> اکسیر\n• <res1> طلا\n• توپ غول‌آسا سطح 4\n\nبدون نیاز به زمان برای ساخت، و بدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد <cffec78>به ارزش <value> برابر</c> یک بار اتفاق می‌افتد؛ از دست ندهید!"
"TID_DIAMOND_BUNDLE_BH8_INFO","• <gems> جواهر\n• <res0> اکسیر\n• <res1> طلا\n• مگا تسلا سطح 4\n\nبدون نیاز به زمان برای ساخت، و بدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد <cffec78>به ارزش <value> برابر</c> یک بار اتفاق می‌افتد؛ از دست ندهید!"
"TID_WORKER_TARGET_OTHER_VILLAGE","سازنده در دهکده دیگر مشغول به کار است!"
"TID_GEAR_UP_ITEM","ترفیع <item>"
"TID_V2_TRAINING_BARRACKS_UPGRADING","در طول به‌روزرسانی پادگان‌ها، آموزش نیروها متوقف می‌شود!"
