"TID","IT"
"TID_BUILDING_DARK_ELIXIR_STORAGE","Deposito di elisir nero"
"TID_DARK_ELIXIR_STORAGE_INFO","Il potere dell'elisir nero non può essere riposto in un contenitore qualsiasi. Essendo tre volte più potente, abbiamo dovuto inventare un contenitore cubico per conservarlo!"
"TID_DONATED_TO_CLAN","Truppe donate:"
"TID_DARK_ELIXIR_SHOP_PACK","Elisir nero: <number>"
"TID_RESOURCE_PACK_DARK_ELIXIR_FULL","Riempi i depositi di elisir nero"
"TID_RESOURCE_PACK_DARK_ELIXIR_10","Riempi i depositi del 10%"
"TID_RESOURCE_PACK_DARK_ELIXIR_50","Riempi i depositi a metà"
"TID_XBOW_LOADING_COST","Costo di carico: <number> <resource>"
"TID_SPEED_UP_HERO_HEALTH_HEADER","Cura ora!"
"TID_SPEED_UP_HERO_HEALTH_TEXT","Vuoi guarire completamente: <item>?"
"TID_BUTTON_ENERGIZE","Cura"
"TID_POPUP_BOOST_DARK_ELIXIR_COLLECTOR","Vuoi raddoppiare la produzione di elisir nero per <time>?"
"TID_FULLY_LOADED","Carica completa"
"TID_SHIELD_SCORE_LIMIT","Non disponibile con oltre <number> trofei"
"TID_SHOP_NEW_ITEM","Nuovo"
"TID_BUTTON_LOCAL_HIGHSCORE","Locale"
"TID_BUTTON_GLOBAL_HIGHSCORE","Globale"
"TID_TRAP_AIR","Bomba aerea"
"TID_TRAP_AIR_INFO","L'ultima invenzione nel campo della disinfestazione aerea. Questa trappola può far esplodere unità aeree in un'area ridotta."
"TID_TRAP_AIR_MEGA","Mina aerea a ricerca"
"TID_TRAP_AIR_MEGA_INFO","È un uccello? È un aeroplano? Beh, non fa differenza, perché la mina aerea a ricerca lo distruggerà in aria. Questa trappola causa un danno devastante a una singola unità aerea."
"TID_LOCAL_NOTIFICATION_HERO_HAS_FULL_HEALTH","<name> freme per una nuova battaglia!"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Acquisti in-app"
"TID_INFO_POP_UP_IAP_NOTE","Clash of Clans è un gioco gratuito, in cui è possibile velocizzare il proprio progresso con acquisti in-app. Puoi disabilitare gli acquisti in-app dalle impostazioni del tuo dispositivo. Per giocare devi avere più di 13 anni."
"TID_INFO_POP_UP_IAP_NOTE_ANDROID","Clash of Clans è un gioco gratuito, in cui è possibile velocizzare il proprio progresso con acquisti in-app. Per disabilitare questa funzionalità, crea una password di protezione degli acquisti nelle impostazioni della tua app Google Play Store. Per giocare devi avere più di 13 anni."
"TID_INFO_POP_UP_IAP_NOTE_KUNLUN","Clash of Clans è un gioco gratuito, ma è possibile accelerare i propri progressi con acquisti in-app."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","OK"
"TID_NEW_CLAN_MEMBER","Nuovo"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_SCORES","Non è stato possibile trovare classifiche locali della tua area."
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY","Le tue truppe sono pronte a combattere!"
"TID_DARK_ELIXIR_BARRACK","Caserma nera"
"TID_DARK_ELIXIR_BARRACK_INFO","La caserma nera ospita le creature create con l'elisir nero. Migliorala per sbloccare truppe dotate di abilità di battaglia uniche."
"TID_WARRIORGIRL","Valchiria"
"TID_BOARRIDER","Domatore di cinghiali"
"TID_GARGOYLE","Sgherro"
"TID_GOLEM","Golem"
"TID_LABORATORY_UPGRADING","Miglioramento:"
"TID_LABORATORY_HINT","Seleziona l'elemento che desideri migliorare"
"TID_LABORATORY_HINT2","Scorri le dita sullo schermo per visualizzare l'intera lista di miglioramenti"
"TID_POPUP_UPGRADE_NOT_AVAILABLE_TITLE","<character> livello <number>"
"TID_BUTTON_SELECT_MORE","Selez. riga"
"TID_SINGLE_PLAYER_AVAILABLE_LOOT","Bottino disponibile:"
"TID_CHARACTER_INFO_BARBARIAN","Questo impavido guerriero getta nel caos i villaggi nemici con l'aiuto dei suoi possenti muscoli e dei suoi notevoli baffi. Scatena un'orda di barbari e goditi il finimondo!"
"TID_CHARACTER_INFO_ARCHER","Questi tiratori scelti preferiscono mantenere le distanze, sia sul campo di battaglia che nella vita. Niente li rende più felici che dedicarsi con risolutezza all'abbattimento del proprio bersaglio."
"TID_CHARACTER_INFO_GOBLIN","Queste creaturine fastidiose sono interessate a una cosa sola: il BOTTINO! Sono più veloci di una trappola a scatto e la loro fame di risorse è sconfinata."
"TID_CHARACTER_INFO_GIANT","Questi ragazzoni sembrano tranquilli, ma appena vedono una torretta o un cannone scatenano tutta la loro furia! Lenti ma resistenti, sono meglio utilizzati per assorbire i colpi."
"TID_CHARACTER_INFO_WALLBREAKER","Niente riscalda il cuore glaciale di uno spaccamuro come l'esplosione di un muro. Un plotone di questi non morti provocherà un bel botto che aprirà la strada alle tue unità di terra."
"TID_CHARACTER_INFO_BALLOON","Questi scheletri di grado superiore hanno barattato il piacere nel distruggere mura col piacere nel distruggere le difese. Schierali per annientare fastidiosi mortai e cannoni!"
"TID_CHARACTER_INFO_WIZARD","Lo stregone è una presenza inquietante sul campo di battaglia. Schieralo con qualche suo collega e sferra attacchi distruttivi concentrati su qualsiasi cosa, a terra o in aria!"
"TID_CHARACTER_INFO_HEALER","Questa maestosa creatura vive per proteggere e aiutare le truppe a lei amiche. Qualsiasi esercito può trarre beneficio dal suo aiuto curativo, purché riesca a proteggerla dalle difese aeree!"
"TID_CHARACTER_INFO_DRAGON","Il potere dei draghi è noto in tutto il paese. Questo squamoso terrore dei cieli non prova pietà e nulla può sfuggire al suo alito fiammeggiante."
"TID_CHARACTER_INFO_PEKKA","P.E.K.K.A è un cavaliere? Un samurai? Un robot? Nessuno lo sa! La sua armatura assorbe anche i colpi più potenti."
"TID_CHARACTER_INFO_MINION","Questo terrore dei cieli è stato generato dall'elisir nero. Impercettibile per la mina aerea a ricerca, lo sgherro si materializza facilmente, ma risulta molto fragile nel nostro mondo."
"TID_CHARACTER_INFO_RIDER","Dopo aver ammaestrato il fiero suino, il domatore di cinghiali punisce coloro che osano nascondersi dietro fragili mura! Questo guerriero alimentato dall'elisir nero non conosce la sconfitta."
"TID_CHARACTER_INFO_VALKYRIE","Maestra dell'ascia a due mani, questa gloriosa guerriera corre da un edificio all'altro ed è in grado di fare a pezzi diverse truppe o strutture contemporaneamente mulinando colpi possenti."
"TID_CHARACTER_INFO_GOLEM","Il potente golem ama assorbire danni! Quando viene distrutto, esplode e si divide in due. I golemiti così generati hanno un quinto della forza e dei punti ferita del golem originario."
"TID_BUTTON_CLAN_MAIL_SEND","Invia messaggio"
"TID_BUTTON_CLAN_MAIL_NEXT","Prossimo messaggio tra:"
"TID_SPECIAL_PACK_BUILDER","Pacchetto principiante"
"TID_BUILDING_TEXT_REQUEST","Richiedi"
"TID_ALLIANCE_DEFAULT_MAIL_MESSAGE","Attenzione, membri del clan:"
"TID_ALLIANCE_MAIL_FAIL_COOLDOWN","Attendi per poter inviare di nuovo un messaggio"
"TID_ATTACK_PERCENTAGE","Attacchi vinti:"
"TID_DEFENCE_PERCENTAGE","Difese vinte:"
"TID_LEAGUE_LEADERBOARDS","La mia lega"
"TID_BUTTON_ROTATE_MORE","Ruota riga"
"TID_LOCAL_NOTIFICATION_LABORATORY_UPGRADE_DONE","<item>: miglioramento al livello <level>"
"TID_PLACED_AFTER_SHUFFLE_POPUP_TITLE","Sei stato inserito in una lega!"
"TID_PROMOTE_POPUP_TITLE","Hai avuto una promozione!"
"TID_DEMOTE_POPUP_TITLE","Oh, no! Sei stato retrocesso!"
"TID_LEAGUE_CHANGE_TEXT","Livello lega: <league>"
"TID_LEAGUE_DROP_OUT_OF_LEAGUE","Non fai più parte di una lega."
"TID_LEAGUE_BRONZE1","Lega Bronzo I"
"TID_LEAGUE_BRONZE2","Lega Bronzo II"
"TID_LEAGUE_BRONZE3","Lega Bronzo III"
"TID_LEAGUE_CRYSTAL1","Lega Cristallo I"
"TID_LEAGUE_CRYSTAL2","Lega Cristallo II"
"TID_LEAGUE_CRYSTAL3","Lega Cristallo III"
"TID_LEAGUE_GOLD1","Lega Oro I"
"TID_LEAGUE_GOLD2","Lega Oro II"
"TID_LEAGUE_GOLD3","Lega Oro III"
"TID_LEAGUE_MASTER1","Lega Master I"
"TID_LEAGUE_MASTER2","Lega Master II"
"TID_LEAGUE_MASTER3","Lega Master III"
"TID_LEAGUE_SILVER1","Lega Argento I"
"TID_LEAGUE_SILVER2","Lega Argento II"
"TID_LEAGUE_SILVER3","Lega Argento III"
"TID_LEAGUE_CHAMPION","Lega Campioni"
"TID_LEAGUE_UNRANKED","Non classificato"
"TID_LEAGUE_TITLE1","Non fai parte di nessuna lega!"
"TID_LEAGUE_TITLE2","Ogni stagione della lega dura un mese. All'inizio di una stagione, attacca il villaggio di un giocatore qualunque per vedere la nuova lega e il nuovo bottino bonus."
"TID_NEXT_LEAGUE","Lega successiva:"
"TID_LEAGUE_PASSED","Superato"
"TID_LEAGUE_SHUFLES","La stagione termina tra: <league_shufle_time>"
"TID_MATCH_VICTORY_BONUS","Bottino bonus massimo:"
"TID_LEAGUE_I","I"
"TID_LEAGUE_II","II"
"TID_LEAGUE_III","III"
"TID_LEAGUE_IV","IV"
"TID_LEAGUE_V","V"
"TID_LEAGUE_BRONZE","Bronzo"
"TID_LEAGUE_SILVER","Argento"
"TID_LEAGUE_GOLD","Oro"
"TID_LEAGUE_CRYSTAL","Cristallo"
"TID_LEAGUE_MASTER","Master"
"TID_LEAGUE_BRONZE1_SHORT","Bronzo I"
"TID_LEAGUE_BRONZE2_SHORT","Bronzo II"
"TID_LEAGUE_BRONZE3_SHORT","Bronzo III"
"TID_LEAGUE_CRYSTAL1_SHORT","Cristallo I"
"TID_LEAGUE_CRYSTAL2_SHORT","Cristallo II"
"TID_LEAGUE_CRYSTAL3_SHORT","Cristallo III"
"TID_LEAGUE_GOLD1_SHORT","Oro I"
"TID_LEAGUE_GOLD2_SHORT","Oro II"
"TID_LEAGUE_GOLD3_SHORT","Oro III"
"TID_LEAGUE_MASTER1_SHORT","Master I"
"TID_LEAGUE_MASTER2_SHORT","Master II"
"TID_LEAGUE_MASTER3_SHORT","Master III"
"TID_LEAGUE_SILVER1_SHORT","Argento I"
"TID_LEAGUE_SILVER2_SHORT","Argento II"
"TID_LEAGUE_SILVER3_SHORT","Argento III"
"TID_LEAGUE_CHAMPION_SHORT","Campioni"
"TID_LEAGUE_INFO_REMEMBER","Scala le classifiche delle leghe per vincere bonus più grandi!"
"TID_LEAGUE_INFO_LOOT_BONUS","Nella Lega Titani I, il bottino bonus massimo è:"
"TID_LEAGUE_INFO_LOOT_BONUS_PROMO","Vincendo una partita nella nuova lega, il bottino bonus max è:"
"TID_LEAGUES_LEAGUE_ORDER","Livelli lega"
"TID_LEAGUES_DIVISIONS","Divisioni"
"TID_LEAGUES_I","I"
"TID_LEAGUES_II","II"
"TID_LEAGUES_III","III"
"TID_LEAGUES_IV","IV"
"TID_LEAGUES_V","V"
"TID_LEAGUES_GET_MORE_TROPHIES","Accumula <number> trofei per partecipare a una lega"
"TID_LEAGUES_UNRANKED_AFTER_SHUFFLE","La stagione della lega è terminata. Attacca un villaggio qualsiasi per entrare in una nuova lega!"
"TID_LEAGUE_DIVISIONS","Divisioni"
"TID_BONUS","Bonus <percentage>:"
"TID_HINT LOOT_BONUS","Il bottino non ti basta? Entra a far parte di una lega e ottieni un bonus per ogni attacco vincente!"
"TID_HINT LEAGUE_PLACEMENT","Se hai abbastanza trofei, attaccando un villaggio qualunque otterrai automaticamente un posto in una lega."
"TID_HINT LEAGUE_PROMOTION","Guadagna più trofei per accedere a una lega di livello più alto. Le leghe di livello superiore ti regalano bottini bonus migliori!"
"TID_HINT LEAGUE_DEMOTION","Se perdi troppi trofei, puoi essere retrocesso a una lega di livello inferiore. Lotta per i tuoi trofei!"
"TID_HINT LEAGUE_SHUFFLING","Ogni stagione della lega dura un mese."
"TID_HINT TOURNAMENT","I conteggi del torneo del clan e della donazione di truppe sono azzerati ogni mese."
"TID_LEAGUE_INFO_LOOT_BONUS3","Partecipare a una lega ti permette di ottenere un bottino bonus per ogni vittoria!"
"TID_LEAGUE_INFO_PLACEMENT_HEADLINE","Attacca il villaggio di un qualsiasi giocatore per accedere a una lega"
"TID_LEAGUE_INFO_PLACEMENT","Il conteggio dei tuoi trofei dopo la partita determina il tuo livello di lega"
"TID_HINT_LEAGUE_SHUFFLING2","Ogni stagione della lega dura un mese."
"TID_BATTLE_LOG_OFFENSE","Registro attacchi"
"TID_BATTLE_LOG_DEFENSE","Registro difese"
"TID_XP_TITLE_PUZZLEANDDRAGONS","Un successo in Giappone!"
"TID_XP_TEXT_PUZZLEANDDRAGONS","Il gioco più famoso del Giappone arriva finalmente in Europa. Scaricalo gratis dall'App Store!"
"TID_XP_BUTTON_PUZZLEANDDRAGONS","Gratis"
"TID_ALLIANCE_MAIL_NOTIFICATION","Hai ricevuto un nuovo messaggio del clan!"
"TID_REQUESTED_FROM_CLAN","Truppe ricevute:"
"TID_XP_TITLE_UNLOCK_PUZZLEANDDRAGONS","Ottimo lavoro, capo!"
"TID_XP_TEXT_UNLOCK_PUZZLEANDDRAGONS","In Puzzle & Dragons puoi sbloccare il dungeon di Clash of Clans! Premi il pulsante qui sotto per accedere al gioco e sbloccarlo."
"TID_XP_BUTTON_UNLOCK_PUZZLEANDDRAGONS","Sblocca"
"TID_NEWS_UPDATE_INFO_TITLE","La leggenda dell'ultimo cucciolo lavico"
"TID_NEWS_UPDATE_INFO_TEXT","L'epica storia di un cucciolo lavico che si rifiuta di mollare. Ispirata a una vera storia Clash, da CamaroBro."
"TID_BUILDING_DARK_TOWER","Torre infernale"
"TID_DARK_TOWER_INFO","Accendi la fiamma a elisir nero della torre infernale per infliggere danni incredibili a bersagli singoli, o per arrostire molteplici obiettivi contemporaneamente. Il suo calore estremo blocca gli effetti di guarigione!"
"TID_ATTACK_WON","Hai vinto"
"TID_ATTACK_LOST","Hai perso"
"TID_ALLIANCE_DEFAULT_TROOP_REQUEST_MESSAGE","Ho bisogno di rinforzi"
"TID_PURCHASE_LIMIT_TITLE","Conferma acquisto"
"TID_PURCHASE_LIMIT_TEXT","Per evitare acquisti accidentali, potrai acquistare di nuovo fra:"
"TID_PURCHASE_LIMIT_CONFIRM","Digita \q<CONFIRM>\q e premi il pulsante OK per acquistare: <ITEM> per <PRICE>."
"TID_ERROR_POP_UP_PERSONAL_BREAK_TITLE","Pausa personale"
"TID_ERROR_POP_UP_PERSONAL_BREAK","Gli abitanti del villaggio hanno bisogno di una breve pausa perché sono rimasti troppo a lungo senza scudo"
"TID_ERROR_POP_UP_PERSONAL_BREAK_BUTTON","Ricarica"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION","La torre infernale è carica!"
"TID_DARKTOWER_AMMO_ALREADY_FULL","La torre infernale è completamente carica!"
"TID_ARTILLERY_AMMO_FILL_CONFIRMATION","L'artiglieria Aquila è carica!"
"TID_ARTILLERY_AMMO_ALREADY_FULL","Artiglieria Aquila completamente carica!"
"TID_PERSONAL_BREAK_ATTACK_DISABLED","Devi attendere il termine della tua pausa personale per iniziare un attacco."
"TID_PERSONAL_BREAK_STARTED","Sei rimasto senza scudo troppo a lungo e presto sarai disconnesso per qualche minuto."
"TID_ALLIANCE_JOIN_CLAN","Unisciti a un clan, o creane uno, e fallo crescere.\n\nI membri del clan si aiutano a vicenda e possono inviarsi truppe e incantesimi di rinforzo."
"TID_BUTTON_APPBANK","Guida AppBank"
"TID_INVALID_DESCRIPTION","Descrizione non valida! Provane un'altra."
"TID_TITLE_REQUEST_TROOPS","Richiedi rinforzi"
"TID_TITLE_CLAN_MAIL_SEND","Invia messaggio"
"TID_SPEED_UP_TROOP_REQUEST_HEADER","Richiedi ora!"
"TID_SPEED_UP_TROOP_REQUEST_TEXT","Non vuoi aspettare e vuoi richiedere subito rinforzi?"
"TID_TROOP_REQUEST_SPEED_UP_SUCCESS","Castello del clan pronto per richieste di rinforzi!"
"TID_BUTTON_SPEED_UP_REQUEST_TROOPS","Richiedi ora!"
"TID_FREEZE_SPELL","Congelamento"
"TID_FREEZE_SPELL_INFO","Raffredda i bollenti spiriti del nemico!\n\nL'incantesimo Congelamento crea un'esplosione criogenica che immobilizza temporaneamente le truppe nemiche e disattiva gli edifici difensivi entro il suo raggio d'azione."
"TID_POPUP_REVENGE_CLEAR_TITLE","Vendetta"
"TID_POPUP_REVENGE_CLEAR","Puoi selezionare Vendetta una volta per ogni voce del Registro difese. Sei davvero pronto?"
"TID_SPELL_TIME","Durata incantesimo: <number> secondi"
"TID_TROOP_REQUEST_SPEED_UP_FAILED_FULL","Il castello del clan è pieno!"
"TID_HINT_SPELL_JUMP_DURATION","Migliora l'incantesimo Salto per dare alle unità più tempo per scavalcare le mura."
"TID_HINT_SPELL_FREEZE","L'incantesimo Congelamento impedisce agli edifici e alle truppe nel raggio d'azione di difendersi."
"TID_HINT_SPELL_FREEZE_DURATION","Migliora l'incantesimo Congelamento per disabilitare le difese e le truppe più a lungo."
"TID_HINT_INFERNO_TOWER_TARGETS_1","La torre infernale può infliggere danni devastanti alle unità a cui mira."
"TID_HINT_INFERNO_TOWER_TARGETS_2","La quantità di danni della torre infernale torna al minimo quando cambia obiettivo."
"TID_HINT_INFERNO_TOWER_AMMO","La torre infernale usa elisir nero per alimentare le sue fiamme. Tienila sempre carica!"
"TID_HINT_ACCOUNT_SECURITY_1","Non dare a nessuno la tua password di Game Center."
"TID_HINT_ACCOUNT_SECURITY_1_ANDROID","Non comunicare mai i tuoi dati personali Google a nessuno."
"TID_HINT_ACCOUNT_SECURITY_2","I dipendenti di Supercell non ti chiederanno mai la password di Game Center."
"TID_HINT_ACCOUNT_SECURITY_2_ANDROID","I dipendenti di Supercell non ti chiederanno mai la password del tuo account Google."
"TID_JUMP_SPELL_INFO","Le mura ti rallentano? Crea una scorciatoia!\n\nLancia questo incantesimo nei pressi delle mura nemiche per creare un percorso sopra di esse, che consentirà alle tue truppe di scavalcare qualsiasi ostacolo con la massima facilità."
"TID_MUTE_PLAYER_BUTTON","Zittisci"
"TID_PLAYER_MUTED","Giocatore zittito!"
"TID_STREAM_REPLAY_TEXT_ATTACK","Attacco contro:"
"TID_STREAM_REPLAY_TEXT_DEFENSE","Difesa contro:"
"TID_SHARE","Condividi replay"
"TID_REPLAY_SHARED_SUCCESS","Replay condiviso!"
"TID_REPLAY_SHARED_FAIL","Hai già condiviso un replay. Condividi ancora tra <time>."
"TID_ELDER_KICK_FAIL_COOLDOWN","Di recente hai espulso un membro del clan. Riprova tra <time>."
"TID_STREAM_REPLAY_BUTTON","Replay"
"TID_HUD_ATTACKER","Attaccante"
"TID_HUD_DEFENDER","Difensore"
"TID_REPLAY_FAILED","Si è verificato un errore durante la visualizzazione del replay."
"TID_FAQ_EXTERNAL_BUTTON","Famitsu"
"TID_CHARACTER_INFO_WARLOCK","La strega non combatte mai da sola, ma è affiancata da guerrieri periti in battaglie passate. La strega migliorata è in grado di evocare più scheletri."
"TID_WARLOCK","Strega"
"TID_HINT_WARLOCK_INFO_1","L'attacco missile della strega è debole, ma i suoi scheletri possono distrarre le difese."
"TID_HINT_WARLOCK_INFO_2","La strega è molto vulnerabile quando tutti i suoi scheletri vengono distrutti."
"TID_POPUP_ANDROID_EXIT_TITLE","Conferma uscita"
"TID_POPUP_ANDROID_EXIT","Vuoi uscire dal gioco?"
"TID_MULTIDEVICE_INFO_ANDROID","Effettua l'accesso a Google Play per salvaguardare i tuoi progressi e giocare su più dispositivi Android."
"TID_MULTIDEVICE_INFO_KUNLUN","Per giocare su più dispositivi Android, scarica Clash of Clans dallo stesso App Store di Android e accedi utilizzando lo stesso account."
"TID_LINK_NEW_DEVICE_TITLE","Collega un dispositivo"
"TID_LINK_NEW_DEVICE_TEXT","Se desideri giocare su due dispositivi, o se vuoi trasferire il tuo account su un nuovo dispositivo, puoi farlo qui."
"TID_LINK_NEW_DEVICE_TEXT2","Per iniziare, toccane uno:"
"TID_LINK_NEW_DEVICE_GAME_CENTER_NOTE","NOTA: se giochi solo su dispositivi iOS utilizzando il tuo account Game Center, non devi collegare i tuoi dispositivi. Basta accedere con lo stesso account Game Center."
"TID_LINK_NEW_DEVICE_OLD_BUTTON","Questo è il\nVECCHIO dispositivo"
"TID_LINK_NEW_DEVICE_NEW_BUTTON","Questo è il\nNUOVO dispositivo"
"TID_LINK_CODE_TITLE","Codice di collegamento"
"TID_LINK_CODE_TEXT","Adesso lascia aperta questa schermata. Sull'altro dispositivo, vai alla schermata di collegamento e tocca il pulsante \qQuesto è il NUOVO dispositivo\q."
"TID_LINK_CODE_TEXT2","Inserisci questo codice nel nuovo dispositivo:"
"TID_DEVICE_LINK_CODE_VALID_TIME","Codice valido:"
