"TID","NO"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","En annen enhet er knyttet til denne landsbyen."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","Last inn på nytt"
"TID_ALLIANCE_INVITATION_FAILED_AVATAR_HAS_TOO_MANY_INVITES","Kan ikke invitere, spillerens innboks er full!"
"TID_DEVICE_LINKED_MAIL_ITEM","En ny enhet ble knyttet til landsbyen din."
"TID_TITLE_SHARE_REPLAY","Del reprise"
"TID_LOOT_GAINED","Utbytte mottatt:"
"TID_IAP_NOT_AVAILABLE","Aktiver kjøp i apper i innstillingene til enheten din."
"TID_IAP_NOT_AVAILABLE_ANDROID","Kjøp er ikke tilgjengelig! Pass på at du bruker en gyldig Google-konto og at den primære betalingsmetoden er gyldig og oppdatert."
"TID_IAP_NOT_AVAILABLE_OLD_GOOGLE_PLAY","Kjøp er ikke tilgjengelig! Google Play Store-appen må oppdateres."
"TID_KICK_FAIL_VISITING","Du kan ikke sparke ut spillere mens du er på besøk."
"TID_SKELETON","Skjelett"
"TID_CHARACTER_INFO_SKELETON","Denne vandøde skapningen utgjør ingen stor trussel alene. Men den kjemper aldri alene siden heksen kan påkalle en endeløs horde med skjeletter som angriper fienden din!"
"TID_CHARACTER_INFO_SKELETON2","Denne vandøde skapningen utgjør ingen stor trussel alene. Men den kjemper aldri alene, siden slippskipet kan kaste en endeløs horde med skjeletter mot fiendene dine!"
"TID_GOLEM_SEC","Golemitt"
"TID_CHARACTER_INFO_GOLEM_SEC","Golemitter er mindre golemer som blir laget i den enorme skapningen. Når golemen ødelegges, våkner golemittene til liv og fortsetter å kjempe!"
"TID_MAX_SUMMONED_UNITS","Maksimalt antall tilkalte enheter: <number>"
"TID_IAP_TRANSACTION_PENDING","Vent litt. Transaksjonen behandles."
"TID_ACHIEVEMENT_LEAGUE_TITLE","All-Star-liga"
"TID_ACHIEVEMENT_LEAGUE_PROGRESS_1","Bli med i krystalligaen"
"TID_ACHIEVEMENT_LEAGUE_PROGRESS_2","Ta deg til mesterligaen"
"TID_ACHIEVEMENT_LEAGUE_PROGRESS_3","Bli stormester!"
"TID_VIEW_ALLIANCE_TAB","Vis klan"
"TID_VIEW_PROFILE_TAB","Spillerprofil"
"TID_ACHIEVEMENT_DESTROY_XBOW_TITLE","X-bue-ekspederer"
"TID_ACHIEVEMENT_DESTROY_XBOW","Ødelegg <number> X-buer i flerspillerkamper"
"TID_ACHIEVEMENT_DESTROY_XBOW_ONE","Ødelegg én X-bue i en flerspillerkamp"
"TID_ACHIEVEMENT_DESTROY_INFERNO_TITLE","Brannmann"
"TID_ACHIEVEMENT_DESTROY_INFERNO","Ødelegg <number> infernotårn i flerspillerkamper"
"TID_TOWN_HALL_UPGRADE_WARNING","Merk: Hvis du oppgraderer, vil du få mindre utbytte fra motstandere med rådhus på nivå <number> eller lavere."
"TID_SHARE_REPLAY_FAILED","Reprisen har allerede blitt delt av en annen spiller"
"TID_SHARE_REPLAY_FAILED2","Reprisen har allerede blitt delt"
"TID_ACHIEVEMENT_GOLDSTORAGE_COMPLETED","Høyeste gullagernivå: <value>"
"TID_ACHIEVEMENT_NPC_STARS_COMPLETED","Stjerner på operasjonskart: <value>"
"TID_ACHIEVEMENT_TOWN_HALL_COMPLETED","Gjeldende nivå på rådhuset: <value>"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_COMPLETED","Antall hindringer fjernet: <value>"
"TID_ACHIEVEMENT_LOOT_GOLD_COMPLETED","Mengde gull stjålet: <value>"
"TID_ACHIEVEMENT_LOOT_ELIXIR_COMPLETED","Mengde eliksir stjålet: <value>"
"TID_ACHIEVEMENT_VICTORY_POINTS_COMPLETED","Trofé-rekord: <value>"
"TID_ACHIEVEMENT_CASTLE_COMPLETED","Gjeldende nivå på klanslott: <value>"
"TID_ACHIEVEMENT_DESTROY_WALLS_COMPLETED","Antall murer ødelagt: <value>"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL_COMPLETED","Antall rådhus ødelagt: <value>"
"TID_ACHIEVEMENT_DESTROY_BUILDER_COMPLETED","Antall byggerhytter ødelagt: <value>"
"TID_ACHIEVEMENT_PVP_ATTACKS_COMPLETED","Antall flerspillerkamper vunnet: <value>"
"TID_ACHIEVEMENT_PVP_DEFENSES_COMPLETED","Antall forsvar vunnet: <value>"
"TID_ACHIEVEMENT_DONATE_UNITS_COMPLETED","Mengde gitt bort: <value>"
"TID_ACHIEVEMENT_DESTROY_MORTARS_COMPLETED","Antall mortere ødelagt: <value>"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_COMPLETED","Mengde mørk eliksir stjålet: <value>"
"TID_ACHIEVEMENT_DESTROY_XBOW_COMPLETED","Antall X-buer ødelagt: <value>"
"TID_ACHIEVEMENT_DESTROY_INFERNO_COMPLETED","Antall infernotårn ødelagt: <value>"
"TID_LINK_DEVICE_BUTTON","Knytt til en enhet"
"TID_OPEN_GAMECENTER_BUTTON","Åpne Game Center"
"TID_LINK_TARGET_IOS_BUTTON","Jeg vil knytte til\nen iPhone, iPad eller iPod"
"TID_LINK_TARGET_IOS_BUTTON_ANDROID","Jeg vil knytte til\nen Android-enhet"
"TID_LINK_TARGET_OTHER_BUTTON","Jeg vil knytte til\nen annen enhet"
"TID_LINK_TARGET_DEVICE_TYPE","Målenhet"
"TID_LINK_TARGET_DEVICE_TEXT","Velg typen enhet du vil knytte til:"
"TID_ANDROID_BILLING_PRODUCT_NOT_AVAILABLE_PRICE","Trykk for info!"
"TID_ALLIANCE_INVITATION_FAILED_NO_RIGHTS","Bare seniorer og ledere kan invitere nye medlemmer!"
"TID_GOOGLE_SERVICE_CONNECT_TITLE","Det anbefales med Google Play Sign-In"
"TID_GOOGLE_SERVICE_CONNECT_TEXT","Høvding!\n<c2>Beskytt fremdriften nå</c> ved å logge inn med Google Play-kontoen din.\n\nDa <c2>vil du kunne gjenopprette landsbyen på en annen Android-enhet</c> når du logger inn igjen med samme Google Play-konto."
"TID_GOOGLE_SERVICE_CONNECT_BUTTON","Koble til"
"TID_ACCOUNT","Enheter"
"TID_LINK_SAME_PLATFORM_TITLE","Synkroniser med Game Center"
"TID_LINK_SAME_PLATFORM_TITLE_ANDROID","Synkroniser med Google-konto"
"TID_LINK_SAME_PLATFORM_TITLE_KUNLUN","Synkroniser med kontoen din"
"TID_LINK_SAME_PLATFORM","Hvis du vil spille på flere iOS-enheter, må du passe på å være logget på Game Center på denne enheten.\n\nDeretter logger du på Game Center med den andre enheten. Fremdriften vil bli synkronisert automatisk."
"TID_LINK_SAME_PLATFORM_ANDROID","Hvis du vil spille på flere Android-enheter, må du passe på at du er logget på Google-kontoen din i spillets innstillinger.\n\nLogg deretter på Google-kontoen din på den andre enheten. Fremdriften vil bli synkronisert automatisk."
"TID_LINK_SAME_PLATFORM_KUNLUN","Hvis du vil spille på flere Android-enheter, kan du laste ned Clash of Clans fra samme Android App Store og logge på med samme konto. Fremdriften vil synkroniseres automatisk."
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_TITLE","Ikke knyttet til Game Center"
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED","Landsbyen din er ikke blitt knyttet til en Game Center-konto. Sørg for at du er logget på en Game Center-konto som ikke er tilknyttet en eksisterende landsby, og start spillet på nytt.\n\nDu vil få spørsmål om du vil knytte den gjeldende landsbyen til Game Center-kontoen. Svar \qJa\q.\n\nADVARSEL: Landsbyer knyttes til på permanent basis. Dette kan ikke endres senere."
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_TITLE_ANDROID","Ikke knyttet til Google Play"
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_ANDROID","Landsbyen din er ikke knyttet til en Google-konto. Gå tilbake til innstillingsskjermen og logg deg på en Google Play-konto som ikke er tilknyttet en eksisterende landsby.\n\nADVARSEL: Landsbyer knyttes til på permanent basis. Dette kan ikke endres senere."
"TID_DEVICE_LINK_WRONG_ACCOUNT_TITLE","Du er logget på feil konto"
"TID_DEVICE_LINK_WRONG_ACCOUNT","Den gjeldende landsbyen er knyttet til en annen Game Center-konto enn den du er logget inn på.\n\nLogg ut av Game Center-appen, og logg på igjen med kontoen som er knyttet til denne landsbyen.\n\nDeretter kan du prøve på nytt."
"TID_DEVICE_LINK_WRONG_ACCOUNT_ANDROID","Den gjeldende landsbyen er knyttet til en annen Google-konto enn den du er logget inn på.\n\nLogg ut av Google-kontoen fra innstillingsskjermen, og logg på igjen med kontoen som er knyttet til denne landsbyen.\n\nDeretter kan du prøve på nytt."
"TID_DEVICE_LINK_ERROR_ALREADY_BOUND_TO_ALL_PLATFORMS_TITLE","Allerede tilknyttet"
"TID_DEVICE_LINK_ERROR_ALREADY_BOUND_TO_ALL_PLATFORMS","Den gjeldende landsbyen er allerede tilknyttet. Tilknytting kan bare gjøres én gang."
"TID_LINK_CANCELLED_TITLE","Tilknytting avbrutt"
"TID_LINK_CANCELLED","Du har avbrutt tilknyttingen. Ingen enheter ble tilknyttet."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH","Kan ikke overskrive landsby"
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT","Landsbyen din er allerede permanent tilknyttet Game Center-kontoen du er logget inn på.\n\nSiden landsbyen allerede har fremgang (rådhus på nivå <level> eller et kjøp er foretatt), kan den ikke overskrives lenger."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_ANDROID","Landsbyen din er allerede permanent tilknyttet Google-kontoen du er logget inn på.\n\nSiden landsbyen allerede har fremgang (rådhus på nivå <level> eller et kjøp er foretatt), kan den ikke overskrives lenger."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_KUNLUN","Landsbyen din er allerede permanent tilknyttet kontoen du er logget inn på.\n\nSiden basen allerede har fremgang (rådhus på nivå <level> eller et kjøp er foretatt), kan den ikke overskrives lenger."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM","Tilknytting med kode ikke tilgjengelig"
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT","Du trenger ikke bruke tilknytting med kode for å spille på flere iOS-enheter.\n\nFor å spille på en annen iOS-enhet er det bare å logge den andre enheten inn på Game Center. Deretter, på denne enheten, logger du inn med samme Game Center-konto.\n\nFremgangen din vil automatisk synkroniseres gjennom din Game Center-konto."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_ANDROID","Du trenger ikke å bruke tilknytting med kode for å spille på flere Android-enheter.\n\nFor å spille på en annen Android-enhet, må du først sørge for at du er logget inn på Google Play med den andre enheten. Deretter logger du inn på Google Play med denne enheten. (Du kan logge på Google Play fra spillets innstillinger.)\n\nFremdriften vil synkroniseres automatisk."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_KUNLUN","Du trenger ikke bruke tilknytting med kode for å spille på flere Android-enheter.\n\nHvis du vil spille på en annen Android-enhet, trenger du bare å laste ned Clash of Clans fra samme Android App Store og logge på med samme konto.\n\nFremdriften vil synkroniseres automatisk."
"TID_DEVICE_LINK_SUCCESFULL_TITLE","Tilknyttet!"
"TID_DEVICE_LINK_SUCCESFULL_NEW","Du har knyttet denne enheten til kontoen din. Trykk på OK for å begynne å spille, så vil kontoen lastes inn. Ha det gøy!"
"TID_DEVICE_LINK_SUCCESFULL_OLD_NO_DEVICE","Du har knyttet en ny enhet til kontoen din!"
"TID_DEVICE_LINK_SUCCESFULL_OLD","Du har knyttet den følgende enheten til kontoen din:"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_0_TITLE","Det har oppstått en feil (100)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_0","Noe gikk feil. Prøv igjen!"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_1_TITLE","Det har oppstått en feil (101)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_1","Noe gikk feil. Prøv igjen!"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_2_TITLE","Det har oppstått en feil (102)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_2","Noe gikk feil. Prøv igjen!"
"TID_ACCEPT_FRIEND_ERROR_BANNED","Spilleren er utestengt, så vedkommende kan ikke legges til som venn."
"TID_ACCEPT_FRIEND_ERROR_TOO_MANY_FRIENDS","Kunne ikke legge til venn, for vennelisten din er full!"
"TID_ACCEPT_FRIEND_ERROR_GENERIC","Kunne ikke legge til venn, prøv igjen senere"
"TID_EDIT_MODE_CANNOT_SAVE","Dette er en aktiv layout, og den kan ikke fullføres senere"
"TID_EDIT_MODE_SAVE_FIRST","Du må fullføre landsbyen din først"
"TID_POPUP_EDIT_MODE_SAVE_TITLE","Lagre endringer"
"TID_POPUP_EDIT_MODE_SAVE","Er du sikker på at du vil lagre endringene?"
"TID_POPUP_EDIT_MODE_DISCARD_TITLE","Avbryte redigering?"
"TID_POPUP_EDIT_MODE_DISCARD","Er du sikker på at du vil forkaste endringene og avslutte redigeringsmodus?"
"TID_POPUP_EDIT_MODE_COLLECT_TITLE","Samle alle"
"TID_POPUP_EDIT_MODE_COLLECT","Er du sikker på at du vil samle alle bygningene?"
"TID_EDIT_MODE_SAVE_BUTTON","Lagre"
"TID_EDIT_MODE_CANCEL_BUTTON","Avbryt"
"TID_EDIT_MODE_COPY_BUTTON","Kopier\nlayout"
"TID_EDIT_MODE_ERASE_ON","Sletting på"
"TID_EDIT_MODE_ERASE_OFF","Sletting av"
"TID_EDIT_MODE_REMOVE_ALL_BUTTON","Fjern alle"
"TID_VILLAGE_EDIT_MODE","Landsby-redigeringsmodus"
"TID_EDIT_MODE_TIP1","Plasser bygninger i beholdningen ved å bruke \qFjern alle\q eller \qSlettemodus\q"
"TID_EDIT_MODE_TIP2","Dra bygninger fra beholdningen for å plassere dem"
"TID_DEVICE_LINK_CONFIRMATION_TOWNHALL_LEVEL","Rådhus på nivå <level>"
"TID_EDIT_MODE_REMOVE_BUTTON","Fjern"
"TID_EDIT_MODE_TIP_WALLS","Dra fra pilen for å bygge murer"
"TID_OPEN_GAMECENTER_BUTTON_ANDROID","Logg på Google"
"TID_GOOGLE_SERVICE_SIGN_IN","Logg på"
"TID_NEWS_RESOURCE_BOOST_TITLE","Helgetilbud!"
"TID_NEWS_RESOURCE_BOOST","Du kan nå øke mengden ressurser du får fra ressursinnsamlerne, for kun ÉN JUVEL per innsamler."
"TID_BUTTON_REPAIR_TRAP","Armer"
"TID_BUTTON_REPAIR_TRAP_ALL","Armer alle"
"TID_TRAP_DAMAGE","Skade: <number>"
"TID_TRAP_TRIGGER_RADIUS","Utløserradius:"
"TID_CREDITS_BUTTON","Medvirkende"
"TID_TERMS_OF_SERVICE_BUTTON","Bruksvilkår"
"TID_PRIVACY_POLICY_BUTTON","Personvernpolicy"
"TID_ABOUT_TITLE","Om"
"TID_POPUP_TEXT_ABOUT_TO_SELL_FREE","Vil du virkelig fjerne <item>?"
"TID_TRAP_REPAIR_COST","Armering koster: <number>"
"TID_TRAP_BROKEN","<item> (ikke armert)"
"TID_POPUP_TEXT_ABOUT_TO_REARM_ALL","Vil du virkelig armere alle fellene for <number> <resource>?"
"TID_POPUP_REARM_ALL","Armer alle fellene"
"TID_TRAP_DAMAGE_RADIUS","Effektområde: <number> felter"
"TID_ALLIANCE_INVITATION_FAILED_USER_BANNED","Kan ikke invitere, spilleren er utestengt fra klanen din!"
"TID_CLAN_JOIN_FAIL_BANNED","Kan ikke bli med, du er utestengt fra denne klanen."
"TID_ACCOUNT_LOCKED_TITLE","Konto låst"
"TID_ACCONT_LOCKED_TEXT","Kontoen din har blitt låst av sikkerhetsårsaker. Skriv inn opplåsningskoden for å få tilgang til kontoen igjen."
"TID_ACCOUNT_LOCKED_TEXT2","Skriv inn opplåsningskoden her:"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Ikke mulig å låse opp konto"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","Det er ikke mulig å låse opp kontoen akkurat nå. Prøv igjen senere."
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Prøv igjen"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Ugyldig opplåsningskode!"
"TID_ABOUT_WEIBO","Weibo"
"TID_ABOUT_FACEBOOK","Facebook"
"TID_ABOUT_TWITTER","Twitter"
"TID_VILLAGE_EDIT_SAVE_FAILED","Kunne ikke lagre landsbyen. Prøv igjen."
"TID_DECO_CAP_REACHED","Du har allerede bygget det maksimale antallet av disse dekorasjonene."
"TID_TRAP_CAP_REACHED","Du har allerede bygget det maksimale antallet av disse fellene."
"TID_XP_TITLE_HAYDAY","Spill Hay Day!"
"TID_XP_TEXT_HAYDAY","Bli ett med naturen, og opplev et fredelig og enkelt liv med gårdsdrift og dyrehold"
"TID_XP_BUTTON_HAYDAY","Gratis"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Kjøpet mislyktes"
"TID_ERROR_POP_UP_PURCHASE_FAILED","Betalingsserveren svarer ikke. Prøv igjen senere."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","OK"
"TID_GOOGLE_ACCOUNT_ALREADY_BOUND","Google Play Sign-In mislyktes! Google-kontoen din er tilknyttet en annen spillkonto."
"TID_BUTTON_ATTACK_MODE_SINGLE","Én"
"TID_BUTTON_ATTACK_MODE_MULTIPLE","Flere"
"TID_HINT_AIR_MINE_MINION","Målsøkende luftminer finner ikke lakeier"
"TID_HINT_VILLAGE_EDIT_MODE","Med landsby-redigeringsmodus kan du enkelt omorganisere landsbyen"
"TID_HINT_TRAP_REPAIR","Feller og bomber må armeres på nytt etter å ha blitt brukt"
"TID_HINT_TRAP_UPGRADING","Husk å oppgradere fellene slik at du ikke får besøk av uønskede gjester"
"TID_HINT_SAFEGUARD_PROGRESS","Logg inn med Game Center-kontoen din for å beskytte fremdriften."
"TID_HINT_SAFEGUARD_PROGRESS_ANDROID","Logg inn med Google Play-kontoen din for å beskytte fremdriften."
"TID_START_WAR","Start krig!"
"TID_START_WAR_FAILED_ALREADY_IN_WAR","Kan ikke starte en ny krig, klanen din er allerede med i en krig."
"TID_START_WAR_FAILED_NO_RIGHTS","Bare ledere og ass. ledere kan starte kriger."
"TID_START_WAR_FAILED_NOT_ENOUGH_MEMBERS","Kan ikke starte en krig, ikke nok egnede klanmedlemmer."
"TID_START_WAR_FAILED_GENERIC_ERROR","Kan ikke starte en krig, prøv igjen senere."
"TID_START_WAR_FAILED_NOT_IN_ALLIANCE","Kan ikke starte en krig. Du må være med i en klan for å starte kriger."
"TID_START_WAR_FAILED_PENDING_REQUEST_EXISTS","Kan ikke starte krig - det finnes en ubesvart forespørsel"
"TID_START_WAR_FAILED_ENEMY_HAS_TOO_MANY_REQUESTS_PENDING","Kan ikke starte krig - det finnes for mange ubesvarte forespørsler"
"TID_START_WAR_FAILED_WAR_REQUEST_REJECTED","Utfordringen til en uhøytidelig krig kunne ikke sendes, siden denne klanen nylig har avvist en utfordring fra deg. Prøv igjen senere."
"TID_START_WAR_FAILED_WAR_REQUEST_NO_LONGER_EXISTS","Kan ikke starte krig - forespørselen er ikke lenger tilgjengelig"
"TID_START_WAR_FAILED_WAR_COOLDOWN_ACTIVE","Kan ikke starte krig - krigsventetiden er aktiv"
"TID_CLAN_STAT_VICTORIES","Seiere:"
"TID_CLAN_STAT_DEFEATS","Nederlag:"
"TID_LAST_WAR","Siste krig:"
"TID_PUSH_WAR_0","Det er erklært krig mot <data>!"
"TID_PUSH_WAR_1","Krigsforberedelsene er snart avsluttet!"
"TID_PUSH_WAR_2","Kampdagen mot <data> har startet!"
"TID_PUSH_WAR_3","Krigen mot <data> er snart over."
"TID_PUSH_WAR_4","Krigen mot <data> er over."
"TID_ALLIANCE_WAR_VICTORY","Seier"
"TID_ALLIANCE_WAR_DEFEAT","Nederlag"
"TID_OBSTACLE_XMASPRESENT","Gave"
"TID_TRAP_SANTA","Nisseforsvar"
"TID_TRAP_SANTA_INFO","Legg igjen en liten gave til fiendene dine. Du vil garantert bli belønnet for sjenerøsiteten."
"TID_NUMBER_TARGETS","Antall mål: <number>"
"TID_INFO_DAMAGE_TYPE_MULTIPLE","Flere mål"
"TID_VILLAGE_EDIT_SUCCESS","Landsbyen er lagret!"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","Beklager, serverne vedlikeholdes. Prøv igjen om noen timer."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","Beklager, serverne vedlikeholdes. Prøv igjen om et par timer."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Beklager, serverne vedlikeholdes. Prøv igjen om ca. halvannen time."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","Beklager, serverne vedlikeholdes. Prøv igjen om ca. en time."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","Beklager, serverne vedlikeholdes. Prøv igjen om ca. <value> minutter."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","Beklager, serverne vedlikeholdes. Prøv igjen om noen minutter."
"TID_EVENT_BOOST_BARRACKS","Julekampanje: Forsterk alle brakker og eliksirpumper for bare én juvel per enhet! Varer til 7. januar."
"TID_NEWS_VIDEO_TITLE","Bli den første som får se den!"
"TID_NEWS_VIDEO_TEXT","Se favorittfigurene dine fra Clash våkne til liv i TV-ruten i en ny animert reklame!"
"TID_NEWS_VIDEO_BUTTON","Se den nå!"
"TID_FAQ_TITLE_INTERNET","Noen ganger mister jeg forbindelsen. Hvordan kan jeg unngå dette?"
"TID_FAQ_TEXT_INTERNET","For å minimere risikoen bør du bruke en stabil og sterk tilkobling (Wi-Fi eller 3G/4G) fra en pålitelig Internett-tilbyder. Dessuten: Før du spiller, bør du lukke alle andre apper som er åpne unødvendig, og som kan bruke av båndbredden."
"TID_EDIT_MODE_NEED_TO_FINISH","Den forrige redigeringsøkten for landsbyen er gjenopprettet"
"TID_TRAINING_CAPACITY","Treningskapasitet: <number>"
"TID_EVENT_BOOST_GEM_AMOUNT","1x"
"TID_FAQ_TITLE_BUYING_ANDROID","Jeg får ikke til å kjøpe juveler. Hjelp!"
"TID_PROMOTE_TO_COLEADER_CONFIRMATION_TITLE","Forfremme?"
"TID_PROMOTE_TO_COLEADER_CONFIRMATION","Forfremme <name> til ass. klanleder?"
"TID_DEMOTE_TO_ADMIN_CONFIRMATION_TITLE","Degradere?"
"TID_DEMOTE_TO_ADMIN_CONFIRMATION","Degradere <name> til klansenior?"
"TID_ALLIANCE_ROLE_COLEADER","Ass. leder"
"TID_ALLIANCE_WAR_PREPARATION_TIME_TITLE","Forberedelsesdag"
"TID_ALLIANCE_WAR_ATTACK_TIME_TITLE","Kampdag"
"TID_ALLIANCE_WAR_NOT_IN_CLAN","Du må bli med i en klan før du kan delta i klankriger!"
"TID_ALLIANCE_WAR_VISIT_FAILED_NOT_FOUND","Kan ikke besøke, finner ikke landsbyen. Prøv igjen senere."
"TID_ALLIANCE_WAR_VISIT_FAILED_UNAVAILABLE","Kan ikke besøke, landsbyen er ikke tilgjengelig. Prøv igjen senere."
"TID_ALLIANCE_WAR_VISIT_FAILED","Kan ikke besøke, prøv igjen senere."
"TID_ALLIANCE_WAR_SAVE_VILLAGE","Lagre landsby"
"TID_ALLIANCE_WAR_SNAPSHOT_FAILED","Kunne ikke lagre landsbyen, prøv igjen senere."
"TID_ALLIANCE_WAR_ATTACK_FAILED_ALL_ATTACKS_USED","Du har allerede brukt alle angrepene dine i denne krigen."
"TID_ALLIANCE_WAR_ATTACK_FAILED_INVALID_TARGET","Kan ikke angripe denne landsbyen, den er et ugyldig mål."
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_NOT_IN_WAR","Du kan ikke angripe i denne krigen. Du ble med i klanen etter at krigen hadde startet."
"TID_ALLIANCE_WAR_ATTACK_FAILED_ATTACK_ONGOING","Du angriper allerede et mål. Prøv igjen senere."
"TID_ALLIANCE_WAR_ATTACK_FAILED_SNAPSHOT_NOT_AVAILABLE","Kan ikke angripe. Mållandsbyen er ikke tilgjengelig."
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_UNDER_ATTACK","Landsbyen er allerede angrepet. Prøv igjen senere."
"TID_ALLIANCE_WAR_ATTACK_FAILED","Kan ikke angripe denne landsbyen. Prøv igjen senere."
"TID_ALLIANCE_WAR_LOOKING_FOR_OPPONENT","Søker etter motstanderklan ..."
"TID_ALLIANCE_WAR_WAR_STARTING","Det er erklært krig"
"TID_ALLIANCE_WAR_STREAM_DEFENDED","Forsvart!"
"TID_ALLIANCE_WAR_NUM_DEFENCES","Forsvart: <number>"
"TID_ALLIANCE_WAR_PREPARE_FOR_WAR","Gjør deg klar til krig!"
"TID_ALLIANCE_WAR_IN_WAR","Krigen har startet!"
"TID_ALLIANCE_WAR_ENDED","Krigen er over"
"TID_BONUS_GEMBOX","Juvelkasse"
"TID_HERO_ABILITY_TIME","Ferdighetstid: <number> sekunder"
