"TID","ES"
"TID_RESOURCE_PACK_DARK_ELIXIR_10","Almacenes al 10 %"
"TID_RESOURCE_PACK_DARK_ELIXIR_50","Almacenes al 50 %"
"TID_XBOW_LOADING_COST","Coste de carga: <number> de <resource>"
"TID_SPEED_UP_HERO_HEALTH_HEADER","¡Curar ya!"
"TID_SPEED_UP_HERO_HEALTH_TEXT","¿Quieres restaurar la salud de tu <item> al máximo?"
"TID_BUTTON_ENERGIZE","Curar"
"TID_POPUP_BOOST_DARK_ELIXIR_COLLECTOR","¿Quieres duplicar la producción de elixir oscuro durante <time>?"
"TID_FULLY_LOADED","Totalmente cargada"
"TID_SHIELD_SCORE_LIMIT","No disponible por encima de <number> trofeos."
"TID_SHOP_NEW_ITEM","Nuevo"
"TID_BUTTON_LOCAL_HIGHSCORE","Local"
"TID_BUTTON_GLOBAL_HIGHSCORE","General"
"TID_TRAP_AIR","Bomba aérea"
"TID_TRAP_AIR_INFO","Es la última invención en el campo de control de plagas. Esta trampa puede infligir un gran daño a varias unidades aéreas localizadas en un área pequeña."
"TID_TRAP_AIR_MEGA","Mina de rastreo aéreo"
"TID_TRAP_AIR_MEGA_INFO","¿Es un pájaro? ¿Es un avión? Poco importa, puesto que la mina de rastreo aéreo lo volará todo por los aires. Esta trampa inflige un daño devastador en cualquier unidad aérea."
"TID_LOCAL_NOTIFICATION_HERO_HAS_FULL_HEALTH","¡<name> disponible para otra batalla!"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Compras integradas"
"TID_INFO_POP_UP_IAP_NOTE","Clash of Clans es gratuito, pero puedes acelerar tu progreso con compras integradas. Si no quieres hacerlo, deshabilítalas en los ajustes de tu dispositivo. Recuerda que debes tener más de 13 años para jugar."
"TID_INFO_POP_UP_IAP_NOTE_ANDROID","Clash of Clans es gratuito, pero puedes acelerar tu progreso con compras integradas. Si no quieres hacerlo, activa la protección por contraseña para las compras en los ajustes de Google Play Store. Recuerda que debes tener más de 13 años para jugar."
"TID_INFO_POP_UP_IAP_NOTE_KUNLUN","Clash of Clans es gratuito, pero puedes acelerar tu progreso con compras integradas."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","Vale"
"TID_NEW_CLAN_MEMBER","Nuevo"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_SCORES","No se ha encontrado ninguna clasificación en tu zona."
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY","¡Tus tropas están listas para la batalla!"
"TID_DARK_ELIXIR_BARRACK","Cuartel oscuro"
"TID_DARK_ELIXIR_BARRACK_INFO","El cuartel oscuro abrirá las puertas a criaturas engendradas con elixir oscuro. Mejóralo para desbloquear más tropas con habilidades de combate excepcionales."
"TID_WARRIORGIRL","Valquiria"
"TID_BOARRIDER","Montapuercos"
"TID_GARGOYLE","Esbirro"
"TID_GOLEM","Gólem"
"TID_LABORATORY_UPGRADING","Mejorando:"
"TID_LABORATORY_HINT","Selecciona una unidad para mejorarla."
"TID_LABORATORY_HINT2","Desliza el dedo por la pantalla para ver la lista completa de mejoras."
"TID_POPUP_UPGRADE_NOT_AVAILABLE_TITLE","<character> (nivel <number>)"
"TID_BUTTON_SELECT_MORE","Marcar fila"
"TID_SINGLE_PLAYER_AVAILABLE_LOOT","Botín disponible:"
"TID_CHARACTER_INFO_BARBARIAN","Este intrépido guerrero confía en sus potentes músculos y en su llamativo bigote para causar estragos en las aldeas enemigas. ¡Libera una horda de bárbaros y disfruta del caos!"
"TID_CHARACTER_INFO_ARCHER","A estas tiradoras de primera les gusta mantener las distancias tanto en el campo de batalla como en la vida misma. Nada las hace más felices que derribar objetivos sistemáticamente."
"TID_CHARACTER_INFO_GOBLIN","Estas molestas criaturillas solo tienen ojos para una cosa: ¡el botín! Son más veloces que una trampa con muelle y su sed de recursos es infinita."
"TID_CHARACTER_INFO_GIANT","Estos grandullones pueden parecer tranquilos, pero enséñales una torreta o un cañón y se desatará su furia interior. Son lentos, pero resistentes, y su principal habilidad consiste en encajar golpes."
"TID_CHARACTER_INFO_WALLBREAKER","Nada emociona más a los impasibles rompemuros que volar muros por los aires. Un escuadrón entero abrirá paso a tus unidades de infantería, ¡y lo hará a lo grande!"
"TID_CHARACTER_INFO_BALLOON","Estos esqueletos venidos a más han cambiado su efímera pasión por colisionar contra los muros por el bienestar que proporciona el destruir defensas desde el aire. ¡Despliégalos para eliminar los irritantes morteros y cañones!"
"TID_CHARACTER_INFO_WIZARD","El mago es una presencia terrorífica en el campo de batalla. Júntalo con algunos de sus compañeros para que lancen destructivas explosiones concentradas sobre cualquier objetivo terrestre o aéreo."
"TID_CHARACTER_INFO_HEALER","Esta majestuosa criatura vive para proteger y ayudar a sus tropas aliadas. Cualquier ejército mejora con su refuerzo curativo, ¡pero asegúrate de protegerla de los cohetes de defensa!"
"TID_CHARACTER_INFO_DRAGON","Todo el mundo conoce el poder de los dragones. Este terror escamado de los cielos no tiene piedad, y nada escapa a su ardiente aliento."
"TID_CHARACTER_INFO_PEKKA","¿Qué es el P.E.K.K.A., un samurái o un robot? ¡Nadie lo sabe! Su armadura absorbe hasta el más potente de los golpes."
"TID_CHARACTER_INFO_MINION","Este terror de los cielos nació del elixir oscuro. Indetectables por la mina de rastreo aéreo, los esbirros se materializan con facilidad, pero son frágiles en nuestro mundo."
"TID_CHARACTER_INFO_RIDER","Tras domesticar al fiero cerdo saltarín, los montapuercos castigan a todo lo que se oculta tras los enclenques muros. Impulsados por el elixir oscuro, estos guerreros no conocen la derrota."
"TID_CHARACTER_INFO_VALKYRIE","Una auténtica maestra del hacha a dos manos que se lanza a la carrera para aplastar tropas y edificios enemigos cercanos con su ataque torbellino."
"TID_CHARACTER_INFO_GOLEM","Al temible gólem le encanta absorber daño. Al destruirse, explota y se divide en dos golemitas que tienen un quinto de la fuerza y de la vida del gólem original."
"TID_BUTTON_CLAN_MAIL_SEND","Enviar mensaje"
"TID_BUTTON_CLAN_MAIL_NEXT","Próximo mensaje en:"
"TID_SPECIAL_PACK_BUILDER","Lote de principiante"
"TID_BUILDING_TEXT_REQUEST","Pedir"
"TID_ALLIANCE_DEFAULT_MAIL_MESSAGE","Atención, aliados:"
"TID_ALLIANCE_MAIL_FAIL_COOLDOWN","Debes esperar antes de poder enviar otro mensaje."
"TID_ATTACK_PERCENTAGE","Vict. en ataque:"
"TID_DEFENCE_PERCENTAGE","Vict. en defensa:"
"TID_LEAGUE_LEADERBOARDS","Mi liga"
"TID_BUTTON_ROTATE_MORE","Girar fila"
"TID_LOCAL_NOTIFICATION_LABORATORY_UPGRADE_DONE","Mejora terminada: <item> (nivel <level>)"
"TID_PLACED_AFTER_SHUFFLE_POPUP_TITLE","¡Te has unido a una liga!"
"TID_PROMOTE_POPUP_TITLE","¡Te han ascendido!"
"TID_DEMOTE_POPUP_TITLE","¡Oh, no! ¡Te han degradado!"
"TID_LEAGUE_CHANGE_TEXT","Nivel de liga: <league>"
"TID_LEAGUE_DROP_OUT_OF_LEAGUE","Ya no estás en ninguna liga."
"TID_LEAGUE_BRONZE1","Liga de Bronce I"
"TID_LEAGUE_BRONZE2","Liga de Bronce II"
"TID_LEAGUE_BRONZE3","Liga de Bronce III"
"TID_LEAGUE_CRYSTAL1","Liga de Cristal I"
"TID_LEAGUE_CRYSTAL2","Liga de Cristal II"
"TID_LEAGUE_CRYSTAL3","Liga de Cristal III"
"TID_LEAGUE_GOLD1","Liga de Oro I"
"TID_LEAGUE_GOLD2","Liga de Oro II"
"TID_LEAGUE_GOLD3","Liga de Oro III"
"TID_LEAGUE_MASTER1","Liga de Maestros I"
"TID_LEAGUE_MASTER2","Liga de Maestros II"
"TID_LEAGUE_MASTER3","Liga de Maestros III"
"TID_LEAGUE_SILVER1","Liga de Plata I"
"TID_LEAGUE_SILVER2","Liga de Plata II"
"TID_LEAGUE_SILVER3","Liga de Plata III"
"TID_LEAGUE_CHAMPION","Liga de Campeones"
"TID_LEAGUE_UNRANKED","Sin rango"
"TID_LEAGUE_TITLE1","No estás en ninguna liga"
"TID_LEAGUE_TITLE2","Cada temporada de liga dura un mes. Cuando comience, ataca la aldea de un jugador para ver tu nueva liga y tu botín de bonus."
"TID_NEXT_LEAGUE","Siguiente liga:"
"TID_LEAGUE_PASSED","Superada"
"TID_LEAGUE_SHUFLES","Fin de temporada en: <league_shufle_time>"
"TID_MATCH_VICTORY_BONUS","Botín de bonus máx.:"
"TID_LEAGUE_I","I"
"TID_LEAGUE_II","II"
"TID_LEAGUE_III","III"
"TID_LEAGUE_IV","IV"
"TID_LEAGUE_V","V"
"TID_LEAGUE_BRONZE","Bronce"
"TID_LEAGUE_SILVER","Plata"
"TID_LEAGUE_GOLD","Oro"
"TID_LEAGUE_CRYSTAL","Cristal"
"TID_LEAGUE_MASTER","Maestros"
"TID_LEAGUE_BRONZE1_SHORT","Bronce I"
"TID_LEAGUE_BRONZE2_SHORT","Bronce II"
"TID_LEAGUE_BRONZE3_SHORT","Bronce III"
"TID_LEAGUE_CRYSTAL1_SHORT","Cristal I"
"TID_LEAGUE_CRYSTAL2_SHORT","Cristal II"
"TID_LEAGUE_CRYSTAL3_SHORT","Cristal III"
"TID_LEAGUE_GOLD1_SHORT","Oro I"
"TID_LEAGUE_GOLD2_SHORT","Oro II"
"TID_LEAGUE_GOLD3_SHORT","Oro III"
"TID_LEAGUE_MASTER1_SHORT","Maestros I"
"TID_LEAGUE_MASTER2_SHORT","Maestros II"
"TID_LEAGUE_MASTER3_SHORT","Maestros III"
"TID_LEAGUE_SILVER1_SHORT","Plata I"
"TID_LEAGUE_SILVER2_SHORT","Plata II"
"TID_LEAGUE_SILVER3_SHORT","Plata III"
"TID_LEAGUE_CHAMPION_SHORT","Campeones"
"TID_LEAGUE_INFO_REMEMBER","Sube de liga y obtén un mayor botín de bonus."
"TID_LEAGUE_INFO_LOOT_BONUS","Botín de bonus máximo de la Liga de Titanes I:"
"TID_LEAGUE_INFO_LOOT_BONUS_PROMO","Una victoria en tu nueva liga te dará este botín de bonus máx.:"
"TID_LEAGUES_LEAGUE_ORDER","Niveles de liga"
"TID_LEAGUES_DIVISIONS","Divisiones"
"TID_LEAGUES_I","I"
"TID_LEAGUES_II","II"
"TID_LEAGUES_III","III"
"TID_LEAGUES_IV","IV"
"TID_LEAGUES_V","V"
"TID_LEAGUES_GET_MORE_TROPHIES","¡Gana <number> trofeos para unirte a una liga!"
"TID_LEAGUES_UNRANKED_AFTER_SHUFFLE","La temporada de liga ha acabado. ¡Ataca una aldea para unirte a una nueva liga!"
"TID_LEAGUE_DIVISIONS","Divisiones"
"TID_BONUS","<percentage> de bonus:"
"TID_HINT LOOT_BONUS","¿Quieres más botines? ¡Únete a una liga y llévate un botín de bonus por victoria!"
"TID_HINT LEAGUE_PLACEMENT","Si tienes suficientes trofeos, al atacar una aldea te unirás automáticamente a una liga."
"TID_HINT LEAGUE_PROMOTION","Gana más trofeos para acceder a las ligas superiores. ¡En ellas los botines de bonus son mayores!"
"TID_HINT LEAGUE_DEMOTION","Si pierdes demasiados trofeos, podrían degradarte a una liga inferior, ¡así que defiéndelos bien!"
"TID_HINT LEAGUE_SHUFFLING","Cada temporada de liga dura un mes."
"TID_HINT TOURNAMENT","Cada mes reiniciamos el torneo de clanes y el contador de donaciones."
"TID_LEAGUE_INFO_LOOT_BONUS3","Al pertenecer a una liga, ganarás un botín de bonus con cada victoria."
"TID_LEAGUE_INFO_PLACEMENT_HEADLINE","Ataca cualquier aldea para unirte a una liga."
"TID_LEAGUE_INFO_PLACEMENT","Tu nivel de liga depende de cuántos trofeos ganes en una partida."
"TID_HINT_LEAGUE_SHUFFLING2","Cada temporada de liga dura un mes."
"TID_BATTLE_LOG_OFFENSE","Registro\nde ataque"
"TID_BATTLE_LOG_DEFENSE","Registro de defensa"
"TID_XP_TITLE_PUZZLEANDDRAGONS","¡Éxito en Japón!"
"TID_XP_TEXT_PUZZLEANDDRAGONS","¡El juego más popular en Japón por fin disponible en Europa! Descárgatelo gratis en el App Store."
"TID_XP_BUTTON_PUZZLEANDDRAGONS","Gratis"
"TID_ALLIANCE_MAIL_NOTIFICATION","¡Tienes un mensaje de clan!"
"TID_REQUESTED_FROM_CLAN","Tropas recibidas:"
"TID_XP_TITLE_UNLOCK_PUZZLEANDDRAGONS","¡Así se hace, jefe!"
"TID_XP_TEXT_UNLOCK_PUZZLEANDDRAGONS","¡Ahora puedes desbloquear la mazmorra Clash of Clans en Puzzle & Dragons! Pulsa el botón de abajo para abrir el juego y desbloquearla."
"TID_XP_BUTTON_UNLOCK_PUZZLEANDDRAGONS","Desbloquear"
"TID_NEWS_UPDATE_INFO_TITLE","La leyenda del cachorro de lava"
"TID_NEWS_UPDATE_INFO_TEXT","Esta es la leyenda de un cachorro de lava que jamás se rindió. Inspirada en una historia real de Clash of Clans de CamaroBro."
"TID_BUILDING_DARK_TOWER","Torre infernal"
"TID_DARK_TOWER_INFO","Abastece tu torre infernal de elixir oscuro y usa sus llamas para provocar daños inimaginables a un solo objetivo o para calcinar a varios a la vez. ¡El abrasador calor que desprende bloquea cualquier efecto curativo!"
"TID_ATTACK_WON","¡Has ganado!"
"TID_ATTACK_LOST","Has perdido..."
"TID_ALLIANCE_DEFAULT_TROOP_REQUEST_MESSAGE","¡Necesito refuerzos!"
"TID_PURCHASE_LIMIT_TITLE","Confirmación de compra"
"TID_PURCHASE_LIMIT_TEXT","Para evitar compras accidentales, podrás comprar de nuevo en:"
"TID_PURCHASE_LIMIT_CONFIRM","Introduce <CONFIRM> y pulsa el botón Vale para comprar <ITEM> por <PRICE>."
"TID_ERROR_POP_UP_PERSONAL_BREAK_TITLE","Pausa personal"
"TID_ERROR_POP_UP_PERSONAL_BREAK","Tus aldeanos necesitan un descanso porque han pasado mucho tiempo sin escudo."
"TID_ERROR_POP_UP_PERSONAL_BREAK_BUTTON","Recargar"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION","¡Torre infernal cargada!"
"TID_DARKTOWER_AMMO_ALREADY_FULL","¡Torre infernal completamente cargada!"
"TID_ARTILLERY_AMMO_FILL_CONFIRMATION","¡Águila de artillería cargada!"
"TID_ARTILLERY_AMMO_ALREADY_FULL","¡Águila de artillería totalmente cargada!"
"TID_PERSONAL_BREAK_ATTACK_DISABLED","Debes esperar a que termine tu pausa personal para poder atacar."
"TID_PERSONAL_BREAK_STARTED","Has pasado demasiado tiempo sin escudo, así que pronto se te expulsará durante unos minutos."
"TID_ALLIANCE_JOIN_CLAN","Únete a un clan o crea el tuyo propio y hazte más fuerte.\n\nLos aliados se ayudan los unos a los otros y se envían tropas de refuerzo y hechizos."
"TID_BUTTON_APPBANK","Guía de AppBank"
"TID_INVALID_DESCRIPTION","La descripción no es válida. Prueba con otra."
"TID_TITLE_REQUEST_TROOPS","Pedir refuerzos"
"TID_TITLE_CLAN_MAIL_SEND","Enviar mensaje"
"TID_SPEED_UP_TROOP_REQUEST_HEADER","¡Pedir ya!"
"TID_SPEED_UP_TROOP_REQUEST_TEXT","¿Quieres evitar la espera y solicitar los refuerzos ahora?"
"TID_TROOP_REQUEST_SPEED_UP_SUCCESS","El castillo del clan está listo para pedir refuerzos."
"TID_BUTTON_SPEED_UP_REQUEST_TROOPS","¡Pedir ya!"
"TID_FREEZE_SPELL","Hechizo de hielo"
"TID_FREEZE_SPELL_INFO","Si la cosa se pone calentita, ¡congélalos!\n\nEl hechizo de hielo provoca una explosión criogénica que inmoviliza temporalmente a las tropas enemigas y desactiva las construcciones defensivas dentro de su radio."
"TID_POPUP_REVENGE_CLEAR_TITLE","Vengarse"
"TID_POPUP_REVENGE_CLEAR","Solo puedes vengarte una vez por cada batalla del registro de defensa. ¿Seguro que lo tienes todo preparado?"
"TID_SPELL_TIME","Duración del hechizo: <number> s"
"TID_TROOP_REQUEST_SPEED_UP_FAILED_FULL","¡El castillo del clan está lleno!"
"TID_HINT_SPELL_JUMP_DURATION","Mejora el hechizo de salto y tus tropas dispondrán de más tiempo para saltar los muros enemigos."
"TID_HINT_SPELL_FREEZE","El hechizo de hielo impide a las construcciones y tropas defenderse dentro de su radio."
"TID_HINT_SPELL_FREEZE_DURATION","Mejora el hechizo de hielo para inhabilitar las defensas y las tropas enemigas durante más tiempo."
"TID_HINT_INFERNO_TOWER_TARGETS_1","La torre infernal causa daños devastadores a las unidades a las que apunta."
"TID_HINT_INFERNO_TOWER_TARGETS_2","La tasa de daño que inflige la torre infernal se restablece cada vez que cambia de objetivo."
"TID_HINT_INFERNO_TOWER_AMMO","La torre infernal quema elixir oscuro para mantener su llama. ¡Asegúrate de que no le falte!"
"TID_HINT_ACCOUNT_SECURITY_1","Nunca des a nadie tus datos de Game Center."
"TID_HINT_ACCOUNT_SECURITY_1_ANDROID","Nunca des a nadie tus datos de Google Play."
"TID_HINT_ACCOUNT_SECURITY_2","Los empleados de Supercell nunca te pedirán tu contraseña de Game Center."
"TID_HINT_ACCOUNT_SECURITY_2_ANDROID","Los empleados de Supercell nunca te pedirán tu contraseña de Google Play."
"TID_JUMP_SPELL_INFO","Si los muros entorpecen tu avance, ¡prueba con un atajo!\n\nLanza este hechizo cerca de los muros enemigos para que tus tropas se abran paso a saltos por encima de ellos. ¡Parecerá como si no estuvieran!"
"TID_MUTE_PLAYER_BUTTON","Silenciar"
"TID_PLAYER_MUTED","Jugador silenciado"
"TID_STREAM_REPLAY_TEXT_ATTACK","Ataque contra:"
"TID_STREAM_REPLAY_TEXT_DEFENSE","Defensa contra:"
"TID_SHARE","Compartir repetición"
"TID_REPLAY_SHARED_SUCCESS","¡Compartida!"
"TID_REPLAY_SHARED_FAIL","Ya has compartido una repetición. Tienes que esperar <time>."
"TID_ELDER_KICK_FAIL_COOLDOWN","Has expulsado recientemente a un miembro del clan. Inténtalo de nuevo en <time>."
"TID_STREAM_REPLAY_BUTTON","Repetición"
"TID_HUD_ATTACKER","Atacante"
"TID_HUD_DEFENDER","Defensor"
"TID_REPLAY_FAILED","Se ha producido un error al mostrar la repetición."
"TID_FAQ_EXTERNAL_BUTTON","Famitsu"
"TID_CHARACTER_INFO_WARLOCK","La bruja nunca lucha sola, sino que revive a guerreros muertos para que lideren sus ataques. Las brujas mejoradas reviven a más esqueletos a la vez."
"TID_WARLOCK","Bruja"
"TID_HINT_WARLOCK_INFO_1","Puede que el ataque a distancia de la bruja sea débil, pero los esqueletos invocados distraerán a las defensas."
"TID_HINT_WARLOCK_INFO_2","La bruja es muy vulnerable cuando todos sus esqueletos han sido destruidos."
"TID_POPUP_ANDROID_EXIT_TITLE","Confirmar"
"TID_POPUP_ANDROID_EXIT","¿Quieres salir del juego?"
"TID_MULTIDEVICE_INFO_ANDROID","Conéctate con tu cuenta de Google Play para guardar tu progreso y poder jugar en varios dispositivos Android."
"TID_MULTIDEVICE_INFO_KUNLUN","Para jugar en varios dispositivos Android, descarga Clash of Clans desde la misma tienda de aplicaciones de Android y conecta con esa misma cuenta."
"TID_LINK_NEW_DEVICE_TITLE","Enlazar dispositivo"
"TID_LINK_NEW_DEVICE_TEXT","Tanto si quieres jugar en dos dispositivos diferentes como transferir tu cuenta a uno nuevo, puedes hacerlo desde aquí."
"TID_LINK_NEW_DEVICE_TEXT2","Elige una de las opciones:"
"TID_LINK_NEW_DEVICE_GAME_CENTER_NOTE","NOTA: Si solo juegas en dispositivos iOS con una cuenta de Game Center, no necesitas enlazar tus dispositivos. Solo tienes que iniciar sesión con esa misma cuenta."
"TID_LINK_NEW_DEVICE_OLD_BUTTON","Este es el\nantiguo dispositivo"
"TID_LINK_NEW_DEVICE_NEW_BUTTON","Este es el\nnuevo dispositivo"
"TID_LINK_CODE_TITLE","Código de enlace"
"TID_LINK_CODE_TEXT","Deja abierta esta ventana. En el otro dispositivo, ve a la pantalla de enlace y toca el botón Este es el nuevo dispositivo."
"TID_LINK_CODE_TEXT2","Luego, introduce este código en tu nuevo dispositivo:"
"TID_DEVICE_LINK_CODE_VALID_TIME","Validez del código:"
"TID_LINK_CODE_WARNING_TEXT","AVISO: ¡nunca des este código a nadie! Es únicamente para uso personal. Ten en cuenta que el enlace es permanente."
"TID_CONFIRM_DEVICE_LINKING","Confirmar enlace"
"TID_CONFIRM_DEVICE_LINK_TEXT","Piensa bien si quieres eliminar la aldea actual y reemplazarla por esta otra:"
"TID_LINK_DEVICES_ENTER_CODE_TITLE","Introducir código de enlace"
