"TID","EN"
"TID_START_WAR_FAILED_WAR_REQUEST_REJECTED","Cannot send Friendly War challenge, this clan has recently rejected your challenge. Please try again later."
"TID_START_WAR_FAILED_WAR_REQUEST_NO_LONGER_EXISTS","Can't start war, request is no longer available"
"TID_START_WAR_FAILED_WAR_COOLDOWN_ACTIVE","Can't start war, war cooldown active."
"TID_CLAN_STAT_VICTORIES","Victories:"
"TID_CLAN_STAT_DEFEATS","Defeats:"
"TID_LAST_WAR","Last War:"
"TID_PUSH_WAR_0","War has been declared against <data>!"
"TID_PUSH_WAR_1","War preparation time is about to run out!"
"TID_PUSH_WAR_2","Battle day has started against <data>!"
"TID_PUSH_WAR_3","The war against <data> is ending soon."
"TID_PUSH_WAR_4","The war against <data> has ended."
"TID_ALLIANCE_WAR_VICTORY","Victory"
"TID_ALLIANCE_WAR_DEFEAT","Defeat"
"TID_OBSTACLE_XMASPRESENT","Present"
"TID_TRAP_SANTA","Santa Strike"
"TID_TRAP_SANTA_INFO","Leave a special surprise gift for your enemies. Your generosity will surely be rewarded!"
"TID_NUMBER_TARGETS","Number of targets: <number>"
"TID_INFO_DAMAGE_TYPE_MULTIPLE","Multiple targets"
"TID_VILLAGE_EDIT_SUCCESS","Your village has been saved!"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","Sorry, the servers are under maintenance. Please try again in a few hours."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","Sorry, the servers are under maintenance. Please try again in a couple hours."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Sorry, the servers are under maintenance. Please try again in about an hour and a half."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","Sorry, the servers are under maintenance. Please try again in about an hour."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","Sorry, the servers are under maintenance. Please try again in about <value> minutes."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","Sorry, the servers are under maintenance. Please try again in a few minutes."
"TID_EVENT_BOOST_BARRACKS","Xmas Special: Boost all Barracks and Elixir Collectors for only one gem each! Event lasts until January 7th."
"TID_NEWS_VIDEO_TITLE","See it First!"
"TID_NEWS_VIDEO_TEXT","Watch your favorite Clash characters come to life in our new animated TV commercial!"
"TID_NEWS_VIDEO_BUTTON","Watch now!"
"TID_FAQ_TITLE_INTERNET","Sometimes I lose connection. How can I avoid this?"
"TID_FAQ_TEXT_INTERNET","To minimize this risk, use a secure and strong connection (Wi-Fi or 3G/4G) with a reliable internet service provider. Also, before playing, make sure you close any other unnecessary apps that might be using some of your bandwidth."
"TID_EDIT_MODE_NEED_TO_FINISH","Your last village editing session has been recovered"
"TID_TRAINING_CAPACITY","Training capacity: <number>"
"TID_EVENT_BOOST_GEM_AMOUNT","1x"
"TID_FAQ_TITLE_BUYING_ANDROID","I can´t buy gems. Help!"
"TID_PROMOTE_TO_COLEADER_CONFIRMATION_TITLE","Promote?"
"TID_PROMOTE_TO_COLEADER_CONFIRMATION","Promote <name> to Clan Co-leader?"
"TID_DEMOTE_TO_ADMIN_CONFIRMATION_TITLE","Demote?"
"TID_DEMOTE_TO_ADMIN_CONFIRMATION","Demote <name> to Clan Elder?"
"TID_ALLIANCE_ROLE_COLEADER","Co-leader"
"TID_ALLIANCE_WAR_PREPARATION_TIME_TITLE","Preparation Day"
"TID_ALLIANCE_WAR_ATTACK_TIME_TITLE","Battle Day"
"TID_ALLIANCE_WAR_NOT_IN_CLAN","You need to join a clan before participating in Clan Wars!"
"TID_ALLIANCE_WAR_VISIT_FAILED_NOT_FOUND","Can't visit, village was not found! Please try again later."
"TID_ALLIANCE_WAR_VISIT_FAILED_UNAVAILABLE","Can't visit, village is unavailable! Please try again later."
"TID_ALLIANCE_WAR_VISIT_FAILED","Can't visit, please try again later."
"TID_ALLIANCE_WAR_SAVE_VILLAGE","Save Village"
"TID_ALLIANCE_WAR_SNAPSHOT_FAILED","Couldn't save village, please try again later!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_ALL_ATTACKS_USED","You have already used all your attacks in this war!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_INVALID_TARGET","Can't attack this village, invalid target!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_NOT_IN_WAR","Can't attack in this war, you joined the clan after the war had started!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_ATTACK_ONGOING","You already have an attack ongoing, try again later!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_SNAPSHOT_NOT_AVAILABLE","Can't attack, target village is unavailable!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_UNDER_ATTACK","Village is already under attack, try again later!"
"TID_ALLIANCE_WAR_ATTACK_FAILED","Can't attack this village, try again later!"
"TID_ALLIANCE_WAR_LOOKING_FOR_OPPONENT","Searching for opponent clan..."
"TID_ALLIANCE_WAR_WAR_STARTING","War has been declared"
"TID_ALLIANCE_WAR_STREAM_DEFENDED","Defended!"
"TID_ALLIANCE_WAR_NUM_DEFENCES","Defended: <number>"
"TID_ALLIANCE_WAR_PREPARE_FOR_WAR","Prepare for War!"
"TID_ALLIANCE_WAR_IN_WAR","War has started!"
"TID_ALLIANCE_WAR_ENDED","War has ended"
"TID_BONUS_GEMBOX","Gem Box"
"TID_HERO_ABILITY_TIME","Ability time: <number> Seconds"
"TID_HERO_RECHARGE_TIME","Recharge time: <number> Seconds"
"TID_HERO_ABILITY_COOLDOWN_ACTIVE","You need to wait before using the hero ability again!"
"TID_HERO_ABILITY_USED","You have used the ability already!"
"TID_HERO_ABILITY_BARBARIAN_TITLE","Iron Fist"
"TID_HERO_ABILITY_BARBARIAN_DESC","The king bursts into rage, recovering a large amount of health and temporarily boosting speed and attack power for himself and all barbarians near him. A group of barbarians also appear to join in the brawl!"
"TID_HERO_ABILITY_LEVEL","Ability level: <number>"
"TID_HERO_ABILITY_LEVEL_UNLOCK_PROMPT","Ability unlocks at level <number>!"
"TID_HERO_ABILITY_UPGRADE_PROMPT_KING","Upgrade your hero to level <number> to improve his ability!"
"TID_HERO_ABILITY_UPGRADE_PROMPT_QUEEN","Upgrade your hero to level <number> to improve her ability!"
"TID_HERO_ABILITY_UNLOCK_PROMPT","Upgrade your hero to level <number> to unlock this ability!"
"TID_HERO_ABILITY_SUMMONED_TROOP_TYPE","Summoned unit:"
"TID_DONATE_NOT_AVAILABLE_IN_MODE","Return home to donate troops!"
"TID_REPLAY_NOT_AVAILABLE_IN_MODE","Return home to watch a replay!"
"TID_ACCEPT_NOT_AVAILABLE_IN_MODE","Return home to reply to requests!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK","Village not ready, please try again in a few minutes."
"TID_HERO_ABILITY_QUEEN_TITLE","Royal Cloak"
"TID_HERO_ABILITY_QUEEN_DESC","The queen vanishes from sight to recover some health and unleash devastating volleys of high-damage ammunition. Defenses will lose her as their target, and a group of archers will appear to distract them!"
"TID_HERO_ABILITY_NUM_SUMMONED_UNITS","Summoned units: <number>"
"TID_POPUP_BOOST_HERO_REST","Boost the hero's healing rate by <multiplier>x for <time>?"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_HERO","Boost healing rate!"
"TID_CANCEL_HERO_BOOST_CONFIRMATION","Upgrading the hero will end the boost. Are you sure?"
"TID_ITEM_LOCKED","<item> (Locked)"
"TID_HERO_ABILITY_DURATION","Ability duration:"
"TID_HINT_HEROES_ABILITIES","Heroes have upgradable special abilities that unlock at level 5 and can be used while attacking."
"TID_ALLIANCE_WAR_TOTAL_LOOT_STOLEN","Total loot stolen:"
"TID_ALLIANCE_WAR_ENEMY_CLAN","Enemy Clan"
"TID_ACHIEVEMENT_WAR_STARS_TITLE","War Hero"
"TID_ACHIEVEMENT_WAR_STARS","Score <number> Stars for your clan in Clan War battles"
"TID_ACHIEVEMENT_WAR_STARS_COMPLETED","Total Stars scored for clan in Clan War battles: <value>"
"TID_ALLIANCE_WAR_CLAN_BANK","Clan Storage:"
"TID_ALLIANCE_WAR_RESOURCE_STORAGE_CAPACITY","<resource>: <number>"
"TID_WAR_GOLD","War Gold"
"TID_WAR_ELIXIR","War Elixir"
"TID_WAR_DARK_ELIXIR","War Dark Elixir"
"TID_CLAN_WAR_SAVE_VILLAGE_BUTTON","I am ready!"
"TID_WAR_PREPARE_INFO","Prepare your village for the war!\nFill your <c2>clan castle</c>, arm your <c2>traps</c>, reload your <c2>defenses</c> and make sure your <c2>heroes</c> are ready to fight!"
"TID_BUTTON_CLAN_WAR_HISTORY","War Log"
"TID_CLAN_WAR_PREPARE_BUTTON","Prepare!"
"TID_LOCAL_NOTIFICATION_WAR_PREPARATION_ENDS","The clan war preparation is about to end!"
"TID_LOCAL_NOTIFICATION_WAR_ENDS","The clan war is about to end!"
"TID_ALLIANCE_WAR_SPECTATOR_MODE","War Spectator"
"TID_ALLIANCE_WAR_SPECTATOR_MESSAGE","You didn't qualify for this war"
"TID_ALLIANCE_WAR_STARTWAR_INFO_NOT_ENOUGH_MEMBERS","Battle clan versus clan for glory, bonus loot and Clan XP!\n\n\nYou need at least 10 clan members to begin."
"TID_ALLIANCE_WAR_STARTWAR_INFO_LEADER","Battle clan versus clan for glory, bonus loot and Clan XP!\n\n\nYour clan ready? Take them to war!"
"TID_ALLIANCE_WAR_STARTWAR_INFO_CLANMEMBER","Battle clan versus clan for glory, bonus loot and Clan XP!\n\n\nReady to begin? Ask a clan leader to start a war."
"TID_DRAW","Draw"
"TID_ALLIANCE_WAR_NEW_WAR","New war"
"TID_ALLIANCE_WAR_SCOUT","Scout"
"TID_ALLIANCE_WAR_NO_BEST_ATTACK","Not attacked"
"TID_ALLIANCE_WAR_LOOT_BONUS_TITLE","War win bonus"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_SPECTATOR","Spectators cannot attack!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_PREPARATION","Cannot attack, this war has not started yet!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_WAR_ENDED","Cannot attack, this war has ended!"
"TID_WAR_PREPARE","Prepare!"
"TID_WAR_STARTS_IN","The war starts in:"
"TID_ALLIANCE_WAR_STAT_ATTACKS","Attacks used"
"TID_ALLIANCE_WAR_STAT_AVG_DESTRUCTION","Average destruction"
"TID_ALLIANCE_WAR_CANNOT_SCOUT_WAR_OVER","Cannot scout, this war has ended!"
"TID_ACHIEVEMENT_WAR_LOOT_TITLE","Treasurer"
"TID_ACHIEVEMENT_WAR_LOOT","Collect <number> gold from the Treasury"
"TID_ACHIEVEMENT_WAR_LOOT_COMPLETED","Total gold collected in Clan War bonuses: <value>"
"TID_CANCEL_WAR_MATCHMAKING_CONFIRMATION_TITLE","Stop search?"
"TID_CANCEL_WAR_MATCHMAKING_CONFIRMATION_TEXT","Wait! You can close the Clan Wars screen without stopping the search. Are you sure you want to stop?"
"TID_ALLIANCE_WAR_STAT_WINS","Attacks won"
"TID_ALLIANCE_WAR_BEST_ATTACK_FRIENDLY","Clan best attack:"
"TID_ALLIANCE_WAR_BEST_ATTACK_ENEMY","Enemy best attack:"
"TID_ALLIANCE_WAR_MY_ATTACKS","My attacks:"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_FRIENDLY","No clan best"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_ENEMY","No enemy best"
"TID_ALLIANCE_WAR_AVAILABLE_BONUS","War win bonus"
"TID_ALLIANCE_WAR_STARS_WON","Stars"
"TID_ALLIANCE_WAR_PERSONAL_LOOT_RESULT","War bonus awarded"
"TID_WAR_PREPARE_ARMYCAMP_INFO","Prepare your village for the war!\nFill your <c2>clan castle</c> and help your clanmates, recruit your best <c2>troops</c>, create powerful <c2>spells</c> and make sure your <c2>heroes</c> are ready to fight!"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_1","Attack 1"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_2","Attack 2"
"TID_ALLIANCE_WAR_ATTACK_AVAILABLE","Available"
"TID_ALLIANCE_WAR_UNDER_ATTACK_BY","Under attack by <name>!"
"TID_ALLIANCE_WAR_ATTACKS_REMAINING","Attacks remaining"
"TID_ALLIANCE_WAR_EVENTS","War Events"
"TID_ALLIANCE_WAR_LOOT_DELIVERED","War loot bonus has been delivered to your Treasury!"
"TID_ALLIANCE_WAR_LOOT_TRANSFERRED","Treasury resources collected!"
"TID_ALLIANCE_WAR_LOOT_NOT_EXIST","You have no resources stored in your Treasury!"
"TID_ALLIANCE_WAR_LOOT_COLLECT_INFO","You can collect the war loot bonus from your Treasury."
"TID_ALLIANCE_WAR_FAILED_WAR_IS_ENDING","Cannot attack, the war is about to end!"
"TID_ALLIANCE_WAR_FAILED_ATTACKING_SAME_TARGET","You've already attacked this target!"
"TID_ALLIANCE_WAR_PREPARED_HEADER_FRIENDLY","Clanmates ready for war:"
"TID_ALLIANCE_WAR_PREPARED_HEADER_ENEMY","Enemies ready for war:"
"TID_ALLIANCE_WAR_PREPARED_FOR_WAR","Ready for war!"
"TID_ALLIANCE_WAR_NOT_PREPARED_FOR_WAR","Preparing for war..."
"TID_HINT_CLAN_WAR","Join Clan Wars for exciting battles and extra loot!"
"TID_CHAT_REPORT_CONFIRMATION_TITLE","Report <name>?"
"TID_CHAT_REPORT_CONFIRMATION","Are you sure you want to report <name> for inappropriate behavior?"
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION_TITLE","Collect resources?"
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION","Are you sure you want to transfer all resources from the Treasury to your storages?"
"TID_WAR_BROWSE","Details"
"TID_ALLIANCE_WAR_HISTORY_BROWSE_UNAVAILABLE","Details not available"
"TID_WAR_DATA_ERROR_NO_LONGER_AVAILABLE","Details for this war are no longer available."
"TID_WAR_DATA_ERROR_INTERNAL","Unable to get war details, please try again later."
"TID_WAR_DATA_ERROR_INVALID_WAR","Unable to find war details."
"TID_ALLIANCE_WAR_DATA_NOT_AVAILABLE","Clan wars are still loading, please try again"
"TID_CLANS_VS","VS"
"TID_ALLIANCE_WAR_ATTACK_NOT_USED","Not used"
"TID_ALLIANCE_WAR_CLOSE_RESULTS_SCREEN","View Map"
"TID_WAR_WIN_BONUS","<percentage> War win bonus"
"TID_VILLAGE_NOT_PREPARED","Village not prepared"
"TID_VILLAGE_PREPARED","Village prepared"
"TID_BEST_ATTACK","Best attack:"
"TID_VILLAGE_UNDER_ATTACK","Village under attack!"
"TID_RECOMMENDED_TARGET","Recommended target"
"TID_ALLIANCE_WAR_EVENT_PREPARATION_STARTED","Preparation started"
"TID_ALLIANCE_WAR_EVENT_WAR_STARTED","War started"
"TID_ALLIANCE_WAR_EVENT_WAR_ENDED","War ended"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_TITLE","Confirm attack"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_1STAR","Your clan has already won 1 star from this village. Do you want to try for a better score?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_2Stars","Your clan has already won 2 Stars from this village. Do you want to try for a better score?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_3Stars","This village has already been destroyed and your clan can't gain more Stars from it. Are you sure you want to attack?"
"TID_ALLIANCE_WAR_ENDING_PROMPT","War Ending"
"TID_ALLIANCE_WAR_ENDED_PROMPT","War has ended"
"TID_BUTTON_HELP_CENTER","More help"
"TID_NEWS_VIDEO_TITLE_FINALLY","Introducing Clan Wars"
"TID_NEWS_VIDEO_TEXT_FINALLY","Clan versus Clan is almost here! Watch this all-new animated video featuring your favorite Hog Rider. Did someone say awesome?"
"TID_NEWS_VIDEO_BUTTON_FINALLY","Watch now!"
"TID_NEWS_VIDEO_TITLE_WAR","Curious about clan wars?"
"TID_NEWS_VIDEO_TEXT_WAR","Watch a gameplay video highlighting the new clan war features. Continue on to the forums for even more info!"
"TID_NEWS_VIDEO_BUTTON_WAR","Watch now!"
"TID_NEWS_VIDEO_TITLE_INTRO","The Art of War"
"TID_NEWS_VIDEO_TEXT_INTRO","What's Clan Wars all about? Watch the introduction video and find out!"
"TID_NEWS_VIDEO_BUTTON_INTRO","Watch now!"
"TID_NEWS_VIDEO_TITLE_APRIL","It's REALLY Here"
"TID_NEWS_VIDEO_TEXT_APRIL","Watch this all-new animated video to celebrate the arrival of Clan Wars! We promise that we're serious this time. Seriously."
"TID_NEWS_VIDEO_BUTTON_APRIL","Watch Now"
"TID_EVENT_BOOST_COLLECTORS","Special Event: Boost all your resource collectors for ONE GEM each!"
"TID_EVENT_BOOST_SPELL_AND_HEROES","Special Event: Boost your heroes and spells for ONE GEM each! Event lasts until March 6th."
"TID_EVENT_BOOST_EVERYTHING","Weekend Special: Boost all your buildings for ONE GEM each!"
"TID_EVENT_BOOST_ATTACKS","Attack Event: Boost all Barracks, spells and heroes for ONE GEM each! Event lasts until January 7th."
"TID_WAR_HISTORY_NOT_AVAILABLE","Your clan has never been to a war!"
"TID_WAR_DONATE","Donate"
"TID_WAR_DONATE_MESSAGE","Request"
"TID_WAR_DONATE_MESSAGE_SAVED","Donation message has been saved"
"TID_WAR_INFO","Each epic two-day war is won by the clan who scores the most Stars. Bonus loot and Clan XP prizes await the victorious clan. Increase your bonus loot by winning attacks, but you will lose most of it if your clan loses the war! In the event of a tie, the Clan with the highest Total Destruction of best attacks will be the victor."
"TID_WAR_INFO_FRIENDLYWAR_ADDITION","Each epic two-day war is won by the clan who scores the most Stars. Bonus loot and Clan XP prizes await the victorious clan. Increase your bonus loot by winning attacks, but you will lose most of it if your clan loses the war! In the event of a tie, the Clan with the highest Total Destruction of best attacks will be the victor.\n\nNote: Friendly War uses custom time and does not grant loot or Clan XP"
"TID_WAR_INFO_HEADLINE","Overview"
"TID_WAR_WAR_BASE_INFO","During preparation day, War Bases are open for troop donation and can be redesigned using all the parts of your regular village. These bases defend during war and will keep your resources and trophies perfectly safe. Remember to place any new buildings you've constructed!"
"TID_WAR_WAR_BASE_HEADLINE","Preparation Day"
"TID_WAR_BATTLE_INFO","Everyone can attack twice during battle day. Only the best attack against each enemy counts, so clan strategy is key! Clan war attacks will not reduce your Shield nor affect your trophies."
"TID_WAR_BATTLE_INFO_HEADLINE","Battle Day"
"TID_TAB_OVERVIEW","Overview"
"TID_TAB_PREPARATION","Preparation Day"
"TID_TAB_BATTLE","Battle Day"
"TID_WAR_DONATE_DONE","You've already donated maximum amount of troops for this player!"
"TID_WAR_DONATE_FULL","This player cannot receive any more troops"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_1","You've finally arrived, Chief! Welcome to the War Zone!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_2","Our enemies are hungry for war, but our clan is here and ready to fight!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_3","Look, Chief, over there! I've spotted the enemy clan!"
"TID_TUTORIAL_WAR_MAP_ENEMY_1","Oh my, the enemy War Bases are everywhere!"
"TID_TUTORIAL_WAR_MAP_ENEMY_2","Attacks are limited out here, so we'll need our clan to fight them all."
"TID_TUTORIAL_WAR_MAP_ENEMY_3","Take a look around, Chief, then let's check back on our War Bases."
"TID_TUTORIAL_WAR_DONATE_1","On preparation day we donate troops and scout our enemies."
"TID_TUTORIAL_WAR_BATTLE_1","On battle day we attack! Trophies and Shields don't count here, only victory!"
"TID_TUTORIAL_WAR_INFO_1","Tap the info button to learn more. The clan is counting on you, Chief!"
"TID_CLAN_WARS","Clan Wars"
"TID_FRIENDLY_ZONE","Friendly Territory"
"TID_ENEMY_TERRITORY","Enemy Territory"
"TID_DONATE","Donate"
"TID_WARS_WON","Wars Won"
"TID_PREVIOUS_BEST","Previous Best"
"TID_NEW_BEST","New Best"
"TID_TRANSITION_WAR_ENDED","War has ended"
"TID_TRANSITION_WAR_START","Battle Day"
"TID_TRANSITION_WAR_PREPARE","Preparation Day"
"TID_PLUS_ONE_CLAN_STAR","+1 War Star"
"TID_WAR_RESULTS_BUTTON","War Results"
"TID_TAB_RESULTS","War Results"
"TID_WAR_RESULTS_INFO","At the end of the war, bonus loot is delivered to your Treasury. Winning the war will also earn a large Clan XP bonus for your clan. You can review results and battle replays after the war is over, for a time. Check your clan's War Log to review even older wars!"
