"TID","KR"
"TID_LEAGUE_CRYSTAL2_SHORT","크리스털 II"
"TID_LEAGUE_CRYSTAL3_SHORT","크리스털 III"
"TID_LEAGUE_GOLD1_SHORT","골드 I"
"TID_LEAGUE_GOLD2_SHORT","골드 II"
"TID_LEAGUE_GOLD3_SHORT","골드 III"
"TID_LEAGUE_MASTER1_SHORT","마스터 I"
"TID_LEAGUE_MASTER2_SHORT","마스터 II"
"TID_LEAGUE_MASTER3_SHORT","마스터 III"
"TID_LEAGUE_SILVER1_SHORT","실버 I"
"TID_LEAGUE_SILVER2_SHORT","실버 II"
"TID_LEAGUE_SILVER3_SHORT","실버 III"
"TID_LEAGUE_CHAMPION_SHORT","챔피언"
"TID_LEAGUE_INFO_REMEMBER","리그를 올려서 더 많은 약탈 보너스를 받아보세요!"
"TID_LEAGUE_INFO_LOOT_BONUS","타이탄 리그 I의 최대 전리품 보너스:"
"TID_LEAGUE_INFO_LOOT_BONUS_PROMO","새 리그에서 매치에 이길 경우 최대 전리품 보너스:"
"TID_LEAGUES_LEAGUE_ORDER","리그 레벨"
"TID_LEAGUES_DIVISIONS","티어"
"TID_LEAGUES_I","I"
"TID_LEAGUES_II","II"
"TID_LEAGUES_III","III"
"TID_LEAGUES_IV","IV"
"TID_LEAGUES_V","V"
"TID_LEAGUES_GET_MORE_TROPHIES","트로피 <number>개를 달성하여 리그에 진입하세요."
"TID_LEAGUES_UNRANKED_AFTER_SHUFFLE","리그 시즌이 종료되었습니다. 아무 마을이나 공격해서 새 리그에 진입하세요!"
"TID_LEAGUE_DIVISIONS","티어"
"TID_BONUS","<percentage> 보너스:"
"TID_HINT LOOT_BONUS","전리품을 더 얻고 싶나요? 리그에 진입한 후 공격해서 승리하면 약탈 보너스를 받을 수 있습니다!"
"TID_HINT LEAGUE_PLACEMENT","트로피 개수가 충분하다면 아무 마을이나 공격해도 자동으로 리그에 진입합니다."
"TID_HINT LEAGUE_PROMOTION","트로피를 더 모아서 상위 리그에 진입하세요. 리그 레벨이 높을수록 약탈 보너스도 증가합니다!"
"TID_HINT LEAGUE_DEMOTION","너무 많은 트로피를 잃으면 하위 리그로 강등될 수도 있습니다. 트로피를 위해 싸우세요!"
"TID_HINT LEAGUE_SHUFFLING","각 리그 시즌은 한 달 동안 지속됩니다."
"TID_HINT TOURNAMENT","클랜 토너먼트와 유닛 지원 기록은 한 달마다 초기화됩니다."
"TID_LEAGUE_INFO_LOOT_BONUS3","리그에 진입하면 승리할 때마다 약탈 보너스를 드립니다!"
"TID_LEAGUE_INFO_PLACEMENT_HEADLINE","아무 사용자의 마을을 공격해서 리그에 진입하세요."
"TID_LEAGUE_INFO_PLACEMENT","대결 후 트로피 개수로 리그 레벨이 결정됩니다."
"TID_HINT_LEAGUE_SHUFFLING2","각 리그 시즌은 한 달 동안 지속됩니다."
"TID_BATTLE_LOG_OFFENSE","공격 기록"
"TID_BATTLE_LOG_DEFENSE","방어 기록"
"TID_XP_TITLE_PUZZLEANDDRAGONS","일본에서 대 히트!"
"TID_XP_TEXT_PUZZLEANDDRAGONS","마침내 일본에서 가장 인기있는 게임이 도착했습니다. App Store에서 무료로 다운로드 받으세요."
"TID_XP_BUTTON_PUZZLEANDDRAGONS","무료"
"TID_ALLIANCE_MAIL_NOTIFICATION","새로운 클랜 편지가 있습니다!"
"TID_REQUESTED_FROM_CLAN","지원받은 유닛:"
"TID_XP_TITLE_UNLOCK_PUZZLEANDDRAGONS","잘하셨어요, 대장!"
"TID_XP_TEXT_UNLOCK_PUZZLEANDDRAGONS","이제 Puzzle & Dragons에서 클래시 오브 클랜 던전을 탐험할 수 있습니다! 아래 버튼을 눌러 게임을 실행하세요!"
"TID_XP_BUTTON_UNLOCK_PUZZLEANDDRAGONS","잠금 해제"
"TID_NEWS_UPDATE_INFO_TITLE","마지막 라바 펍의 전설"
"TID_NEWS_UPDATE_INFO_TEXT","멈출 줄 모르는 라바 펍의 장엄한 전설입니다. CamaroBro의 이야기에서 영감을 받았습니다."
"TID_BUILDING_DARK_TOWER","인페르노 타워"
"TID_ATTACK_WON","승리"
"TID_ATTACK_LOST","패배"
"TID_ALLIANCE_DEFAULT_TROOP_REQUEST_MESSAGE","지원군이 필요합니다."
"TID_PURCHASE_LIMIT_TITLE","구매 확정"
"TID_PURCHASE_LIMIT_TEXT","우발적인 구매를 예방하기 위해 일정 시간 동안 구매할 수 없습니다."
"TID_PURCHASE_LIMIT_CONFIRM","\q<CONFIRM>\q이라 입력하고 확인 버튼을 눌러서 <ITEM> 아이템을 <PRICE>에 구매하세요."
"TID_ERROR_POP_UP_PERSONAL_BREAK_TITLE","개인 휴식"
"TID_ERROR_POP_UP_PERSONAL_BREAK","마을이 보호막 없이 너무 오래 버틴 탓에 잠시 휴식이 필요합니다."
"TID_ERROR_POP_UP_PERSONAL_BREAK_BUTTON","재실행"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION","인페르노 타워가 장전되었습니다!"
"TID_DARKTOWER_AMMO_ALREADY_FULL","인페르노 타워가 완전히 장전되었습니다!"
"TID_ARTILLERY_AMMO_FILL_CONFIRMATION","독수리 포탑이 장전되었습니다!"
"TID_ARTILLERY_AMMO_ALREADY_FULL","독수리 포탑이 완전히 장전되었습니다!"
"TID_PERSONAL_BREAK_ATTACK_DISABLED","공격을 시작하려면 개인 휴식이 끝날 때까지 잠시 기다려야 합니다."
"TID_PERSONAL_BREAK_STARTED","너무 오랫동안 보호막 없이 버텼기 때문에 게임이 잠시 후 종료되고 몇 분 동안은 실행할 수 없습니다."
"TID_ALLIANCE_JOIN_CLAN","클랜에 가입하거나 새로운 클랜을 생성해서\n더 강력한 세력을 구축하세요.\n\n클랜원들은 서로 돕고 병력과 마법을 지원합니다."
"TID_BUTTON_APPBANK","AppBank 공략"
"TID_INVALID_DESCRIPTION","부적절한 설명입니다! 다른 내용을 입력하세요."
"TID_TITLE_REQUEST_TROOPS","지원군 요청"
"TID_TITLE_CLAN_MAIL_SEND","편지 전송"
"TID_SPEED_UP_TROOP_REQUEST_HEADER","즉시 요청하세요!"
"TID_SPEED_UP_TROOP_REQUEST_TEXT","대기 시간을 건너뛰고 지원군을 지금 요청할까요?"
"TID_TROOP_REQUEST_SPEED_UP_SUCCESS","클랜 성이 지원군 요청 준비를 마쳤습니다!"
"TID_BUTTON_SPEED_UP_REQUEST_TROOPS","즉시 요청!"
"TID_FREEZE_SPELL","얼음 마법"
"TID_FREEZE_SPELL_INFO","열기가 달아올라도 냉정함은 잃지 마세요!\n\n얼음 마법은 엄청나게 차가운 돌풍을 일으켜 적들을 잠시 움직이지 못하게 하고, 효과 범위 안의 방어 시설들도 무력하게 만듭니다."
"TID_POPUP_REVENGE_CLEAR_TITLE","복수"
"TID_POPUP_REVENGE_CLEAR","각 방어 기록마다 단 한 번의 복수 기회가 주어집니다. 준비되셨습니까?"
"TID_SPELL_TIME","마법 지속 시간: <number>초"
"TID_TROOP_REQUEST_SPEED_UP_FAILED_FULL","클랜 성이 이미 가득 찼습니다!"
"TID_HINT_SPELL_JUMP_DURATION","이동 마법을 업그레이드하면 장벽을 뛰어넘을 수 있는 지속 시간이 증가합니다."
"TID_HINT_SPELL_FREEZE","얼음 마법은 범위 내의 상대방 병력과 방어 시설이 제 기능을 발휘하지 못하도록 얼려 버립니다."
"TID_HINT_SPELL_FREEZE_DURATION","얼음 마법을 업그레이드하면 방어 시설과 병력을 더 오랫동안 무력화할 수 있습니다."
"TID_HINT_INFERNO_TOWER_TARGETS_1","인페르노 타워에게 지속해서 공격받는 대상은 끔찍한 피해를 받습니다."
"TID_HINT_INFERNO_TOWER_TARGETS_2","인페르노 타워가 공격 대상을 변경하면 공격력이 최소 수치부터 다시 증가합니다."
"TID_HINT_INFERNO_TOWER_AMMO","인페르노 타워는 다크 엘릭서를 연소하여 화염 공격을 합니다. 다크 엘릭서 충전을 잊지 마세요!"
"TID_HINT_ACCOUNT_SECURITY_1","누구에게도 Game Center 비밀번호를 알려주지 마세요."
"TID_HINT_ACCOUNT_SECURITY_1_ANDROID","누구에게도 Google 계정 정보를 알려주지 마세요."
"TID_HINT_ACCOUNT_SECURITY_2","Supercell은 절대로 귀하의 Game Center 비밀번호를 묻지 않습니다."
"TID_HINT_ACCOUNT_SECURITY_2_ANDROID","Supercell은 절대로 귀하의 Google 계정 비밀번호를 묻지 않습니다."
"TID_JUMP_SPELL_INFO","벽 때문에 막혔습니까? 지름길을 사용해 보세요!\n\n적 장벽 근처에 이 마법을 사용하면 적에게 바로 가는 길을 만듭니다. 병력이 길이 놓인 벽을 순식간에 뛰어넘습니다!"
"TID_MUTE_PLAYER_BUTTON","차단"
"TID_PLAYER_MUTED","사용자를 차단했습니다!"
"TID_STREAM_REPLAY_TEXT_ATTACK","공격 대상:"
"TID_STREAM_REPLAY_TEXT_DEFENSE","방어 대상:"
"TID_SHARE","영상 공유"
"TID_REPLAY_SHARED_SUCCESS","공유 완료!"
"TID_REPLAY_SHARED_FAIL","이미 영상을 공유하셨습니다. <time> 후 다시 공유할 수 있습니다."
"TID_ELDER_KICK_FAIL_COOLDOWN","최근에 클랜원을 추방하셨습니다. <time> 후에 다시 시도해주세요."
"TID_STREAM_REPLAY_BUTTON","재생"
"TID_HUD_ATTACKER","공격자"
"TID_HUD_DEFENDER","방어자"
"TID_REPLAY_FAILED","재생 중 오류가 발생했습니다."
"TID_FAQ_EXTERNAL_BUTTON","Famitsu"
"TID_CHARACTER_INFO_WARLOCK","마녀는 절대 혼자 싸우지 않습니다. 끊임없이 옛 전투에서 쓰러진 언데드 병사들을 일으켜 세워 그녀의 길을 안내하도록 만듭니다. 마녀를 업그레이드하면 동시에 소환할 수 있는 해골의 수가 증가합니다."
"TID_WARLOCK","마녀"
"TID_HINT_WARLOCK_INFO_1","마녀의 원거리 공격은 약할지 몰라도 그녀가 소환한 해골들은 상대방을 쉴 틈 없이 정신없게 만듭니다."
"TID_HINT_WARLOCK_INFO_2","마녀는, 소환한 해골들이 모두 파괴되면 매우 약해집니다."
"TID_POPUP_ANDROID_EXIT_TITLE","종료 확인"
"TID_POPUP_ANDROID_EXIT","게임을 종료할까요?"
"TID_MULTIDEVICE_INFO_ANDROID","Google Play 계정 로그인을 통해 진행 중인 마을 정보를 안전하게 유지하고 여러 대의 Android 기기에서 게임을 즐기세요."
"TID_MULTIDEVICE_INFO_KUNLUN","여러 Android 기기에서 플레이하려면 같은 Android 앱 스토어에서 클래시 오브 클랜을 다운로드 한 다음 같은 계정으로 로그인하세요."
"TID_LINK_NEW_DEVICE_TITLE","기기 연동"
"TID_LINK_NEW_DEVICE_TEXT","두 개의 기기에서 게임을 즐기고 싶거나 기존의 계정을 새로운 기기로 옮기고자 하는 경우 이곳에서 진행할 수 있습니다."
"TID_LINK_NEW_DEVICE_TEXT2","시작할 기기:"
"TID_LINK_NEW_DEVICE_GAME_CENTER_NOTE","주의: Game Center 계정으로 iOS 기기에서만 게임을 즐기고 계신다면 다른 기기를 사용할 때 따로 연동할 필요 없이 해당 Game Center 계정으로 로그인만 하면 됩니다."
"TID_LINK_NEW_DEVICE_OLD_BUTTON","이전 기기"
"TID_LINK_NEW_DEVICE_NEW_BUTTON","새 기기"
"TID_LINK_CODE_TITLE","연동 코드"
"TID_LINK_CODE_TEXT","이제 이 페이지를 유지하시고 다른 기기에서 연동 화면으로 간 후 \q새 기기\q 버튼을 탭하세요."
"TID_LINK_CODE_TEXT2","새 기기에 다음 코드를 입력하세요."
"TID_DEVICE_LINK_CODE_VALID_TIME","코드 유효 기간:"
"TID_LINK_CODE_WARNING_TEXT","경고: 누구에게도 이 코드를 알려주지 마세요! 개인용입니다. 영구적으로 연동된다는 점을 명심하세요."
"TID_CONFIRM_DEVICE_LINKING","연동 확인"
"TID_CONFIRM_DEVICE_LINK_TEXT","정말로 현재의 마을 정보를 삭제하고 다음 정보와 교체할까요?"
"TID_LINK_DEVICES_ENTER_CODE_TITLE","연동 코드 입력"
"TID_LINK_DEVICES_ENTER_CODE_TEXT","(연동 코드를 받으려면 이전 기기에서 연동 화면으로 간 후 \q이전 기기\q 버튼을 탭하세요.)"
"TID_LINK_DEVICES_ENTER_CODE_TEXT2","연동 코드를 입력하세요."
"TID_DEVICE_LINK_ERROR_GAME_CENTER","Game Center에 로그인하지 않았습니다."
"TID_DEVICE_LINK_ERROR_GAME_CENTER_TEXT","기기를 연동하려면 Game Center에 로그인한 다음 다시 시도하세요."
"TID_DEVICE_LINK_ERROR_GAME_CENTER_ANDROID","Google Play에 로그인하지 않았습니다."
"TID_DEVICE_LINK_ERROR_GAME_CENTER_TEXT_ANDROID","기기를 연동하려면 Google Play에 로그인해주세요. 설정 화면에서 Google Play 계정 로그인 버튼을 누른 후 다시 시도해주세요."
"TID_DEVICE_LINK_ERROR_TIMEOUT","만료된 연동 코드"
"TID_DEVICE_LINK_ERROR_TIMEOUT_TEXT","만료된 연동 코드입니다. 연동 코드는 새로운 기기에 <time> 내로 입력해야 합니다.\n\n연동 코드 화면을 다시 찾아가면 손쉽게 새 코드를 받을 수 있습니다."
"TID_DEVICE_LINK_ERROR_TOO_MANY_DEVICES","연동된 기기가 너무 많습니다."
"TID_DEVICE_LINK_ERROR_TOO_MANY_DEVICES_TEXT","이미 연동할 수 있는 최대 개수인 10개의 기기에 연동했습니다.\n\n만약 이전 기기 중 일부를 제거하고 싶으면 도움말 및 지원 페이지를 통해 문의해주세요."
"TID_DEVICE_LINK_ERROR_INVALID_LINK_CODE","인식할 수 없는 연동 코드"
"TID_DEVICE_LINK_ERROR_INVALID_LINK_CODE_TEXT","입력하신 연동 코드는 만료되었거나 잘못 입력하신 코드입니다. 다른 기기에 표시된 코드를 정확히 입력하세요.\n\n뒤로 가기 화살표를 탭하여 다시 시도하세요.\n\n주의: 코드는 단 한 번만 사용할 수 있으며 <time> 이후에는 만료됩니다. 언제든지 연동 코드 화면을 다시 찾아가면 손쉽게 새 코드를 받을 수 있습니다."
"TID_DEVICE_LINK_ERROR_OLD_DEVICE_NOT_ACTIVE","이전 기기의 비활성화 상태"
"TID_DEVICE_LINK_ERROR_OLD_DEVICE_NOT_ACTIVE_TEXT","기기들을 성공적으로 연동하려면 이전 기기가 연동 코드를 화면에 표시한 채로 활성화 상태를 유지해야 합니다."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","연결 실패"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","이미 다른 기기에서 접속 중입니다."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","다시 불러오기"
"TID_ALLIANCE_INVITATION_FAILED_AVATAR_HAS_TOO_MANY_INVITES","초대할 수 없습니다. 사용자의 수신함이 가득 찼습니다!"
"TID_DEVICE_LINKED_MAIL_ITEM","새로운 기기가 마을과 연동되었습니다."
"TID_TITLE_SHARE_REPLAY","영상 공유"
"TID_LOOT_GAINED","약탈한 전리품:"
"TID_IAP_NOT_AVAILABLE","기기의 제한 설정에서 인앱 구매를 승인하세요."
"TID_IAP_NOT_AVAILABLE_ANDROID","구매할 수 없습니다! 올바른 Google 계정을 사용하고 있으며 주 결제 수단을 업데이트했는지 확인하세요."
"TID_IAP_NOT_AVAILABLE_OLD_GOOGLE_PLAY","구매 불가! Google Play Store를 업데이트해야 합니다."
"TID_KICK_FAIL_VISITING","방문 도중엔 추방할 수 없습니다."
"TID_SKELETON","해골"
"TID_CHARACTER_INFO_SKELETON","혼자서는 별 위협이 되지 않는 언데드 유닛이지만 끊임없이 해골 무리를 소환하는 마녀와 함께하기에 혼자 싸우는 경우는 절대 없습니다!"
"TID_CHARACTER_INFO_SKELETON2","이 죽지 않는 유닛은 혼자서는 별 위협이 되지 않지만, 끊임없이 해골 무리를 소환하는 해골 수송선과 함께하기에 혼자 싸우는 경우는 절대 없습니다!"
"TID_GOLEM_SEC","작은 골렘"
"TID_CHARACTER_INFO_GOLEM_SEC","작은 골렘은 거대한 골렘 내부에 잠든 상태로 머물다가 큰 골렘이 파괴되면 잠에서 깨어나 전투를 이어갑니다."
"TID_MAX_SUMMONED_UNITS","최대 소환 유닛: <number>"
"TID_IAP_TRANSACTION_PENDING","잠시만 기다려주세요. 결제가 진행 중입니다."
"TID_ACHIEVEMENT_LEAGUE_TITLE","리그 올스타"
"TID_ACHIEVEMENT_LEAGUE_PROGRESS_1","크리스털 리그 진입"
"TID_ACHIEVEMENT_LEAGUE_PROGRESS_2","마스터 리그 진입"
"TID_ACHIEVEMENT_LEAGUE_PROGRESS_3","챔피언 달성!"
"TID_VIEW_ALLIANCE_TAB","클랜 보기"
"TID_VIEW_PROFILE_TAB","사용자 정보"
"TID_ACHIEVEMENT_DESTROY_XBOW_TITLE","대형 석궁 척살자"
"TID_ACHIEVEMENT_DESTROY_XBOW","멀티플레이 전투에서 대형 석궁 <number>개 파괴"
"TID_ACHIEVEMENT_DESTROY_XBOW_ONE","멀티플레이 전투에서 대형 석궁 1개 파괴"
"TID_ACHIEVEMENT_DESTROY_INFERNO_TITLE","소방관"
"TID_ACHIEVEMENT_DESTROY_INFERNO","멀티플레이 전투에서 인페르노 타워 <number>개 파괴"
"TID_TOWN_HALL_UPGRADE_WARNING","주의: 업그레이드하면 마을회관 레벨이 <number> 이하인 상대로부터 약탈하는 전리품이 감소합니다."
"TID_SHARE_REPLAY_FAILED","이미 다른 사용자에 의해 공유된 영상입니다."
"TID_SHARE_REPLAY_FAILED2","리플레이가 이미 공유되었습니다."
"TID_ACHIEVEMENT_GOLDSTORAGE_COMPLETED","최고 골드 저장소 레벨: <value>"
"TID_ACHIEVEMENT_NPC_STARS_COMPLETED","획득한 캠페인 지도의 별: <value>"
"TID_ACHIEVEMENT_TOWN_HALL_COMPLETED","현재 마을회관 레벨: <value>"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_COMPLETED","제거한 장애물: <value>"
"TID_ACHIEVEMENT_LOOT_GOLD_COMPLETED","약탈한 골드: <value>"
"TID_ACHIEVEMENT_LOOT_ELIXIR_COMPLETED","약탈한 엘릭서: <value>"
"TID_ACHIEVEMENT_VICTORY_POINTS_COMPLETED","트로피 기록: <value>"
"TID_ACHIEVEMENT_CASTLE_COMPLETED","현재 클랜 성 레벨: <value>"
"TID_ACHIEVEMENT_DESTROY_WALLS_COMPLETED","파괴한 장벽: <value>"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL_COMPLETED","파괴한 마을회관: <value>"
"TID_ACHIEVEMENT_DESTROY_BUILDER_COMPLETED","파괴한 장인의 집: <value>"
"TID_ACHIEVEMENT_PVP_ATTACKS_COMPLETED","승리한 멀티플레이 전투: <value>"
"TID_ACHIEVEMENT_PVP_DEFENSES_COMPLETED","승리한 방어전: <value>"
"TID_ACHIEVEMENT_DONATE_UNITS_COMPLETED","지원한 인구수: <value>"
"TID_ACHIEVEMENT_DESTROY_MORTARS_COMPLETED","파괴한 박격포: <value>"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_COMPLETED","약탈한 다크 엘릭서: <value>"
"TID_ACHIEVEMENT_DESTROY_XBOW_COMPLETED","파괴한 대형 석궁: <value>"
"TID_ACHIEVEMENT_DESTROY_INFERNO_COMPLETED","파괴한 인페르노 타워: <value>"
"TID_LINK_DEVICE_BUTTON","기기 연동"
"TID_OPEN_GAMECENTER_BUTTON","Game Center 실행"
"TID_LINK_TARGET_IOS_BUTTON","iPhone, iPad, 혹은 iPod\n연동하기"
"TID_LINK_TARGET_IOS_BUTTON_ANDROID","Android 기기에\n연동하고 싶어요."
"TID_LINK_TARGET_OTHER_BUTTON","다른 기기\n연동하기"
"TID_LINK_TARGET_DEVICE_TYPE","대상 기기"
"TID_LINK_TARGET_DEVICE_TEXT","연동하고자 하는 기기의 유형을 선택하세요."
"TID_ANDROID_BILLING_PRODUCT_NOT_AVAILABLE_PRICE","탭하여 정보 보기!"
"TID_ALLIANCE_INVITATION_FAILED_NO_RIGHTS","클랜 장로와 대표만이 신규 클랜원을 초대할 수 있습니다."
"TID_GOOGLE_SERVICE_CONNECT_TITLE","Google Play 계정 로그인 추천"
"TID_GOOGLE_SERVICE_CONNECT_TEXT","대장님!\n<c2>Google Play 계정에 로그인하여</c> 진행 상황을 안전하게 보존하세요.\n\n그런 다음엔 <c2>같은 Google Play 계정으로 </c> 어떤 Android 기기에서든 로그인하여 마을을 복원할 수 있습니다."
"TID_GOOGLE_SERVICE_CONNECT_BUTTON","연결"
"TID_ACCOUNT","기기"
"TID_LINK_SAME_PLATFORM_TITLE","Game Center 동기화"
"TID_LINK_SAME_PLATFORM_TITLE_ANDROID","Google 계정 동기화"
"TID_LINK_SAME_PLATFORM_TITLE_KUNLUN","계정 동기화"
"TID_LINK_SAME_PLATFORM","여러 iOS 기기에서 게임을 즐기고 싶으면 이 기기에서 Game Center 계정으로 로그인하세요.\n\n그 후, 다른 기기에서 동일한 Game Center 계정으로 로그인하세요. 진행 중인 마을 정보가 자동으로 동기화됩니다."
"TID_LINK_SAME_PLATFORM_ANDROID","여러 Android 기기에서 게임을 즐기고 싶으면 이 기기에서 Google 계정으로 로그인하세요.\n\n그 후, 다른 기기에서 동일한 Google계정으로 로그인하세요. 진행 중인 마을 정보가 자동으로 동기화됩니다."
"TID_LINK_SAME_PLATFORM_KUNLUN","여러 Android 기기에서 플레이하려면 같은 Android 앱 스토어에서 클래시 오브 클랜을 다운로드 한 다음 같은 계정으로 로그인하세요. 진행 상황은 자동으로 동기화됩니다."
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_TITLE","Game Center 계정에 등록되지 않았습니다."
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED","대장의 마을이 아직 Game Center 계정에 등록되지 않았습니다. 이미 등록된 마을이 없는 Game Center 계정으로 로그인하시고 게임을 다시 시작하세요.\n\n현재 진행 중인 마을을 Game Center에 등록할 것인지를 묻는 질문이 나타나면 '네'를 선택하세요.\n\n경고: 마을은 계정에 영구적으로 등록되며 나중에라도 변경할 수는 없습니다."
