"TID","VI"
"TID_TRAP_DAMAGE_RADIUS","Khu vực có hiệu lực: <number> Ô"
"TID_ALLIANCE_INVITATION_FAILED_USER_BANNED","Không mời được, người chơi đã bị cấm tham gia hội của bạn!"
"TID_CLAN_JOIN_FAIL_BANNED","Không thể gia nhập, bạn đã bị cấm tham gia hội này!"
"TID_ACCOUNT_LOCKED_TITLE","Tài khoản đã bị khóa"
"TID_ACCONT_LOCKED_TEXT","Tài khoản của bạn vừa bị khóa vì lý do bảo mật. Hãy nhập mã mở khóa để khôi phục tài khoản của bạn."
"TID_ACCOUNT_LOCKED_TEXT2","Nhập mã mở khóa tại đây:"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Không thể mở khóa tài khoản"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","Không thể mở khóa tài khoản vào lúc này. Vui lòng thử lại sau!"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Thử lại"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Mã mở khóa không hợp lệ!"
"TID_ABOUT_WEIBO","Weibo"
"TID_ABOUT_FACEBOOK","Facebook"
"TID_ABOUT_TWITTER","Twitter"
"TID_VILLAGE_EDIT_SAVE_FAILED","Không lưu được làng, vui lòng thử lại."
"TID_DECO_CAP_REACHED","Bạn đã xây dựng hết số lượng tối đa các đồ trang trí này."
"TID_TRAP_CAP_REACHED","Bạn đã xây dựng hết số lượng tối đa các bẫy này."
"TID_XP_TITLE_HAYDAY","Chơi Hay Day!"
"TID_XP_TEXT_HAYDAY","Về lại với thiên nhiên và trải nghiệm cuộc sống bình yên, giản đơn cùng trồng trọt và chăn nuôi"
"TID_XP_BUTTON_HAYDAY","Miễn phí"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Mua thất bại"
"TID_ERROR_POP_UP_PURCHASE_FAILED","Máy chủ thanh toán không phản hồi. Vui lòng thử lại sau."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","Ok"
"TID_GOOGLE_ACCOUNT_ALREADY_BOUND","Đăng nhập Google Play thất bại! Tài khoản Google của bạn đã liên kết với một tài khoản trò chơi khác."
"TID_BUTTON_ATTACK_MODE_SINGLE","Tấn công đơn"
"TID_BUTTON_ATTACK_MODE_MULTIPLE","Đa tấn công"
"TID_HINT_AIR_MINE_MINION","Mìn Bay Tầm diệt không thể phát hiện ra Minion"
"TID_HINT_VILLAGE_EDIT_MODE","Có thể dễ dàng tái tổ chức làng của bạn trong Chế độ Chỉnh sửa Làng"
"TID_HINT_TRAP_REPAIR","Bạn cần tái vũ trang bẫy và bom sau khi sử dụng"
"TID_HINT_TRAP_UPGRADING","Hãy nhớ nâng cấp bẫy của bạn để ngăn chặn những kẻ xâm phạm lãnh địa của bạn"
"TID_HINT_SAFEGUARD_PROGRESS","Hãy đăng nhập bằng tài khoản Game Center để bảo vệ an toàn tiến trình của bạn."
"TID_HINT_SAFEGUARD_PROGRESS_ANDROID","Hãy đăng nhập bằng tài khoản Google Play để bảo vệ an toàn tiến trình của bạn."
"TID_START_WAR","Bắt đầu cuộc chiến!"
"TID_START_WAR_FAILED_ALREADY_IN_WAR","Không thể bắt đầu cuộc chiến mới, Hội của bạn hiện đang tham chiến rồi!"
"TID_START_WAR_FAILED_NO_RIGHTS","Chỉ có Thủ lĩnh hoặc Đồng Thủ lĩnh mới được quyền bắt đầu cuộc chiến!"
"TID_START_WAR_FAILED_NOT_ENOUGH_MEMBERS","Không thể bắt đầu cuộc chiến, không đủ hội viên đủ điều kiện!"
"TID_START_WAR_FAILED_GENERIC_ERROR","Không thể bắt đầu cuộc chiến mới, hãy thử lại sau!"
"TID_START_WAR_FAILED_NOT_IN_ALLIANCE","Không thể bắt đầu cuộc chiến, bạn cần phải là thành viên Hội mới có thể bắt đầu cuộc chiến!"
"TID_START_WAR_FAILED_PENDING_REQUEST_EXISTS","Không thể bắt đầu cuộc chiến, có yêu cầu đang chờ xử lý"
"TID_START_WAR_FAILED_ENEMY_HAS_TOO_MANY_REQUESTS_PENDING","Không thể bắt đầu cuộc chiến, có quá nhiều yêu cầu đang chờ xử lý"
"TID_START_WAR_FAILED_WAR_REQUEST_REJECTED","Không thể gửi thách đấu Chiến tranh Thân thiện, hội này gần đây đã từ chối thách đấu của bạn. Vui lòng thử lại sau."
"TID_START_WAR_FAILED_WAR_REQUEST_NO_LONGER_EXISTS","Không thể bắt đầu cuộc chiến, yêu cầu không còn khả dụng nữa"
"TID_START_WAR_FAILED_WAR_COOLDOWN_ACTIVE","Không thể bắt đầu cuộc chiến, chế độ đình chiến đang hoạt động."
"TID_CLAN_STAT_VICTORIES","Thắng trận:"
"TID_CLAN_STAT_DEFEATS","Bại trận:"
"TID_LAST_WAR","Trận chiến gần nhất:"
"TID_PUSH_WAR_0","Đã tuyên chiến với <data>!"
"TID_PUSH_WAR_1","Thời gian chuẩn bị cho trận chiến sắp hết!"
"TID_PUSH_WAR_2","Ngày chiến đấu đã bắt đầu với <data>!"
"TID_PUSH_WAR_3","Trận chiến với <data> sắp kết thúc."
"TID_PUSH_WAR_4","Trận chiến với <data> đã kết thúc."
"TID_ALLIANCE_WAR_VICTORY","Chiến thắng"
"TID_ALLIANCE_WAR_DEFEAT","Bại trận"
"TID_OBSTACLE_XMASPRESENT","Quà"
"TID_TRAP_SANTA","Đòn đánh Ông già Noel"
"TID_TRAP_SANTA_INFO","Để lại món quà bất ngờ đặc biệt cho kẻ thù của bạn. Bạn chắc chắn sẽ được thưởng nhờ sự hào phóng của mình!"
"TID_NUMBER_TARGETS","Số lượng mục tiêu: <number>"
"TID_INFO_DAMAGE_TYPE_MULTIPLE","Đa mục tiêu"
"TID_VILLAGE_EDIT_SUCCESS","Làng của bạn đã được lưu!"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","Rất tiếc, các máy chủ đang được bảo trì. Vui lòng thử lại sau vài tiếng."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","Rất tiếc, các máy chủ đang được bảo trì. Vui lòng thử lại sau khoảng vài tiếng."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Rất tiếc, các máy chủ đang được bảo trì. Vui lòng thử lại sau khoảng một tiếng rưỡi."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","Rất tiếc, các máy chủ đang được bảo trì. Vui lòng thử lại sau khoảng một tiếng."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","Rất tiếc, các máy chủ đang được bảo trì. Vui lòng thử lại sau khoảng <value> phút."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","Rất tiếc, các máy chủ đang được bảo trì. Vui lòng thử lại sau khoảng vài phút."
"TID_EVENT_BOOST_BARRACKS","Khuyến mãi dịp Giáng Sinh: Cường hóa tất cả Trại lính và Máy hút Tiên dược chỉ với một viên ngọc cho mỗi công trình! Sự kiện kéo dài đến ngày 07 tháng Một."
"TID_NEWS_VIDEO_TITLE","Hãy xem video này trước!"
"TID_NEWS_VIDEO_TEXT","Hãy xem các nhân vật Clash yêu thích của bạn trở nên sống động với đoạn quảng cáo hoạt hình mới của chúng tôi!"
"TID_NEWS_VIDEO_BUTTON","Xem ngay!"
"TID_FAQ_TITLE_INTERNET","Thỉnh thoảng, tôi bị mất kết nối. Tôi có thể tránh điều này bằng cách nào?"
"TID_FAQ_TEXT_INTERNET","Để giảm thiểu rủi ro này, hãy sử dụng kết nối mạng mạnh và bảo mật (Wi-Fi hoặc 3G/4G) từ nhà cung cấp dịch vụ internet đáng tin cậy. Ngoài ra, trước khi chơi, cần đảm bảo rằng bạn đã đóng tất cả các ứng dụng không cần thiết khác đang sử dụng một phần băng thông."
"TID_EDIT_MODE_NEED_TO_FINISH","Phiên chỉnh sửa làng gần nhất của bạn đã được phục hồi"
"TID_TRAINING_CAPACITY","Công suất huấn luyện: <number>"
"TID_EVENT_BOOST_GEM_AMOUNT","1x"
"TID_FAQ_TITLE_BUYING_ANDROID","Tôi không thể mua ngọc. Hãy giúp tôi!"
"TID_PROMOTE_TO_COLEADER_CONFIRMATION_TITLE","Có thăng cấp không?"
"TID_PROMOTE_TO_COLEADER_CONFIRMATION","Bạn có muốn thăng cấp <name> lên Đồng Thủ lĩnh Hội không?"
"TID_DEMOTE_TO_ADMIN_CONFIRMATION_TITLE","Bạn có muốn giáng cấp không?"
"TID_DEMOTE_TO_ADMIN_CONFIRMATION","Bạn có muốn giáng cấp <name> xuống Huynh trưởng Hội không?"
"TID_ALLIANCE_ROLE_COLEADER","Đồng thủ lĩnh"
"TID_ALLIANCE_WAR_PREPARATION_TIME_TITLE","Ngày Chuẩn bị"
"TID_ALLIANCE_WAR_ATTACK_TIME_TITLE","Ngày Chiến đấu"
"TID_ALLIANCE_WAR_NOT_IN_CLAN","Bạn phải gia nhập hội mới được tham gia Hội Chiến!"
"TID_ALLIANCE_WAR_VISIT_FAILED_NOT_FOUND","Không thể truy cập, không tìm thấy làng này! Vui lòng thử lại sau."
"TID_ALLIANCE_WAR_VISIT_FAILED_UNAVAILABLE","Không thể truy cập, không có làng này! Vui lòng thử lại sau."
"TID_ALLIANCE_WAR_VISIT_FAILED","Không thể truy cập, vui lòng thử lại sau."
"TID_ALLIANCE_WAR_SAVE_VILLAGE","Lưu làng"
"TID_ALLIANCE_WAR_SNAPSHOT_FAILED","Không thể lưu làng, vui lòng thử lại sau!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_ALL_ATTACKS_USED","Bạn đã sử dụng tất cả số lần tấn công của mình trong cuộc chiến này!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_INVALID_TARGET","Không thể tấn công làng này, mục tiêu không hợp lệ!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_NOT_IN_WAR","Không thể tấn công trong trận chiến này, bạn gia nhập hội sau khi cuộc chiến đã bắt đầu!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_ATTACK_ONGOING","Bạn đang tiến hành một cuộc tấn công rồi, vui lòng thử lại sau!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_SNAPSHOT_NOT_AVAILABLE","Không thể tấn công, không có sẵn làng mục tiêu!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_UNDER_ATTACK","Làng này đang bị tấn công, hãy thử lại sau!"
"TID_ALLIANCE_WAR_ATTACK_FAILED","Không thể tấn công làng này, vui lòng thử lại sau!"
"TID_ALLIANCE_WAR_LOOKING_FOR_OPPONENT","Tìm kiếm hội đối thủ..."
"TID_ALLIANCE_WAR_WAR_STARTING","Đã tuyên chiến"
"TID_ALLIANCE_WAR_STREAM_DEFENDED","Đã phòng thủ!"
"TID_ALLIANCE_WAR_NUM_DEFENCES","Đã phòng thủ: <number>"
"TID_ALLIANCE_WAR_PREPARE_FOR_WAR","Chuẩn bị chiến đấu!"
"TID_ALLIANCE_WAR_IN_WAR","Cuộc chiến đã bắt đầu!"
"TID_ALLIANCE_WAR_ENDED","Cuộc chiến đã kết thúc"
"TID_BONUS_GEMBOX","Hộp Ngọc"
"TID_HERO_ABILITY_TIME","Thời gian sử dụng kỹ năng: <number> giây"
"TID_HERO_RECHARGE_TIME","Thời gian nạp lại: <number> giây"
"TID_HERO_ABILITY_COOLDOWN_ACTIVE","Bạn cần phải chờ rồi mới được sử dụng lại kỹ năng của tướng!"
"TID_HERO_ABILITY_USED","Bạn đã sử dụng kỹ năng này rồi!"
"TID_HERO_ABILITY_BARBARIAN_TITLE","Cú Đấm Thép"
"TID_HERO_ABILITY_BARBARIAN_DESC","Nhà vua nổi cơn thịnh nộ, khôi phục một lượng máu lớn đồng thời tăng tốc độ và sức tấn công tạm thời cho bản thân và mọi lính man di lân cận. Một nhóm man di cũng sẽ xuất hiện để tham gia trận hỗn chiến!"
"TID_HERO_ABILITY_LEVEL","Cấp kỹ năng: <number>"
"TID_HERO_ABILITY_LEVEL_UNLOCK_PROMPT","Kỹ năng được mở khóa ở cấp <number>!"
"TID_HERO_ABILITY_UPGRADE_PROMPT_KING","Nâng cấp tướng của bạn lên cấp <number> để cải thiện kỹ năng của tướng!"
"TID_HERO_ABILITY_UPGRADE_PROMPT_QUEEN","Nâng cấp tướng của bạn lên cấp <number> để cải thiện kỹ năng của tướng!"
"TID_HERO_ABILITY_UNLOCK_PROMPT","Nâng cấp tướng của bạn lên cấp <number> để mở khóa kỹ năng này!"
"TID_HERO_ABILITY_SUMMONED_TROOP_TYPE","Đơn vị được triệu hồi:"
"TID_DONATE_NOT_AVAILABLE_IN_MODE","Về màn hình chính để đóng góp binh lính!"
"TID_REPLAY_NOT_AVAILABLE_IN_MODE","Về màn hình chính để xem đoạn phim phát lại!"
"TID_ACCEPT_NOT_AVAILABLE_IN_MODE","Trở về màn hình chính để trả lời các yêu cầu!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK","Làng này chưa sẵn sàng, vui lòng thử lại sau vài phút."
"TID_HERO_ABILITY_QUEEN_TITLE","Hoàng Y"
"TID_HERO_ABILITY_QUEEN_DESC","Nữ hoàng biến mất khỏi tầm mắt để hồi một phần máu và phóng ra nhiều loạt đạn có sát thương cao. Hệ thống phòng thủ sẽ không xác định được mục tiêu là Nữ hoàng, đồng thời, một nhóm cung thủ sẽ xuất hiện để đánh lạc hướng!"
"TID_HERO_ABILITY_NUM_SUMMONED_UNITS","Đơn vị được triệu hồi: <number>"
"TID_POPUP_BOOST_HERO_REST","Bạn có muốn tăng tốc độ chữa lành cho tướng lên <multiplier>x trong <time> không?"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_HERO","Cường hóa tốc độ chữa lành!"
"TID_CANCEL_HERO_BOOST_CONFIRMATION","Nâng cấp tướng sẽ kết thúc cường hóa. Bạn có chắc chắn?"
"TID_ITEM_LOCKED","<item> (Bị khóa)"
"TID_HERO_ABILITY_DURATION","Thời gian duy trì kỹ năng:"
"TID_HINT_HEROES_ABILITIES","Tướng có các năng lực đặc biệt có thể nâng cấp được và sẽ được mở khóa ở cấp 5 và có thể được sử dụng khi tấn công."
"TID_ALLIANCE_WAR_TOTAL_LOOT_STOLEN","Tổng số của cải cướp được:"
"TID_ALLIANCE_WAR_ENEMY_CLAN","Hội Địch"
"TID_ACHIEVEMENT_WAR_STARS_TITLE","Chiến Tướng"
"TID_ACHIEVEMENT_WAR_STARS","Ghi được <number> Sao cho hội của bạn trong các trận Hội Chiến"
"TID_ACHIEVEMENT_WAR_STARS_COMPLETED","Tổng số Sao ghi được cho hội trong các trận Hội Chiến: <value>"
"TID_ALLIANCE_WAR_CLAN_BANK","Kho chứa Hội:"
"TID_ALLIANCE_WAR_RESOURCE_STORAGE_CAPACITY","<resource>: <number>"
"TID_WAR_GOLD","Vàng Chiến đấu"
"TID_WAR_ELIXIR","Tiên dược Chiến đấu"
"TID_WAR_DARK_ELIXIR","Hắc Tiên dược Chiến đấu"
"TID_CLAN_WAR_SAVE_VILLAGE_BUTTON","Tôi đã sẵn sàng!"
"TID_WAR_PREPARE_INFO","Hãy chuẩn bị để làng bạn sẵn sàng chiến đấu!\nNạp đầy <c2>hội thành</c>, vũ trang <c2>bẫy</c>, nạp lại <c2>hệ thống phòng thủ</c> của bạn và hãy chắc rằng các <c2>tướng</c> của bạn đã sẵn sàng chiến đấu!"
"TID_BUTTON_CLAN_WAR_HISTORY","Nhật ký Chiến đấu"
"TID_CLAN_WAR_PREPARE_BUTTON","Chuẩn bị!"
"TID_LOCAL_NOTIFICATION_WAR_PREPARATION_ENDS","Việc chuẩn bị hội chiến sắp kết thúc!"
"TID_LOCAL_NOTIFICATION_WAR_ENDS","Hội chiến sắp kết thúc!"
"TID_ALLIANCE_WAR_SPECTATOR_MODE","Người xem Chiến tranh"
"TID_ALLIANCE_WAR_SPECTATOR_MESSAGE","Bạn không đủ điều kiện tham gia cuộc chiến này"
"TID_ALLIANCE_WAR_STARTWAR_INFO_NOT_ENOUGH_MEMBERS","Tham gia chiến tranh giữa các hội để giành vinh quang, chiến lợi phẩm thưởng và Điểm Kinh nghiệm Hội!\n\n\nBạn cần ít nhất 10 hội viên mới được bắt đầu."
"TID_ALLIANCE_WAR_STARTWAR_INFO_LEADER","Tham gia chiến tranh giữa các hội để giành vinh quang, chiến lợi phẩm thưởng và Điểm Kinh nghiệm Hội!\n\n\nHội của bạn đã sẵn sàng chưa? Hãy nghênh chiến thôi!"
"TID_ALLIANCE_WAR_STARTWAR_INFO_CLANMEMBER","Tham gia chiến tranh giữa các hội để giành vinh quang, chiến lợi phẩm thưởng và Điểm Kinh nghiệm Hội!\n\n\nBạn đã sẵn sàng để bắt đầu chưa? Hãy yêu cầu thủ lĩnh hội tuyên chiến."
"TID_DRAW","Hòa"
"TID_ALLIANCE_WAR_NEW_WAR","Cuộc chiến mới"
"TID_ALLIANCE_WAR_SCOUT","Do thám"
"TID_ALLIANCE_WAR_NO_BEST_ATTACK","Chưa tấn công"
"TID_ALLIANCE_WAR_LOOT_BONUS_TITLE","Thưởng chiến thắng cuộc chiến"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_SPECTATOR","Người xem không được quyền tấn công!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_PREPARATION","Không thể tấn công, cuộc chiến này vẫn chưa bắt đầu!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_WAR_ENDED","Không thể tấn công, cuộc chiến này đã kết thúc!"
"TID_WAR_PREPARE","Chuẩn bị!"
"TID_WAR_STARTS_IN","Trận chiến bắt đầu sau:"
"TID_ALLIANCE_WAR_STAT_ATTACKS","Số lần tấn công đã dùng"
"TID_ALLIANCE_WAR_STAT_AVG_DESTRUCTION","Thành tích phá hủy trung bình"
"TID_ALLIANCE_WAR_CANNOT_SCOUT_WAR_OVER","Không thể do thám, cuộc chiến này đã kết thúc!"
"TID_ACHIEVEMENT_WAR_LOOT_TITLE","Thủ quỹ"
"TID_ACHIEVEMENT_WAR_LOOT","Thu thập <number> vàng từ Ngân khố"
"TID_ACHIEVEMENT_WAR_LOOT_COMPLETED","Tổng số vàng thu được trong phần thưởng Hội Chiến: <value>"
"TID_CANCEL_WAR_MATCHMAKING_CONFIRMATION_TITLE","Bạn có muốn dừng tìm kiếm không?"
"TID_CANCEL_WAR_MATCHMAKING_CONFIRMATION_TEXT","Đợi đã! Bạn có thể đóng màn hình Hội Chiến mà không cần dừng tìm kiếm. Bạn có chắc bạn muốn dừng lại không?"
"TID_ALLIANCE_WAR_STAT_WINS","Số lần tấn công đã thắng"
"TID_ALLIANCE_WAR_BEST_ATTACK_FRIENDLY","Lần tấn công tốt nhất của hội:"
"TID_ALLIANCE_WAR_BEST_ATTACK_ENEMY","Lần tấn công tốt nhất của kẻ địch:"
"TID_ALLIANCE_WAR_MY_ATTACKS","Các cuộc tấn công của tôi:"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_FRIENDLY","Không có lần tốt nhất của hội"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_ENEMY","Không có lần tốt nhất của kẻ địch"
"TID_ALLIANCE_WAR_AVAILABLE_BONUS","Thưởng chiến thắng cuộc chiến"
"TID_ALLIANCE_WAR_STARS_WON","Sao"
"TID_ALLIANCE_WAR_PERSONAL_LOOT_RESULT","Trao thưởng cuộc chiến"
"TID_WAR_PREPARE_ARMYCAMP_INFO","Hãy chuẩn bị để làng bạn sẵn sàng chiến đấu!\nNạp đầy <c2>hội thành</c> và giúp đỡ các chiến hữu đồng hội, tuyển chọn <c2>binh lính</c> giỏi nhất, tạo ra những <c2>thần chú</c> hùng mạnh nhất và đảm bảo các <c2>tướng</c> của bạn sẵn sàng chiến đấu!"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_1","Tấn công 1"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_2","Tấn công 2"
"TID_ALLIANCE_WAR_ATTACK_AVAILABLE","Sẵn có"
"TID_ALLIANCE_WAR_UNDER_ATTACK_BY","Đang bị tấn công bởi <name>!"
"TID_ALLIANCE_WAR_ATTACKS_REMAINING","Số lần tấn công còn lại"
"TID_ALLIANCE_WAR_EVENTS","Sự kiện Chiến tranh"
"TID_ALLIANCE_WAR_LOOT_DELIVERED","Thưởng chiến lợi phẩm đã được gửi đến Ngân khố của bạn!"
"TID_ALLIANCE_WAR_LOOT_TRANSFERRED","Đã thu về tài nguyên trong Ngân khố!"
"TID_ALLIANCE_WAR_LOOT_NOT_EXIST","Bạn không có tài nguyên cất trữ trong Ngân khố!"
"TID_ALLIANCE_WAR_LOOT_COLLECT_INFO","Bạn có thể lấy thưởng chiến lợi phẩm từ Ngân khố của mình."
"TID_ALLIANCE_WAR_FAILED_WAR_IS_ENDING","Không thể tấn công, cuộc chiến sắp kết thúc!"
"TID_ALLIANCE_WAR_FAILED_ATTACKING_SAME_TARGET","Bạn đã tấn công mục tiêu này rồi!"
"TID_ALLIANCE_WAR_PREPARED_HEADER_FRIENDLY","Chiến hữu đồng hội sẵn sàng chiến đấu:"
"TID_ALLIANCE_WAR_PREPARED_HEADER_ENEMY","Kẻ thù sẵn sàng chiến đấu:"
"TID_ALLIANCE_WAR_PREPARED_FOR_WAR","Sẵn sàng chiến đấu!"
"TID_ALLIANCE_WAR_NOT_PREPARED_FOR_WAR","Đang chuẩn bị cho chiến tranh..."
"TID_HINT_CLAN_WAR","Tham gia Hội Chiến để có những trận chiến thú vị và giành thêm chiến lợi phẩm!"
"TID_CHAT_REPORT_CONFIRMATION_TITLE","Bạn có muốn báo cáo <name> không?"
"TID_CHAT_REPORT_CONFIRMATION","Bạn có chắc chắn bạn muốn báo cáo <name> vì đã có hành vi không đúng mực không?"
