"Name","Buildings","BuildingX","BuildingY","BuildingAltMode","Character","CharacterTimeMS","CharacterX","CharacterY","CharacterDefense","CharacterMaster","CharacterItem","CharacterAbilityTimeMS","Spell","SpellX","SpellY","SpellTimeMS","CameraScale","CameraOffsetX","CameraOffsetY","VillagersCount","ShouldRestart"
,"Wall",18,27,,,,,,,,,,,,,,,,,,
,"Wall",17,27,,,,,,,,,,,,,,,,,,
,"Wall",17,20,,,,,,,,,,,,,,,,,,
,"Wall",17,19,,,,,,,,,,,,,,,,,,
,"Wall",17,18,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",27,19,,,,,,,,,,,,,,,,,,
,"Wall",27,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"GearLifeGem","Hero Altar Grand Warden",24,24,,"Grand Warden",100,16,12,,,"Life Gem",,,,,,55,-100,-150,,
,"Dark Elixir Barrack",21,24,,"Boar Rider",6000,22,14,,,,,,,,,,,,,
,"Gold Mine",18,21,,"Boar Rider",6300,22,14,,,,,,,,,,,,,
,"Air Defense",18,24,,"Boar Rider",6600,22,14,,,,,,,,,,,,,
,"Superbomb",21,20,,"Boar Rider",6900,22,14,,,,,,,,,,,,,
,"Wall",17,17,,"Boar Rider",7200,22,14,,,,,,,,,,,,,
,"Wall",21,17,,,,,,,,,,,,,,,,,,
,"Wall",22,17,,,,,,,,,,,,,,,,,,
,"Wall",23,17,,,,,,,,,,,,,,,,,,
,"Wall",24,17,,,,,,,,,,,,,,,,,,
,"Wall",25,17,,,,,,,,,,,,,,,,,,
,"Wall",26,17,,,,,,,,,,,,,,,,,,
,"Wall",27,17,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",17,21,,,,,,,,,,,,,,,,,,
,"Wall",17,22,,,,,,,,,,,,,,,,,,
,"Wall",17,23,,,,,,,,,,,,,,,,,,
,"Wall",17,24,,,,,,,,,,,,,,,,,,
,"Wall",17,25,,,,,,,,,,,,,,,,,,
,"Wall",17,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",18,17,,,,,,,,,,,,,,,,,,
,"Wall",19,17,,,,,,,,,,,,,,,,,,
,"Wall",20,17,,,,,,,,,,,,,,,,,,
,"Wall",19,27,,,,,,,,,,,,,,,,,,
,"Wall",18,27,,,,,,,,,,,,,,,,,,
,"Wall",17,27,,,,,,,,,,,,,,,,,,
,"Wall",17,20,,,,,,,,,,,,,,,,,,
,"Wall",17,19,,,,,,,,,,,,,,,,,,
,"Wall",17,18,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",27,19,,,,,,,,,,,,,,,,,,
,"Wall",27,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"GearHealingTome","Hero Altar Grand Warden",24,24,,"Grand Warden",100,16,12,,,"Healing Tome",7500,,,,,55,-100,-150,,
,"Dark Elixir Barrack",21,24,,"Boar Rider",6000,22,14,,,,,,,,,,,,,
,"Gold Mine",18,21,,"Boar Rider",6300,22,14,,,,,,,,,,,,,
,"Air Defense",18,24,,"Boar Rider",6600,22,14,,,,,,,,,,,,,
,"Superbomb",21,20,,"Boar Rider",6900,22,14,,,,,,,,,,,,,
,"Wall",17,17,,"Boar Rider",7200,22,14,,,,,,,,,,,,,
,"Wall",21,17,,,,,,,,,,,,,,,,,,
,"Wall",22,17,,,,,,,,,,,,,,,,,,
,"Wall",23,17,,,,,,,,,,,,,,,,,,
,"Wall",24,17,,,,,,,,,,,,,,,,,,
,"Wall",25,17,,,,,,,,,,,,,,,,,,
,"Wall",26,17,,,,,,,,,,,,,,,,,,
,"Wall",27,17,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",17,21,,,,,,,,,,,,,,,,,,
,"Wall",17,22,,,,,,,,,,,,,,,,,,
,"Wall",17,23,,,,,,,,,,,,,,,,,,
,"Wall",17,24,,,,,,,,,,,,,,,,,,
,"Wall",17,25,,,,,,,,,,,,,,,,,,
,"Wall",17,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",18,17,,,,,,,,,,,,,,,,,,
,"Wall",19,17,,,,,,,,,,,,,,,,,,
,"Wall",20,17,,,,,,,,,,,,,,,,,,
,"Wall",19,27,,,,,,,,,,,,,,,,,,
,"Wall",18,27,,,,,,,,,,,,,,,,,,
,"Wall",17,27,,,,,,,,,,,,,,,,,,
,"Wall",17,20,,,,,,,,,,,,,,,,,,
,"Wall",17,19,,,,,,,,,,,,,,,,,,
,"Wall",17,18,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",27,19,,,,,,,,,,,,,,,,,,
,"Wall",27,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"GearAngryTome","Hero Altar Grand Warden",24,24,,"Grand Warden",100,16,12,,,"Angry Tome",,,,,,55,-100,-150,,
,"Dark Elixir Barrack",21,24,,"Boar Rider",6000,22,14,,,,,,,,,,,,,
,"Gold Mine",18,21,,"Boar Rider",6300,22,14,,,,,,,,,,,,,
,"Air Defense",18,24,,"Boar Rider",6600,22,14,,,,,,,,,,,,,
,"Superbomb",21,20,,"Boar Rider",6900,22,14,,,,,,,,,,,,,
,"Wall",17,17,,"Boar Rider",7200,22,14,,,,,,,,,,,,,
,"Wall",21,17,,,,,,,,,,,,,,,,,,
,"Wall",22,17,,,,,,,,,,,,,,,,,,
,"Wall",23,17,,,,,,,,,,,,,,,,,,
,"Wall",24,17,,,,,,,,,,,,,,,,,,
,"Wall",25,17,,,,,,,,,,,,,,,,,,
,"Wall",26,17,,,,,,,,,,,,,,,,,,
,"Wall",27,17,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",17,21,,,,,,,,,,,,,,,,,,
,"Wall",17,22,,,,,,,,,,,,,,,,,,
,"Wall",17,23,,,,,,,,,,,,,,,,,,
,"Wall",17,24,,,,,,,,,,,,,,,,,,
,"Wall",17,25,,,,,,,,,,,,,,,,,,
,"Wall",17,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",18,17,,,,,,,,,,,,,,,,,,
,"Wall",19,17,,,,,,,,,,,,,,,,,,
,"Wall",20,17,,,,,,,,,,,,,,,,,,
,"Wall",19,27,,,,,,,,,,,,,,,,,,
,"Wall",18,27,,,,,,,,,,,,,,,,,,
,"Wall",17,27,,,,,,,,,,,,,,,,,,
,"Wall",17,20,,,,,,,,,,,,,,,,,,
,"Wall",17,19,,,,,,,,,,,,,,,,,,
,"Wall",17,18,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",27,19,,,,,,,,,,,,,,,,,,
,"Wall",27,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"GearFireInCan","Hero Altar Grand Warden",24,24,,"Grand Warden",100,16,12,,,"Fire in a Can",7500,,,,,55,-100,-150,,
,"Dark Elixir Barrack",21,24,,"Boar Rider",6000,22,14,,,,,,,,,,,,,
,"Gold Mine",18,21,,"Boar Rider",6300,22,14,,,,,,,,,,,,,
,"Air Defense",18,24,,"Boar Rider",6600,22,14,,,,,,,,,,,,,
,"Superbomb",21,20,,"Boar Rider",6900,22,14,,,,,,,,,,,,,
,"Wall",17,17,,"Boar Rider",7200,22,14,,,,,,,,,,,,,
,"Wall",21,17,,,,,,,,,,,,,,,,,,
,"Wall",22,17,,,,,,,,,,,,,,,,,,
,"Wall",23,17,,,,,,,,,,,,,,,,,,
,"Wall",24,17,,,,,,,,,,,,,,,,,,
,"Wall",25,17,,,,,,,,,,,,,,,,,,
,"Wall",26,17,,,,,,,,,,,,,,,,,,
,"Wall",27,17,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",17,21,,,,,,,,,,,,,,,,,,
,"Wall",17,22,,,,,,,,,,,,,,,,,,
,"Wall",17,23,,,,,,,,,,,,,,,,,,
,"Wall",17,24,,,,,,,,,,,,,,,,,,
,"Wall",17,25,,,,,,,,,,,,,,,,,,
,"Wall",17,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",18,17,,,,,,,,,,,,,,,,,,
,"Wall",19,17,,,,,,,,,,,,,,,,,,
,"Wall",20,17,,,,,,,,,,,,,,,,,,
,"Wall",19,27,,,,,,,,,,,,,,,,,,
,"Wall",18,27,,,,,,,,,,,,,,,,,,
,"Wall",17,27,,,,,,,,,,,,,,,,,,
,"Wall",17,20,,,,,,,,,,,,,,,,,,
,"Wall",17,19,,,,,,,,,,,,,,,,,,
,"Wall",17,18,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",27,19,,,,,,,,,,,,,,,,,,
,"Wall",27,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"GearSeekingShield","Archer Tower",24,24,,"Warrior Princess",100,18,15,,,"Seeking Shield",5000,,,,,70,-150,-150,,
,"Cannon",21,24,,,,,,,,,,,,,,,,,,
,"Air Blaster",24,21,,,,,,,,,,,,,,,,,,
,"Air Defense",21,21,,,,,,,,,,,,,,,,,,
,"Barrack",18,21,,,,,,,,,,,,,,,,,,
,"Air Defense",18,24,,,,,,,,,,,,,,,,,,
,"Wall",17,20,,,,,,,,,,,,,,,,,,
,"Wall",21,20,,,,,,,,,,,,,,,,,,
,"Wall",22,20,,,,,,,,,,,,,,,,,,
,"Wall",23,20,,,,,,,,,,,,,,,,,,
,"Wall",24,20,,,,,,,,,,,,,,,,,,
,"Wall",25,20,,,,,,,,,,,,,,,,,,
,"Wall",26,20,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",17,21,,,,,,,,,,,,,,,,,,
,"Wall",17,22,,,,,,,,,,,,,,,,,,
,"Wall",17,23,,,,,,,,,,,,,,,,,,
,"Wall",17,24,,,,,,,,,,,,,,,,,,
,"Wall",17,25,,,,,,,,,,,,,,,,,,
,"Wall",17,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",18,20,,,,,,,,,,,,,,,,,,
,"Wall",19,20,,,,,,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",19,27,,,,,,,,,,,,,,,,,,
,"Wall",18,27,,,,,,,,,,,,,,,,,,
,"Wall",17,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"GearSpeedySpear","Archer Tower",24,24,,"Warrior Princess",100,18,15,,,"Protective Cloak",5000,,,,,70,-150,-150,,
,"Cannon",21,24,,,,,,,,,,,,,,,,,,
,"Air Blaster",24,21,,,,,,,,,,,,,,,,,,
,"Air Defense",21,21,,,,,,,,,,,,,,,,,,
,"Barrack",18,21,,,,,,,,,,,,,,,,,,
,"Air Defense",18,24,,,,,,,,,,,,,,,,,,
,"Wall",17,20,,,,,,,,,,,,,,,,,,
,"Wall",21,20,,,,,,,,,,,,,,,,,,
,"Wall",22,20,,,,,,,,,,,,,,,,,,
,"Wall",23,20,,,,,,,,,,,,,,,,,,
,"Wall",24,20,,,,,,,,,,,,,,,,,,
,"Wall",25,20,,,,,,,,,,,,,,,,,,
,"Wall",26,20,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",17,21,,,,,,,,,,,,,,,,,,
,"Wall",17,22,,,,,,,,,,,,,,,,,,
,"Wall",17,23,,,,,,,,,,,,,,,,,,
,"Wall",17,24,,,,,,,,,,,,,,,,,,
,"Wall",17,25,,,,,,,,,,,,,,,,,,
,"Wall",17,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",18,20,,,,,,,,,,,,,,,,,,
,"Wall",19,20,,,,,,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",19,27,,,,,,,,,,,,,,,,,,
,"Wall",18,27,,,,,,,,,,,,,,,,,,
,"Wall",17,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"GearElectrifiedShield","Archer Tower",24,24,,"Warrior Princess",100,18,15,,,,5000,,,,,70,-150,-150,,
,"Halloweenskels",21,24,,,,,,,,,,,,,,,,,,
,"Air Blaster",24,21,,,,,,,,,,,,,,,,,,
,"Air Defense",21,21,,,,,,,,,,,,,,,,,,
,"Barrack",18,21,,,,,,,,,,,,,,,,,,
,"Air Defense",18,24,,,,,,,,,,,,,,,,,,
,"Wall",17,20,,,,,,,,,,,,,,,,,,
,"Wall",21,20,,,,,,,,,,,,,,,,,,
,"Wall",22,20,,,,,,,,,,,,,,,,,,
,"Wall",23,20,,,,,,,,,,,,,,,,,,
,"Wall",24,20,,,,,,,,,,,,,,,,,,
,"Wall",25,20,,,,,,,,,,,,,,,,,,
,"Wall",26,20,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",17,21,,,,,,,,,,,,,,,,,,
,"Wall",17,22,,,,,,,,,,,,,,,,,,
,"Wall",17,23,,,,,,,,,,,,,,,,,,
,"Wall",17,24,,,,,,,,,,,,,,,,,,
,"Wall",17,25,,,,,,,,,,,,,,,,,,
,"Wall",17,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",18,20,,,,,,,,,,,,,,,,,,
,"Wall",19,20,,,,,,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",19,27,,,,,,,,,,,,,,,,,,
,"Wall",18,27,,,,,,,,,,,,,,,,,,
,"Wall",17,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"GearHeadhunterPin","Archer Tower",24,24,,"Warrior Princess",100,18,15,,,,5000,,,,,70,-150,-150,,
,"Cannon",21,24,,,,,,,,,,,,,,,,,,
,"Air Blaster",24,21,,,,,,,,,,,,,,,,,,
,"Air Defense",21,21,,,,,,,,,,,,,,,,,,
,"Barrack",18,21,,,,,,,,,,,,,,,,,,
,"Air Defense",18,24,,,,,,,,,,,,,,,,,,
,"Wall",17,20,,,,,,,,,,,,,,,,,,
,"Wall",21,20,,,,,,,,,,,,,,,,,,
,"Wall",22,20,,,,,,,,,,,,,,,,,,
,"Wall",23,20,,,,,,,,,,,,,,,,,,
,"Wall",24,20,,,,,,,,,,,,,,,,,,
,"Wall",25,20,,,,,,,,,,,,,,,,,,
,"Wall",26,20,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",17,21,,,,,,,,,,,,,,,,,,
,"Wall",17,22,,,,,,,,,,,,,,,,,,
,"Wall",17,23,,,,,,,,,,,,,,,,,,
,"Wall",17,24,,,,,,,,,,,,,,,,,,
,"Wall",17,25,,,,,,,,,,,,,,,,,,
,"Wall",17,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",18,20,,,,,,,,,,,,,,,,,,
,"Wall",19,20,,,,,,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",19,27,,,,,,,,,,,,,,,,,,
,"Wall",18,27,,,,,,,,,,,,,,,,,,
,"Wall",17,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"MergedArcherTower","<selected>",24,24,,"Barbarian",100,32,32,,,,,,,,,80,50,50,,
,,,,,"Barbarian",100,33,26,,,,,,,,,,,,,
,,,,,"Barbarian",100,26,33,,,,,,,,,,,,,
,,,,,"Barbarian",4000,33,26,,,,,,,,,,,,,
,,,,,"Barbarian",4000,26,33,,,,,,,,,,,,,
,,,,,"Barbarian",7000,32,32,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"MergedCannon","<selected>",24,24,,"Barbarian",100,32,32,,,,,,,,,80,50,50,,
,,,,,"Barbarian",100,33,28,,,,,,,,,,,,,
,,,,,"Barbarian",100,28,33,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"GearProtective","Air Defense",24,24,,"Warrior Princess",100,19,15,,,"Protective RC Gear",15000,,,,,70,-150,-150,,
,"Archer Tower",21,24,,,,,,,,,,,,,,,,,,
,"Gold Mine",24,21,,,,,,,,,,,,,,,,,,
,"Bow",21,21,,,,,,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",21,20,,,,,,,,,,,,,,,,,,
,"Wall",22,20,,,,,,,,,,,,,,,,,,
,"Wall",23,20,,,,,,,,,,,,,,,,,,
,"Wall",24,20,,,,,,,,,,,,,,,,,,
,"Wall",25,20,,,,,,,,,,,,,,,,,,
,"Wall",26,20,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",20,21,,,,,,,,,,,,,,,,,,
,"Wall",20,22,,,,,,,,,,,,,,,,,,
,"Wall",20,23,,,,,,,,,,,,,,,,,,
,"Wall",20,24,,,,,,,,,,,,,,,,,,
,"Wall",20,25,,,,,,,,,,,,,,,,,,
,"Wall",20,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
