"TID","EN","FR","DE","ES","IT","NL","NO","PT","TR","JP","CN","KR","RU"
"TID_DARK_TOWER_INFO","Set the Inferno Tower's Dark Elixir fueled flame to build up unbelievable damage to single targets, or to constantly roast multiple targets at once. Healing effects get blocked by its extreme heat!","Réglez la tour de l'enfer et sa flamme à base d'élixir noir pour infliger des dégâts incroyables à des cibles individuelles ou pour en faire rôtir plusieurs à la fois. Sa chaleur intense bloque les effets de guérison !","Entfache das Feuer des Infernoturms und lasse das Dunkle Elixier brennen! Füge einzelnen Zielen unglaublichen Schaden zu oder brate gleich mehrere Ziele auf einmal. Die extreme Hitze verhindert eine Heilung.","Abastece tu torre infernal de elixir oscuro y usa sus llamas para provocar daños inimaginables a un solo objetivo o para calcinar a varios a la vez. ¡El abrasador calor que desprende bloquea cualquier efecto curativo!","Accendi la fiamma a Elisir nero della torre infernale per infliggere danni incredibili a bersagli singoli, o per arrostire molteplici obiettivi contemporaneamente. Il suo calore estremo blocca gli effetti di guarigione!","Ontsteek de op duister-elixir brandende vlam van de infernotoren om schade op te bouwen en toe te brengen aan individuele doelwitten, of om constant verschillende doelwitten tegelijk te roosteren. Genezende effecten worden geblokkeerd door de extreme hitte!","Infernotårnets flamme får næring av mørk eliksir, og kan benyttes til å påføre enkeltmål ufattelige skader, eller til å steke flere mål samtidig. Helbredende effekter blokkeres av den intense varmen!","Faça a chama alimentada pelo Elixir Negro da Torre Inferno causar danos incríveis em alvos únicos ou atingir continuamente vários alvos ao mesmo tempo. Os efeitos de cura são bloqueados pelo calor extremo!","Tekli hedeflere inanılmaz hasarlar vermek ya da çoklu hedefleri tek seferde kızartmak için Cehennem Kulesi'nin Kara İksirini ateşle. İyileştirme etkileri, aşırı sıcak yüzünden uygulanamaz!","インフェルノタワーにダークエリクサーを燃料とする炎を灯し、1体の敵に目玉が飛び出るほどのダメージを喰らわせるか、複数の敵をほどよく火あぶりにできます。灼熱の炎にはヒーリングの効果が通用しません！","建立地狱之塔有暗黑重油加持的火焰，对单一目标造成难以估算的伤害，或者一次对多重目标进行持续攻击。它的超高热量将使治愈效果失去作用！","인페르노 타워의 다크 엘릭서로 화염을 일으켜 단일 표적에게 막대한 피해를 주거나, 여러 표적을 계속해서 불태울 수 있습니다. 엄청난 열기로 인해 치유 효과가 차단됩니다!","Питаемое Черным Эликсиром пламя из Адской Башни наносит невероятный урон одиночным целям, или жжет несколько целей одновременно. Исцеления блокируются его ужасным жаром."
"TID_ATTACK_WON","You won","Vous avez gagné","Du hast gewonnen","¡Has ganado!","Hai vinto","Je hebt gewonnen","Du vant","Você ganhou","Kazandın","勝利","您获胜了","승리","Вы победили"
"TID_ATTACK_LOST","You lost","Vous avez perdu","Du hast verloren","Has perdido...","Hai perso","Je hebt verloren","Du tapte","Você perdeu","Kaybettin","敗北","您战败了","패배","Вы проиграли"
"TID_ALLIANCE_DEFAULT_TROOP_REQUEST_MESSAGE","I need reinforcement troops","J'ai besoin de troupes de renfort.","Ich brauche Verstärkungen","¡Necesito tropas de refuerzo!","Ho bisogno di rinforzi","Ik heb versterkingen nodig","Jeg trenger forsterkninger","Preciso de tropas de reforço","Takviye birliğe ihtiyaç duyuyorum","援軍をお願いします！","救命啊！我需要增援部队！","증원 유닛이 필요합니다.","Мне нужно подкрепление."
"TID_PURCHASE_LIMIT_TITLE","Confirm Purchase","Confirmer l'achat","Kauf bestätigen","Confirmación de compra","Conferma acquisto","Aankoop bevestigen","Bekreft kjøp","Confirmar compra","Satın Almayı Onayla","購入の確認","确认购买","구매 확정","Подтвердить Покупку"
"TID_PURCHASE_LIMIT_TEXT","To avoid accidental purchases, you'll be able to buy again in:","Pour éviter les achats impromptus, vous pourrez faire votre prochain achat dans :","Um unbeabsichtigte Käufe zu vermeiden, sind Käufe wieder möglich in:","Para evitar compras accidentales, podrás comprar de nuevo en:","Per evitare acquisti accidentali, potrai acquistare di nuovo fra:","Om ongewenste aankopen te voorkomen, kun je weer aankopen doen over:","For å unngå utilsiktede kjøp vil du først kunne handle igjen om:","Para evitar compras acidentais, você poderá comprar de novo em:","Yanlışlıkla satın almayı önlemek için, tekrar satın almana kalan süre:","誤って購入しすぎないための待ち時間：","为避免由于疏忽造成的购买，再次购买前您需要等待：","우발적인 구매를 예방하기 위해 일정 시간 동안 구매할 수 없습니다.","Чтобы избежать случайных покупок, следующую покупку вы сможете сделать через:"
"TID_PURCHASE_LIMIT_CONFIRM","Please type in \q<CONFIRM>\q and press the Okay button to purchase <ITEM> for <PRICE>.","Entrez \q<CONFIRM>\q et appuyez sur OK pour acheter <ITEM> pour <PRICE>.","Bitte schreibe \q<CONFIRM>\q und drücke \qOkay\q, um <ITEM> für <PRICE> zu kaufen.","Introduce <CONFIRM> y pulsa el botón Vale para comprar <ITEM> por <PRICE>.","Digita \q<CONFIRM>\q e premi il pulsante OK per acquistare: <ITEM> per <PRICE>.","Typ \q<CONFIRM>\q en druk op Oké om een <ITEM> voor <PRICE> te kopen.","Skriv \q<CONFIRM>\q og trykk på OK-knappen for å kjøpe <ITEM> for <PRICE>.","Digite \q<CONFIRM>\q e pressione o botão Ok para comprar <ITEM> por <PRICE>.","<PRICE> karşılığında <ITEM> satın almak için lütfen \q<CONFIRM>\q yaz ve Tamam düğmesine bas.","\q<CONFIRM>\qと入力してOKボタンを押せば<ITEM>を<PRICE>で購入でいます。","如果您仍然愿意用<PRICE>购买<ITEM>，请输入\q<CONFIRM>\q然后按下\q确定\q按钮。","\q<CONFIRM>\q이라 입력하고 확인 단추를 눌러서 <ITEM>(을)를 <PRICE>에 구매하세요.","Пожалуйста, введите \q<CONFIRM>\q и нажмите кнопку «Окей», чтобы купить <ITEM> за <PRICE>."
"TID_ERROR_POP_UP_PERSONAL_BREAK_TITLE","Take a break","Faites une pause","Mach eine Pause","Descansa un poco","Fai una pausa","Neem even pauze","Ta en pause","Dê uma pausa","Mola ver","ひと休みしましょう...","请休息一下","휴식","Сделайте небольшой перерыв"
"TID_ERROR_POP_UP_PERSONAL_BREAK","You have been playing for too long and your villagers need to rest for a few minutes.","Vous jouez depuis trop longtemps, vos villageois ont besoin de repos !","Du hast zu lange gespielt und deine Dorfbewohner müssen sich etwas ausruhen.","Llevas demasiado tiempo jugando y tus aldeanos necesitan descansar unos minutos.","Hai giocato troppo, i tuoi abitanti non ce la fanno più. Falli riposare per qualche minuto.","Je speelt al te lang en je dorpelingen kunnen wel wat rust gebruiken.","Du har spilt for lenge, og landsbyboerne dine trenger en liten hvil.","Você está jogando há muito tempo, e as tropas precisam descansar por alguns minutos.","Uzun süredir oyundasın, köylülerin birkaç dakika dinlense iyi olur.","連続プレイ時間が\n長くなってきましたので、\n村人たちを数分間\n休ませてあげましょう。","您已经征战太长时间了，您的村民们需要休息一下。","너무 오랫동안 플레이해서 마을 주민들이 몇 분의 휴식을 원합니다.","Вы играли слишком долго, селянам нужно немного отдохнуть."
"TID_ERROR_POP_UP_PERSONAL_BREAK_BUTTON","Reload","Recharger","Neu laden","Recargar","Ricarica","Herladen","Last inn på nytt","Recarregar","Yeniden yükle","リロード","重新载入","재실행","Перезапустить"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION","Inferno Tower is now loaded!","La tour de l'enfer est maintenant chargée !","Infernoturm ist jetzt geladen!","¡Torre infernal cargada!","La torre infernale è carica!","Infernotoren is nu geladen!","Infernotårnet er ladet!","A Torre Inferno está carregada!","Cehennem Kulesi artık yüklü!","インフェルノタワーを満タンにしました！","地狱之塔装填暗黑重油完毕！","인페르노 타워가 충전되었습니다!","Адская башня заряжена!"
"TID_DARKTOWER_AMMO_ALREADY_FULL","Inferno Tower is fully loaded!","La tour de l'enfer est chargée au maximum !","Infernoturm ist voll geladen!","¡Torre infernal completamente cargada!","La torre infernale è completamente carica!","Infernotoren is volledig geladen!","Infernotårnet er fulladet!","A Torre Inferno está totalmente carregada!","Cehennem Kulesi tamamen dolu!","インフェルノタワーはもう満タンです！","地狱之塔暂不需要更多暗黑重油！","인페르노 타워가 완전히 충전되었습니다!","Адская Башня полностью заряжена!"
"TID_PERSONAL_BREAK_ATTACK_DISABLED","Attacking is disabled for a few minutes.","Les attaques sont désactivées pendant quelques minutes.","Angriffe wurden für einige Minuten deaktiviert.","Se ha desactivado temporalmente la función de ataque.","L'attacco è disabilitato per qualche minuto.","Je kunt een paar minuten lang niet aanvallen.","Angrep er deaktivert i noen minutter.","O ataque foi desativado por alguns minutos.","Birkaç dakika süresince saldırı yapılamaz.","数分間、攻撃できません。","未来几分钟内您将无法发起进攻。","몇 분 동안 공격할 수 없습니다.","Невозможно атаковать в течение нескольких минут."
"TID_PERSONAL_BREAK_STARTED","You have been online too long and will be soon kicked out for a few minutes.","Vous jouez depuis trop longtemps : vous allez être exclu du jeu pendant quelques minutes.","Du warst zu lange online und wirst daher bald für einige Minuten aus dem Spiel ausgeschlossen.","Llevas demasiado tiempo jugando. Pronto se te expulsará durante unos minutos.","Sei rimasto online troppo a lungo e sarai disconnesso per qualche minuto.","Je bent al te lang online dus je wordt er een paar minuten vanaf geknikkerd.","Du har vært pålogget for lenge og vil snart bli kastet ut i noen minutter.","Você está online há muito tempo e logo será desconectado por alguns minutos.","Çok uzun süredir çevrimiçisin, birazdan birkaç dakikalığına atılacaksın.","連続オンライン時間が長すぎるため、間もなく数分間だけ強制的にオフラインになります。","您在线时间过长，系统将在几分钟后强制您下线。","너무 오랫동안 온라인 상태를 유지해서 게임이 잠시 후 종료되고 몇 분 동안은 실행할 수 없습니다.","Вы играли слишком долго и скоро будете ненадолго изгнаны."
"TID_ALLIANCE_JOIN_CLAN","Join or create a clan and get stronger.\n\nClanmates help each other and can send reinforcement troops.","L'union fait la force, alors rejoignez ou créez un clan !\n\nLes membres d'un clan peuvent s'entraider en envoyant des troupes de renfort.","Tritt einem Clan bei oder gründe einen, um mächtiger zu werden.\n\nClankameraden helfen sich gegenseitig und schicken Truppen zur Verstärkung.","Únete a un clan o crea el tuyo propio y hazte más fuerte.\n\nLos aliados se ayudan los unos a los otros y se envían tropas de refuerzo.","Unisciti a un clan, o creane uno, e fallo crescere.\n\nI membri del clan si aiutano a vicenda e possono inviarsi rinforzi.","Sluit je aan bij een clan of richt er eentje op om sterker te worden.\n\nClangenoten helpen elkaar en sturen versterkingen.","Bli sterkere ved å slutte deg til eller opprette en klan.\n\nKlanmedlemmer kan hjelpe hverandre og sende hverandre forsterkninger.","Junte-se a um clã ou crie o seu e fique mais forte.\n\nOs membros do clã podem ajudar uns aos outros e enviar tropas de reforço.","Bir klana katıl ya da bir klan yarat, böylece daha da güçlen.\n\nKlan arkadaşları birbirine yardım eder ve takviye birlikler gönderir.","クランに参加するか、自分でクランを作ってさらに上を目指しましょう！\n\nクランの仲間同士は互いに援軍を送って助け合うことができます。","加入或者创建一个部落可以让你变得更加强大\n\n部落成员可以在部落内聊天，可以相互派遣增援部队。","클랜에 가입하거나 새로운 클랜을 생성해서 더 강력한 세력을 구축하세요.\n\n클랜 동료들은 서로 돕고 유닛을 지원합니다.","Создайте свой клан или вступите в другой, чтобы стать сильнее.\n\nСоклановцы помогают друг другу и могут отправлять подкрепление."
"TID_BUTTON_APPBANK","AppBank Guide","Guide AppBank","AppBank-Anleitung","Guía de AppBank","Guida AppBank","AppBank-gids","AppBank-veiledning","Guia AppBank","AppBank Kılavuzu","AppBank攻略情報","AppBank 指南","AppBank 공략","Гид по AppBank"
"TID_INVALID_DESCRIPTION","Invalid description! Please try another one.","Description non valide ! Veuillez en choisir une autre.","Ungültige Beschreibung! Bitte versuche eine andere.","La descripción no es válida. Prueba con otra.","Descrizione non valida! Provane un'altra.","Ongeldige beschrijving! Probeer een andere.","Ugyldig beskrivelse! Prøv en annen.","Descrição inválida! Tente outra.","Geçersiz tanımlama! Lütfen başka bir tanımlama dene.","説明が無効です！別のものを試してください。","请修改对该部落的描述！","부적절한 설명입니다! 다른 내용을 입력하세요.","Описание не подходит! Пожалуйста, попробуйте другое."
