"TID","NO"
"TID_GRAND_WARDEN_INFO","Storvokteren er en erfaren taktiker som er utrustet med en kraftig tryllestav. Han kan støtte troppene dine når de angriper fiendtlige landsbyer eller passer på landsbyen din."
"TID_HERO_INSTRUCTIONS_WARDEN","Storvokteren er en mektig magimester som støtter angriperne dine med eksplosjoner fra tryllestaven. Han kan gå over murer og fly høyt sammen med lufttropper for å hjelpe enhver angrepsstyrke. I forsvar blir han til et slagkraftig tårn."
"TID_HERO_AURA_WARDEN_TITLE","Livsaura"
"TID_HERO_AURA_WARDEN_DESC","Vokterens tryllestav utsondrer en helsefremmende aura som blir bedre for hvert nivå. Alle vennligsinnede enheter i nærheten, enten de er i angrep eller forsvar, får flere treffpoeng. De mister imidlertid fordelen hvis de vandrer for langt av gårde!"
"TID_HERO_ABILITY_WARDEN_TITLE","Evighetsbok"
"TID_HERO_ABILITY_WARDEN_DESC","Vokteren slipper løs den fulle kraften i den magiske boken, noe som gjør at han selv og vennligsinnede enheter i nærheten blir helt immune mot skade i en kort periode!"
"TID_HINT_ARTILLERY","En liten tropp kan hjelpe til med å forberede et angrep før ørneartilleriet aktiveres."
"TID_HINT_ARTILLERY2","Et kjapt angrep kan overvelde ørneartilleriet før det får gjort noe særlig med skade."
"TID_HINT_ARTILLERY3","Ørneartilleriet er omringet av en omfangsrik ingen ild-sone. Sørg for at de mest verdifulle bygningene dine befinner seg i sonen!"
"TID_HINT_HERO_GRAND_WARDEN","Storvokteren tar i bruke mystiske gjenstander for å gjøre tropper i nærheten supertøffe."
"TID_HINT_HERO_GRAND_WARDEN_MODE","Bruker du en flyvende hær? Prøv å sette storvokteren i luftmodus!"
"TID_HINT_ARTILLERY_TARGET","Ørnartilleriet angriper de mest hardføre fiendene i de nærmeste eller største gruppene."
"TID_HINT_ARTILLERY_TARGET2","Et trådkors vises der ørneartilleriets prosjektiler vil lande."
"TID_HINT_ARTILLERY_TARGET3","Enheter i nærheten av nedslagsområdet til et prosjektil blir skadet av sjokkbølger."
"TID_POPUP_SHIELD_REMOVAL_REVENGE","Skjoldets varighet forkortes hvis du starter et hevnangrep. Hvis du har mindre enn prisen for angrep, fjernes skjoldet ditt."
"TID_HINT_GUARD","En vakt beskytter deg mot angrep og lar deg fritt angripe andre!"
"TID_ERROR_POP_UP_PERSONAL_BREAK_EXTENDED_TITLE","Utvidet pause"
"TID_ERROR_POP_UP_PERSONAL_BREAK_EXTENDED","Tidsgrensen for den personlige pausen ble ikke helt tilbakestilt siden du ikke mottok et skjold sist gang du startet en pause."
"TID_ERROR_POP_UP_PERSONAL_BREAK_FINAL_TITLE","Utvidet pause"
"TID_ERROR_POP_UP_PERSONAL_BREAK_EXTENDED_FINAL","Tidsgrensen for den personlige pausen ble utvidet, men blir nå tilbakestilt. Du kan unngå dette i fremtiden ved å sørge for at rådhuset er beskyttet, og ved å skaffe flere trofeer."
"TID_ERROR_POP_UP_PERSONAL_BREAK_MULTIPLE_FINAL","Tidsgrensen for den personlige pausen er blitt utvidet flere ganger, men blir nå tilbakestilt. Du kan unngå dette i fremtiden ved å sørge for at rådhuset er beskyttet, og ved å skaffe flere trofeer."
"TID_DAMAGE_PER_HIT","Skade per treff: <number>"
"TID_SHOCKWAVE_DAMAGE","Sjokkbølgeskade: <number>"
"TID_DIE_DAMAGE","Skade når dette ødelegges: <number>"
"TID_NEWS_TH11_UPDATE_OVERVIEW_TITLE","En av tidenes største Clash-oppdateringer!"
"TID_NEWS_TH11_UPDATE_OVERVIEW_TEXT","• Rådhus på nivå 11 gjør sin entré med et SMELL!\n• Storvokter og ørneartilleri: de mektigste og mest strategiske tilskuddene noensinne!\n• Nye troppenivåer, forsvarsnivåer og donasjon av klanformler\n• Angrip gjennom skjold når du vil, men husk å beskytte rådhuset!\n• Vokt spilløktene når skjoldet er nede, og bli aldri utsatt for overraskende angrep igjen\n• Nisser som jager rådhus, større ligabonuser og trofeer og mye mer!"
"TID_NEWS_TH11_UPDATE_TH11_TITLE","Skru opp rådhuslyden til 11"
"TID_NEWS_TH11_UPDATE_TH11_TEXT","• Det mest storslagne og fryktinngytende rådhusnivået noensinne: rådhus 11!\n• Storvokteren, en helt for rådhus på nivå 11, kan gjøre militæret nær sagt ustoppelig!\n• Ørneartilleriet, et nytt forsvar for rådhus på nivå 11, påfører store ødeleggelser på lang avstand\n• Flere forsvarsverker, som en ekstra kanon, bueskyttertårn, trollmannstårn og X-bue!\n• Nye rådhus 11-nivåer for lakeier, hekser, trollmannstårn og annet!"
"TID_NEWS_TH11_UPDATE_HERO_TITLE","Storvokter: militærets nyeste helt"
"TID_NEWS_TH11_UPDATE_HERO_TEXT","• Ta i bruk ny og kraftig taktikk på slagmarken ved å øke kraften til og beskytte troppene dine\n• Storvokteren gjør alle tropper i nærheten mer hardføre, og han kan gjøre dem uovervinnelige i en begrenset periode!\n• Han hopper, han flyr - inkluder storvokteren i enhver strategi, så vil militæret ditt skinne"
"TID_NEWS_TH11_UPDATE_ARTILLERY_TITLE","Ørneartilleri: den sovende portvokteren"
"TID_NEWS_TH11_UPDATE_ARTILLERY_TEXT","• Dette slagkraftige våpenet for bruk på lang avstand kan utslette dårlig forberedte angripere\n• Runder med eksplosive prosjektiler tar ut tropper direkte og rammer i tillegg andre i nærheten av nedslagsområdet\n• Ørneartilleriet aktiveres først når mange tropper er utplassert, og gir mulighet for taktiske angrep i flere faser!"
"TID_NEWS_TH11_UPDATE_SPELLS_TITLE","Kom i form med formler"
"TID_NEWS_TH11_UPDATE_SPELLS_TEXT","• Fra og med klanslott på nivå 4 kan du også be om ekstra formler, ikke bare tropper\n• Donerte formler får alle eksisterende klanfordeler\n• Fryseformelen låses nå opp ved rådhus på nivå 9 og varer noe lenger på lavere nivåer"
"TID_NEWS_TH11_UPDATE_SHIELDS_TITLE","Skjold - fleksibelt og rettferdig forsvar"
"TID_NEWS_TH11_UPDATE_SHIELDS_TEXT","• Ødeleggelse av rådhus gir ikke lenger et skjold - ta med rådhuset inn i varmen!\n• Du kan angripe mens du er beskyttet av skjold, og det koster bare en liten reduksjon av skjoldet\n• Du mottar skjold ved 30 % ødeleggelse og mer ved 60 % ødeleggelse, men bare når en større militærstyrke angriper"
"TID_NEWS_TH11_UPDATE_GUARD_TITLE","Vakt - beskytt deg mot angrep"
"TID_NEWS_TH11_UPDATE_GUARD_TEXT","• Vakten beskytter deg mot angrep og lar deg angripe andre så mye du vil\n• Du mottar en gratis vakt når skjoldet utløper, og kan spille fritt uten å være redd for å bli angrepet\n• Høyere ligaer gir flere gratis vakter - spillere i Titan I og Legende får 100 % dekning!\n• 2 timer ekstra tid for vakten er tilgjengelig i butikken hver dag"
"TID_NEWS_TH11_UPDATE_LOOT_TITLE","Bedre plyndring: utbytte og trofeer"
"TID_NEWS_TH11_UPDATE_LOOT_TEXT","• Rådhus rommer nå mengder med tilgjengelig utbytte - ødelegg dem i kamp for å sikre deg store ressurser!\n• Ligabonusene er større enn noensinne, men samsvarer med hvor mange prosent du ødelegger\n• Du kan vinne flere og risikerer å tape færre trofeer jo høyere liga du er i!"
"TID_NEWS_TH11_UPDATE_GAMEPLAY_TITLE","Spillbalanse"
"TID_NEWS_TH11_UPDATE_GAMEPLAY_TEXT","• Tidsgrensen for kamp er økt med 30 sekunder\n• Nisser angriper nå rådhus og klanslott for 2x skade\n• Prisen for å armere feller på nytt er kraftig redusert\n• Prisen for å lade X-buer på nytt er kraftig redusert\n• Store mengder helbredere er nå mindre effektive når de behandler samme enhet\n• Økninger for militæret er redusert til 5 juveler for 1 time med økning\n• Prisen for å finne en match og klikke seg videre er redusert for rådhus på nivå 10\n• Forberedelsesdagen for klankriger er forkortet til 23 timer\n• KI for troppkamp og å finne vei er gjort bedre\n• Den tilgjengelige utbytteprosentandelen for rådhus på nivå 6-10 er noe redusert\n• Landsbyer med rådhus på ett lavere nivå gir nå betydelig mindre utbytte\n• Spillefeltet og området for tropputplassering er begge utvidet (hindringer i periferien blir automatisk fjernet)"
"TID_NEWS_TH11_UPDATE_OTHER_TITLE","Andre forbedringer og endringer i balanse"
"TID_NEWS_TH11_UPDATE_OTHER_TEXT","• To nye utmerkelser er lagt til: Anti-Artilleri og Å gi er å få\n• Grensesnittet for donasjon av tropper/formler er pusset opp og viser nå eksisterende donasjoner\n• Tropper i kaserner kan nå legges i kø etterfølgende, på samme måte som i magifabrikken\n• Klankrigknappen viser nå en animasjon når et krigsangrep starter\n• Aktive skjold eller vakter kan nå avløses manuelt ved at man trykker på ikonet\n• Man kan nå være frakoblet lenger før man er sårbar for angrep\n• En spesiallyd spilles av når man finner et flerspillermål etter å ha søkt i 10 sekunder\n• En spesiallyd spilles av når man ikke finner flerspillermål og søket blir avbrutt\n• Tidsgrensen for personlige pauser mens man er pålogget, er redusert til 3 timer\n• Grensen for personlige pauser blir nå utvidet istedenfor tilbakestilt i enkelte tilfeller\n• Det er mindre sannsynlig at man får motstandere under sitt eget rådhusnivå ved flerspiller-matchmaking (bare under Stormesterligaen)"
"TID_NEWS_TOS_UPDATE","Vi har oppdatert tjenestevilkårene og retningslinjene for personvern. Ta deg tid til å lese gjennom dem (tilgjengelig i spillet under Innstillinger). Ditt forhold til spillene våre er underlagt disse viktige dokumentene, som inneholder nyttig informasjon for alle som velger å spille. Hvis du vil vite mer, kan du gå til forumene våre."
"TID_SHIELD_POPUP_SHIELD_TIP","Vi er i sikkerhet inntil videre. Ta deg en hvil, eller angrip!"
"TID_SHIELD_POPUP_GUARD_TIP","Beskyttelsen avsluttes snart. Vær klar!"
"TID_SHIELD_POPUP_NONE_TIP","Vi er ubeskyttet! Gjør klar forsvaret!"
"TID_SHIELD_POPUP_SHIELD_DESCRIPTION_1","Skjold beskytter mot angrep fra andre. Skjold påvirkes ikke ved at man blar i mål i Flerspiller eller Hevn, men skjoldets varighet forkortes hvis du innleder et angrep."
"TID_SHIELD_POPUP_GUARD_DESCRIPTION_1","Vakten beskytter deg den siste perioden før beskyttelsen mot angrep er over. Du kan angripe andre uten å svekke beskyttelsen, men pass på - vakten varer ikke lenge!"
"TID_SHIELD_POPUP_NONE_DESCRIPTION_1","Uten skjold eller en vakt kan du bli angrepet når som helst. Forsvar rådhuset for enhver pris! Feller, helter og klanslott gir deg maksimalt med forsvar."
"TID_SHIELD_POPUP_PERSONAL_BREAK","Obs! Landsbyboere trenger en kort pause etter å ha vært for lenge uten skjold."
"TID_SHIELD_POPUP_PERSONAL_BREAK_REMAINING","Tid til personlig pause:"
"TID_SHIELD_POPUP_SHIELD_TITLE","Skjold aktivt"
"TID_SHIELD_POPUP_GUARD_TITLE","Vakt aktiv"
"TID_SHIELD_POPUP_NONE_TITLE","Skjold inaktivt"
"TID_SHIELD_POPUP_REMOVE_BUTTON","Fjern"
"TID_SHIELD_SHIELD","Skjold"
"TID_SHIELD_GUARD","Vakt"
"TID_BUTTON_TREASURY","Skattkammer"
"TID_MULTIPLAYER_STAR_BONUS","Stjernebonus"
"TID_MULTIPLAYER_BONUS_AVAILABLE_AGAIN","Neste om: <time>"
"TID_STAR_BONUS_WINDOW_TITLE","Stjernebonus"
"TID_STARBONUS_WINDOW_AWARD","Stjernebonus mottatt!"
"TID_STARBONUS_WINDOW_AWARD_EVENT","<c66CC00><num>x stjernebonus mottatt!</c>"
"TID_STARBONUS_WINDOW_TREASURY","Bonusutbyttet har blitt levert til skattkammeret!"
"TID_LOOT_CART","Skattevogn"
"TID_LOOT_CART_INFO","Angriperne har lagt igjen litt utbytte. Husk å samle det inn hver gang du har forsvart deg!"
"TID_NO_TREASURY_LOOT_TO_COLLECT","Skattkammeret er tomt! Det er ingenting å hente."
"TID_TREASURY_WINDOW_TITLE","Skattkammer"
"TID_TREASURY_DESCRIPTION","Utbytte fra klankrigsbonuser og stjernebonuser er godt beskyttet i skattkammeret. Du kan øke skattkammerets kapasitet ved å oppgradere rådhuset, og gjennom klanfordeler."
"TID_TREASURY_GOLD","Gull i skattkammeret"
"TID_TREASURY_ELIXIR","Eliksir i skattkammeret"
"TID_TREASURY_DARK_ELIXIR","Mørk eliksir i skattkammeret"
"TID_STAR_BONUS_HELP_TITLE","Stjernebonus"
"TID_STAR_BONUS_HELP_TEXT","Vinn fem stjerner i flerspillerkamper for å få en bonus."
"TID_STAR_BONUS_BONUS_TEXT","I din nåværende liga er stjernebonusen:"
"TID_STAR_BONUS_BONUS_TEXT_BONUS","Pågående stjernebonushendelser gir deg <num>x i belønning"
"TID_HINT_TREASURY","Skattkammeret beskytter utbytte fra klankrigsbonuser og stjernebonuser i klanslottet."
"TID_HINT_LOOT_CART","Samle inn skattevogner for å få tilbake ressurser som du har tapt i forsvaret ditt."
"TID_HINT_STAR_BONUS","Vinn flerspillerkamper for å få en stjernebonus hver dag."
"TID_TREASURY_CAPACITY","<resource>: <number>"
"TID_LOOT_CART_TRANSFERRED","Ressursene i skattevognen har blitt samlet inn!"
"TID_STAR_BONUS_DESCRIPTION","Utbyttet fra stjernebonusen leveres til skattkammeret."
"TID_JOIN_NOW_BUTTON","Bli med nå"
"TID_NEWS_TREASURY TITLE","Nye skatter og skattkammeret"
"TID_NEWS_TREASURY TEXT","Daglig stjernebonus\n• Vinn 5 stjerner i flerspillerkamper for å få bonusutbytte\n• Du får større bonuser i høyere ligaer!\n• En ny stjernebonus blir tilgjengelig hver dag!\n• Stjernebonuser beskyttes i skattkammeret\n\nSkattevogn\n• En vaklevoren skattevogn dukker opp i landsbyen din hver gang du har forsvart deg\n• Samle inn vognen for å få tilbake noen av de tapte ressursene dine\n• Det dukker bare opp én vogn om gangen, så ta den med en gang!\n\nSkattkammeret\n• I klanslottene finnes det nå en godt beskyttet ressursbank: skattkammeret\n• Skattkammeret beskytter utbytte fra klankrigsbonuser og stjernebonuser\n• Det er det tryggeste stedet å lagre bonusutbyttet ditt til du er klar til å bruke det!\n\nBedre balanse\n•Ørneartilleriet påfører nå golemer og golemitter 3x skade\n• Andre luftforsvar låses nå opp på rådhus 6, og det tredje på rådhus 7"
"TID_NEWS_ECONOMY_TEXT","\n• Treningstiden og -kostnadene har blitt redusert for noen tropper\n• Treningstiden og -kostnadene har blitt redusert for noen formler\n• Treningstiden og -kostnadene har blitt redusert for noen tropper og formler"
"TID_NEWS_ECONOMY_TEXT2","\n• Treningstiden har blitt redusert for noen tropper\n• Treningstiden har blitt redusert for noen formler\n* Treningstiden har blitt redusert for noen tropper og formler"
"TID_NEWS_ECONOMY_TEXT3","\n• Treningskostnadene har blitt redusert for noen tropper\n• Treningskostnadene har blitt redusert for noen formler\n• Treningskostnadene har blitt redusert for noen tropper og formler"
"TID_HINT_STAR_BONUS_LEAGUE","Du får større stjernebonuser i høyere ligaer!"
"TID_NEWS_ROYALE","Clash Royale er nå tilgjengelig!"
"TID_NEWS_ROYALE_INFO","Clash Royale er et helt nytt kampspill i sanntid fra Clash-universet.\nVelkommen til arenaen!"
"TID_NEWS_ROYALE_BUTTON","Spill nå!"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_ATTACK_1","Reprise 1"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_ATTACK_2","Reprise 2"
"TID_AVATAR_MESSAGE_TEXT_LAYOUTS_SCRAMBLED","Landsbyens layout har blitt tilbakestilt fordi layouten er upassende. Flere forseelser vil føre til en lengre utestengelse!\nHvis du vil ha mer informasjon om upassende layouter på landsbyen, kan du trykke under."
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_DEFENSE","Reprise"
"TID_WAR_INFO_BUTTON","Krigsdetaljer"
"TID_STREAM_CLAN_WARS_ENTRY_VS","mot"
"TID_CLAN_WIN_STREAK","Krigsseiersrekke:"
"TID_PLAYER_PROFILE_TROOPS","Tropper"
"TID_PLAYER_PROFILE_SPELLS","Formler"
"TID_PLAYER_PROFILE_HEROES","Helter"
"TID_ALL_BUILDERS_AVAILABLE","Alle oppgraderinger er fullført"
"TID_NEWS_NEW_TROOP_TITLE",
"TID_NEWS_NEW_TROOP_TEXT",
"TID_NEWS_UPGRADES_TITLE",
"TID_NEWS_UPGRADES_TEXT",
"TID_NEWS_BALANCING_TITLE",
"TID_NEWS_BALANCING_TEXT",
"TID_NEWS_OTHER_TITLE",
"TID_NEWS_OTHER_TEXT",
"TID_BOWLER","Bowler"
"TID_CHARACTER_INFO_BOWLER","Denne store blå karen liker de enkle tingene i tilværelsen, som å drikke mørke eliksirer og kaste steiner. De enorme kampesteinene hans spretter av målet og treffer igjen bak det. Dobbel skade!"
"TID_IAP_NOT_AVAILABLE_CAFE_BAZAAR","Du kan ikke kjøpe noe! Påse at appen Cafe Bazaar er installert på enheten din."
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP_NO_PERKS","Klanen har nådd nivå <value>!"
"TID_EDIT_MODE_MOVE_ALL","Flytt alle"
"TID_EDIT_MODE_WALLS_ONLY","Vis murer"
"TID_EDIT_MODE_VIEW_AS_ENEMY","Speider-\nvisning"
"TID_EDIT_MODE_PHOTO_MODE","Fotomodus"
"TID_CHALLENGE_BUTTON","Utfordre"
"TID_CHALLENGE_TITLE","Uhøytidelig utfordring"
"TID_CHALLENGE_HEADER","Utfordre et annet klanmedlem til å angripe landsbyen din"
"TID_CHALLENGE_DEFAULT_INPUT","Kan du slå landsbyen min?"
"TID_CHALLENGE_CLOSED","Landsbyen blir allerede angrepet!"
"TID_CANCELLING","Avbryter"
"TID_LIVE_SPECTATOR_COUNT","Tilskuere: <num>"
"TID_ALLIANCE_WAR_STAT_NUM_0STARS","0 stjerner"
"TID_HERO_SLEEPING","Sov"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE","Gå hjem for å starte en uhøytidelig utfordring!"
"TID_REQUEST_NOT_AVAILABLE_IN_MODE","Gå hjem for å be om forsterkninger!"
"TID_ARMY_FULL","Armeen er full"
"TID_TRAINING_FULL","Køen er full!"
"TID_ALLIANCE_DATA_FAILED_GENERIC","Kunne ikke laste inn klaninfo.\n\nPrøv igjen senere."
"TID_ALLIANCE_DATA_FAILED_NOT_FOUND","Kunne ikke finne klanen."
"TID_ALLIANCE_DATA_FAILED_LOAD_FAILED","Kunne ikke laste inn klaninfo.\n\nPrøv igjen senere."
"TID_ALLIANCE_DATA_FAILED_DELETED","Denne klanen er blitt slettet. Den kan ikke lastes inn."
"TID_ALLIANCE_DONATE_DONATE_INSTANTLY","Gi bort øyeblikkelig:"
"TID_ALLIANCE_DONATE_BUTTON_QUICK","Rask donasjon"
"TID_ALLIANCE_DONATE_BUTTON_RETURN","Gå tilbake"
"TID_TRAINING_SCREEN_QUEUE","Kø"
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY_ALL","Armeen din er klar for kamp!"
"TID_LOCAL_NOTIFICATION_TRAINING_HAS_STOPPED","Treningen av armeen er ferdig!"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","Mer info"
"TID_VS","mot"
"TID_COPY_ACTION_BUTTON","Kopier"
"TID_PASTE_ACTION_BUTTON","Lim inn"
"TID_COPIED_TO_DEVICE_CLIPBOARD","Merke kopiert til enhetens utklippstavle!"
"TID_NOTHING_TO_PASTE","Ingenting å lime inn"
"TID_RECORDING_CANT_GO_HOME","Du kan ikke dra hjem, du må slutte å ta opp først!"
"TID_RECORDING_CANT_GO_MAP","Du kan ikke gå til krigskartet, du må slutte å ta opp først!"
"TID_TRAIN_TROOPS_QUEUE_SIZE","Tren tropper: <num>/<max>"
"TID_TRAIN_SPELLS_QUEUE_SIZE","Brygg formler: <num>/<max>"
"TID_TRAINING_QUEUE_IS_EMPTY","Treningskøen er tom"
"TID_SPELL_QUEUE_IS_EMPTY","Formelkøen er tom"
"TID_DUPLICATE_SPELL","Kloneformel"
"TID_DUPLICATE_SPELL_INFO","Gjør denne formelen om til en dukk-opp-armé!\n\nKloneformler lager en sirkel som kopierer tropper som går inn i den. De nye troppene har begrenset levetid, og sirkelen kan bare lage tropper som tilsvarer et maksimalt husrom."
"TID_SPELL_DUPLICATE_HOUSING","Klonekapasitet: <number>"
"TID_WAR_HISTORY_NOT_AVAILABLE_OTHER","Denne klanen har aldri vært i krig!"
"TID_WAR_STATS_TITLE","Krigsstatistikk"
"TID_WAR_STATS_WINS","Seire:"
"TID_WAR_STATS_LOSSES","Tap:"
"TID_WAR_STATS_TIES","Uavgjorte:"
"TID_WAR_STATS_TOTAL","Totalt:"
"TID_AVATAR_MESSAGE_GEM_DONATION","Noen har gitt deg juveler. Trykk på Hent for å motta dem."
"TID_AVATAR_MESSAGE_BUTTON_CLAIM","Hent"
"TID_AVATAR_MESSAGE_BUTTON_ALREADY_CLAIMED","Allerede hentet"
"TID_TRAP_EJECT_HOUSING","Sprettkapasitet: <number>"
"TID_SPRING_SIZE_FOR_UNIT","Sprettvekt:"
"TID_MAINTENANCE_UPDATE_TITLE","Oppdatering på vei!"
"TID_MAINTENANCE_UPDATE_TEXT","Clash of Clans blir oppdatert til en ny versjon som inneholder en helt ny troppetype og mye mer!"
"TID_MAINTENANCE_NORMAL_TITLE","Vedlikeholdspause"
"TID_MAINTENANCE_NORMAL_TEXT","Hva med å spille en runde Clash Royale i mellomtiden?"
"TID_MAINTENANCE_ESTIMATED_LONG","Prøv igjen om noen timer."
"TID_MAINTENANCE_ESTIMATED_TWO_HOURS","Prøv igjen om et par timer."
"TID_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Prøv igjen om ca. halvannen time."
"TID_MAINTENANCE_ESTIMATED_HOUR","Prøv igjen om ca. en time."
"TID_MAINTENANCE_ESTIMATED_MINUTES","Prøv igjen om ca. <value> minutter."
"TID_MAINTENANCE_ESTIMATED_SOON","Prøv igjen om noen få minutter."
"TID_MAINTENANCE_ESTIMATED_UNKNOWN","Prøv igjen senere."
"TID_CHALLENGE_CHOOSE_LAYOUT","Velg layout"
"TID_FRIENDLY_WAR_CHOOSE_LAYOUT","Velg layout"
"TID_CREATE_SKELETONS_SPELL","Skjelettformel"
"TID_CREATE_SKELETONS_SPELL_INFO","Tilkall en hær av skjeletter hvor som helst på slagmarken!\n\nFå noen ekstra sverd når og hvor du trenger det mest. Skjeletter utløser ikke feller."
"TID_ALLIANCE_CREATE_SHOW_LOG","Offentlig krigslogg"
"TID_AVATAR_MESSAGE_SUBJECT_GEM_DONATION","Du mottok <amount> juveler"
"TID_UI_TOP_VIEWERS_TITLE","Tilskuere:"
"TID_CANT_START_PVP_VILLAGE_EDIT_OPEN","Lukk landsby-redigeringsmodus først"
"TID_ARMY_USED","Armé brukt:"
"TID_NEWS_CHALLENGE_BOOST_TEXT","Gjør deg klar for oppdateringen med en ressursforsterkning til 1 juvel!"
"TID_NEWS_CHALLENGE_PREVIEW_TITLE","Kommer snart: Uhøytidelige utfordringer!"
"TID_NEWS_CHALLENGE_PREVIEW_TEXT","• Utfordre klanvenner til å angripe landsbyen din når som helst\n• Utfør uhøytidelige angrep uten å miste armeen din\n• Del resultater og repriser, og opprett klankonkurranser"
"TID_NEWS_CHALLENGE_PREVIEW_BUTTON","Lær mer"
"TID_CHALLENGE_FAIL_SERVER","Kunne ikke starte utfordringen, prøv igjen!"
"TID_VS_ATTACK_CONFIRM_INFO","Sørg for å være klar før du starter den uhøytidelige utfordringen!"
"TID_SPELL_SUMMON_TROOP_COUNT","Antall <name>: <number>"
"TID_BABY_DRAGON_ENRAGE_SPEED_INCREASE","Rasende bonusskade:"
"TID_BABY_DRAGON","Drageunge"
"TID_BABY_DRAGON_INFO","Denne flygende lille karen er beskjeden rundt andre luftenheter, men lar du ham være i fred, kan det gå vilt for seg! Drageunger som ikke er i nærheten av andre luftenheter, blir rasende og får ekstra skade og angrepshastighet."
"TID_MINER","Graver"
"TID_MINER_INFO","De snikete graverne graver seg ned i bakken, kommer seg under murer og dukker opp rett ved målet. Mens de er under bakken, kan ikke graverne skades, og de utløser ikke feller. Men de får likevel bonuser fra formler."
"TID_CHALLENGE_CANCELLED","Utfordringen er ikke tilgjengelig lenger!"
"TID_SCOUT_BUTTON","Speid"
"TID_TOP_HUD_FRIENDLY_BATTLE","Uhøytidelig utfordring"
"TID_TOP_HUD_WATCH_LIVE_BUTTON","Se live"
"TID_STREAM_BUTTON_SCOUT","Speid"
"TID_STREAM_BUTTON_ATTACK","Angrip"
