"TID","DE"
"TID_ALLIANCE_WAR_ATTACK_FAILED_INVALID_TARGET","Dorf kann nicht angegriffen werden. Ungültiges Ziel!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_NOT_IN_WAR","Angriff in diesem Krieg nicht möglich. Du bist dem Clan nach Kriegsbeginn beigetreten!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_ATTACK_ONGOING","Angriff läuft noch. Versuche es später erneut!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_SNAPSHOT_NOT_AVAILABLE","Dieses Dorf ist momentan nicht verfügbar. Versuche es später erneut!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_UNDER_ATTACK","Dorf wird bereits angegriffen. Versuche es später erneut!"
"TID_ALLIANCE_WAR_ATTACK_FAILED","Dorf kann nicht angegriffen werden. Versuche es später erneut!"
"TID_ALLIANCE_WAR_LOOKING_FOR_OPPONENT","Nach gegnerischem Clan suchen ..."
"TID_ALLIANCE_WAR_WAR_STARTING","Krieg wurde erklärt"
"TID_ALLIANCE_WAR_STREAM_DEFENDED","Verteidigt!"
"TID_ALLIANCE_WAR_NUM_DEFENCES","Verteidigt: <number>"
"TID_ALLIANCE_WAR_PREPARE_FOR_WAR","Mach dich kriegsbereit!"
"TID_ALLIANCE_WAR_IN_WAR","Der Krieg hat begonnen!"
"TID_ALLIANCE_WAR_ENDED","Der Krieg ist zu Ende!"
"TID_BONUS_GEMBOX","Juwelenkiste"
"TID_HERO_ABILITY_TIME","Fähigkeitsdauer: <number> Sekunden"
"TID_HERO_RECHARGE_TIME","Aufladezeit: <number> Sekunden"
"TID_HERO_ABILITY_COOLDOWN_ACTIVE","Du musst warten, bevor du die Heldenfähigkeit erneut verwenden kannst!"
"TID_HERO_ABILITY_USED","Du hast die Fähigkeit bereits verwendet!"
"TID_HERO_ABILITY_BARBARIAN_TITLE","Eiserne Faust"
"TID_HERO_ABILITY_BARBARIAN_DESC","Der König hat einen Wutanfall. Dadurch erhält er eine große Menge Trefferpunkte zurück und seine Geschwindigkeit sowie Angriffsstärke erhöhen sich. Außerdem unterstützt ihn eine Gruppe zorniger Barbaren im Kampf."
"TID_HERO_ABILITY_LEVEL","Fähigkeitslevel: <number>"
"TID_HERO_ABILITY_LEVEL_UNLOCK_PROMPT","Fähigkeit wird ab Level <number> freigeschaltet!"
"TID_HERO_ABILITY_UPGRADE_PROMPT_MALE","Verbessere deinen Helden auf Level <number>, um seine Fähigkeit weiterzuentwickeln!"
"TID_HERO_ABILITY_UPGRADE_PROMPT_FEMALE","Verbessere deine Heldin auf Level <number>, um ihre Fähigkeit weiterzuentwickeln!"
"TID_HERO_ABILITY_UNLOCK_PROMPT_MALE","Verbessere deinen Helden auf Level <number>, um diese Fähigkeit freizuschalten!"
"TID_HERO_ABILITY_UNLOCK_PROMPT_FEMALE","Verbessere deine Heldin auf Level <number>, um diese Fähigkeit freizuschalten!"
"TID_HERO_ABILITY_SUMMONED_TROOP_TYPE","Herbeigerufene Einheit:"
"TID_DONATE_NOT_AVAILABLE_IN_MODE","Kehre zurück und spende Truppen!"
"TID_REPLAY_NOT_AVAILABLE_IN_MODE","Kehre zurück und sieh dir eine Wiederholung an!"
"TID_ACCEPT_NOT_AVAILABLE_IN_MODE","Kehre zurück, um Anfragen zu beantworten!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK","Dorf nicht bereit. Bitte versuche es in einigen Minuten erneut!"
"TID_HERO_ABILITY_QUEEN_TITLE","Königliche Tarnung"
"TID_HERO_ABILITY_QUEEN_DESC","Die Königin verschwindet aus dem Blickfeld, um sich ein wenig zu heilen und entfesselt dann einen verheerenden Hagel tödlicher Munition. Verteidigungsbauten können die Königin nicht mehr als Ziel erfassen und eine Gruppe Bogenschützen sorgt für zusätzliche Ablenkung!"
"TID_HERO_ABILITY_NUM_SUMMONED_UNITS","Herbeigerufene Einheiten: <number>"
"TID_POPUP_BOOST_HERO_REST","Heilungsgeschwindigkeit für <time> um <multiplier>x erhöhen?"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_HERO","Heilungsgeschwindigkeit erhöhen!"
"TID_CANCEL_HERO_BOOST_CONFIRMATION","Durch das Verbessern des Helden endet der Schub. Bist du sicher?"
"TID_ITEM_LOCKED","<item> (gesperrt)"
"TID_HERO_ABILITY_DURATION","Fähigkeitsdauer:"
"TID_HINT_HEROES_ABILITIES","Helden haben verbesserbare Spezialfähigkeiten. Diese sind ab Level 5 verfügbar und können bei Angriffen eingesetzt werden."
"TID_ALLIANCE_WAR_TOTAL_LOOT_STOLEN","Beute insgesamt:"
"TID_ALLIANCE_WAR_ENEMY_CLAN","Feindlicher Clan"
"TID_ACHIEVEMENT_WAR_STARS_TITLE","Kriegsheld"
"TID_ACHIEVEMENT_WAR_STARS","Verdiene <number> Sterne für deinen Clan in Clankrieg-Kämpfen."
"TID_ACHIEVEMENT_WAR_STARS_COMPLETED","Gesamtanzahl verdienter Sterne in Clankrieg-Kämpfen: <value>"
"TID_ALLIANCE_WAR_CLAN_BANK","Clanlager:"
"TID_ALLIANCE_WAR_RESOURCE_STORAGE_CAPACITY","<resource>: <number>"
"TID_BUTTON_CLAN_WAR_HISTORY","Kriegslog"
"TID_CLAN_WAR_PREPARE_BUTTON","Bereit machen!"
"TID_LOCAL_NOTIFICATION_WAR_PREPARATION_ENDS","Die Vorbereitung für den Clankrieg endet gleich!"
"TID_LOCAL_NOTIFICATION_WAR_ENDS","Der Clankrieg endet gleich!"
"TID_ALLIANCE_WAR_SPECTATOR_MODE","Kriegszuschauer"
"TID_ALLIANCE_WAR_SPECTATOR_MESSAGE","Du bist für diesen Krieg nicht zugelassen."
"TID_ALLIANCE_WAR_STARTWAR_INFO_NOT_ENOUGH_MEMBERS","Kämpfe Clan gegen Clan - für Ruhm, Bonusbeute und Clan-EP!\n\n\nDu brauchst dazu mindestens 10 Clanmitglieder."
"TID_ALLIANCE_WAR_STARTWAR_INFO_LEADER","Kämpfe Clan gegen Clan - für Ruhm, Bonusbeute und Clan-EP!\n\n\nIst dein Clan bereit? Führe ihn in den Krieg!"
"TID_ALLIANCE_WAR_STARTWAR_INFO_CLANMEMBER","Kämpfe Clan gegen Clan - für Ruhm, Bonusbeute und Clan-EP!\n\n\nBist du bereit? Bitte einen Clananführer, einen Krieg zu beginnen."
"TID_DRAW","Unentschieden"
"TID_ALLIANCE_WAR_NEW_WAR","Neuer Krieg"
"TID_ALLIANCE_WAR_SCOUT","Spähen"
"TID_ALLIANCE_WAR_NO_BEST_ATTACK","Nicht angegriffen"
"TID_ALLIANCE_WAR_LOOT_BONUS_TITLE","Siegbonus"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_SPECTATOR","Zuschauer können nicht angreifen!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_PREPARATION","Angriff nicht möglich. Dieser Krieg hat noch nicht begonnen!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_WAR_ENDED","Angriff nicht möglich. Dieser Krieg ist zu Ende!"
"TID_WAR_PREPARE","Bereit machen!"
"TID_WAR_STARTS_IN","Der Krieg beginnt in:"
"TID_ALLIANCE_WAR_STAT_ATTACKS","Benutzte Angriffe"
"TID_ALLIANCE_WAR_STAT_AVG_DESTRUCTION","Durchschnittliche Zerstörung"
"TID_ALLIANCE_WAR_CANNOT_SCOUT_WAR_OVER","Spähen nicht möglich. Dieser Krieg ist zu Ende!"
"TID_ACHIEVEMENT_WAR_LOOT_TITLE","Schatzmeister"
"TID_ACHIEVEMENT_WAR_LOOT","Sammle <number> Gold aus der Schatzkammer."
"TID_ACHIEVEMENT_WAR_LOOT_COMPLETED","Durch Clankrieg-Boni erbeutetes Gold (insgesamt): <value>"
"TID_CANCEL_WAR_MATCHMAKING_CONFIRMATION_TITLE","Suche beenden?"
"TID_CANCEL_WAR_MATCHMAKING_CONFIRMATION_TEXT","Die Suche anzuhalten und neu zu starten beschleunigt sie nicht und kann sie sogar verlangsamen. Möchtest du die Suche wirklich abbrechen?"
"TID_ALLIANCE_WAR_STAT_WINS","Gewonnene Angriffe"
"TID_ALLIANCE_WAR_BEST_ATTACK_FRIENDLY","Bester Clanangriff:"
"TID_ALLIANCE_WAR_BEST_ATTACK_ENEMY","Bester Feindangriff:"
"TID_ALLIANCE_WAR_MY_ATTACKS","Meine Angriffe:"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_FRIENDLY","Kein Clanrekord"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_ENEMY","Kein Feindrekord"
"TID_ALLIANCE_WAR_AVAILABLE_BONUS","Siegbonus"
"TID_ALLIANCE_WAR_STARS_WON","Sterne"
"TID_ALLIANCE_WAR_PERSONAL_LOOT_RESULT","Erhaltener Kriegsbonus"
"TID_WAR_PREPARE_ARMYCAMP_INFO","Bereite dein Dorf auf den Krieg vor!\nFülle deine <c2>Clanburg</c> und hilf deinen Clankameraden, rekrutiere deine besten <c2>Truppen</c>, erzeuge deine mächtigsten <c2>Zauber</c> und sorge dafür, dass deine <c2>Helden</c> kampfbereit sind!"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_1","Angriff 1"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_2","Angriff 2"
"TID_ALLIANCE_WAR_ATTACK_AVAILABLE","Verfügbar"
"TID_ALLIANCE_WAR_UNDER_ATTACK_BY","Angriff von <name>!"
"TID_ALLIANCE_WAR_ATTACKS_REMAINING","Angriffe übrig"
"TID_ALLIANCE_WAR_EVENTS","Kriegsereignisse"
"TID_ALLIANCE_WAR_LOOT_DELIVERED","Der Kriegsbeutebonus wurde in deine Schatzkammer geliefert!"
"TID_ALLIANCE_WAR_LOOT_TRANSFERRED","Schatzkammer-Ressourcen eingesammelt!"
"TID_ALLIANCE_WAR_LOOT_NOT_EXIST","Du hast keine Ressourcen in deiner Schatzkammer gelagert!"
"TID_ALLIANCE_WAR_LOOT_COLLECT_INFO","Du kannst den Kriegsbeutebonus in deiner Schatzkammer einsammeln."
"TID_ALLIANCE_WAR_FAILED_WAR_IS_ENDING","Angriff nicht möglich. Der Krieg endet gleich!"
"TID_ALLIANCE_WAR_FAILED_ATTACKING_SAME_TARGET","Du hast dieses Ziel bereits angegriffen!"
"TID_ALLIANCE_WAR_PREPARED_HEADER_FRIENDLY","Kriegsbereite Clankameraden:"
"TID_ALLIANCE_WAR_PREPARED_HEADER_ENEMY","Kriegsbereite Feinde:"
"TID_ALLIANCE_WAR_PREPARED_FOR_WAR","Bereit für den Krieg!"
"TID_ALLIANCE_WAR_NOT_PREPARED_FOR_WAR","Auf den Krieg vorbereiten ..."
"TID_HINT_CLAN_WAR","Nimm an Clankriegen teil - spannende Kämpfe und Extrabeute erwarten dich!"
"TID_CHAT_REPORT_CONFIRMATION_TITLE","<name> melden?"
"TID_CHAT_REPORT_CONFIRMATION","Möchtest du <name> wirklich wegen unangemessenem Verhalten melden?"
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION_TITLE","Ressourcen einsammeln?"
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION","Möchtest du wirklich alle Ressourcen aus der Schatzkammer in deine Lager übertragen?"
"TID_WAR_BROWSE","Details"
"TID_ALLIANCE_WAR_HISTORY_BROWSE_UNAVAILABLE","Details nicht verfügbar"
"TID_WAR_DATA_ERROR_NO_LONGER_AVAILABLE","Details zu diesem Krieg sind nicht mehr verfügbar."
"TID_WAR_DATA_ERROR_INTERNAL","Kriegsdetails nicht abrufbar. Bitte versuche es später erneut."
"TID_WAR_DATA_ERROR_INVALID_WAR","Kriegsdetails können nicht gefunden werden."
"TID_ALLIANCE_WAR_DATA_NOT_AVAILABLE","Die Clankriege werden noch geladen. Bitte versuche es erneut."
"TID_CLANS_VS","gegen"
"TID_ALLIANCE_WAR_ATTACK_NOT_USED","Ungenutzt"
"TID_ALLIANCE_WAR_CLOSE_RESULTS_SCREEN","Karte ansehen"
"TID_WAR_WIN_BONUS","<percentage> Siegbonus"
"TID_VILLAGE_NOT_PREPARED","Dorf nicht bereit"
"TID_VILLAGE_PREPARED","Dorf bereit"
"TID_BEST_ATTACK","Bester Angriff:"
"TID_VILLAGE_UNDER_ATTACK","Dorf wird angegriffen!"
"TID_RECOMMENDED_TARGET","Empfohlenes Ziel"
"TID_ALLIANCE_WAR_EVENT_PREPARATION_STARTED","Vorbereitung hat begonnen"
"TID_ALLIANCE_WAR_EVENT_WAR_STARTED","Krieg hat begonnen"
"TID_ALLIANCE_WAR_EVENT_WAR_ENDED","Krieg beendet"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_TITLE","Angriff bestätigen"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_1STAR","Dein Clan hat bereits 1 Stern von diesem Dorf gewonnen. Möchtest du versuchen, das Ergebnis zu verbessern?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_2STARS","Dein Clan hat bereits 2 Sterne in diesem Dorf gewonnen. Möchtest du versuchen, dieses Ergebnis zu verbessern?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_3STARS","Dieses Dorf wurde bereits zerstört und dein Clan kann keine weiteren Sterne davon erhalten. Möchtest du wirklich angreifen?"
"TID_ALLIANCE_WAR_ENDING_PROMPT","Krieg endet"
"TID_ALLIANCE_WAR_ENDED_PROMPT","Der Krieg ist zu Ende!"
"TID_BUTTON_HELP_CENTER","Mehr Hilfe"
"TID_EVENT_BOOST_COLLECTORS","Sonderereignis: Verpasse allen Ressourcensammlern einen Schub - für jeweils nur EIN JUWEL!"
"TID_EVENT_BOOST_SPELL_AND_HEROES","Sonderereignis: Schübe für Helden und Zauber - für jeweils nur EIN JUWEL! Ereignis endet am 6. März."
"TID_EVENT_BOOST_EVERYTHING","Wochenendangebot: Verpasse allen Gebäuden einen Schub - für jeweils nur EIN JUWEL!"
"TID_EVENT_BOOST_ATTACKS","Angriffsereignis: Verpasse allen Kasernen, Zaubern und Helden einen Schub - für jeweils nur EIN JUWEL! Ereignis endet am 7. Januar."
"TID_WAR_HISTORY_NOT_AVAILABLE","Dein Clan war noch nie im Krieg!"
"TID_WAR_DONATE","Spenden"
"TID_WAR_DONATE_MESSAGE","Anfragen"
"TID_WAR_DONATE_MESSAGE_SAVED","Spendennachricht wurde gespeichert"
"TID_WAR_INFO","Jeder epische zweitägige Krieg wird von dem Clan mit den meisten Sternen gewonnen. Den siegreichen Clan erwarten Bonusbeute und Clan-EP. Wenn du bei Angriffen siegst, erhöht sich deine Bonusbeute. Allerdings verlierst du den Großteil davon, wenn dein Clan im Krieg besiegt wird! Bei einem Unentschieden wird der Clan als Sieger gekrönt, der bei den besten Angriffen die höchste Gesamtzerstörung verursacht hat."
"TID_WAR_INFO_FRIENDLYWAR_ADDITION","Jeder epische zweitägige Krieg wird von dem Clan mit den meisten Sternen gewonnen. Den siegreichen Clan erwarten Bonusbeute und Clan-EP. Wenn du bei Angriffen siegst, erhöht sich deine Bonusbeute. Allerdings verlierst du den Großteil davon, wenn dein Clan im Krieg besiegt wird! Bei einem Unentschieden wird der Clan als Sieger gekrönt, der bei den besten Angriffen die höchste Gesamtzerstörung verursacht hat.\n\nHinweis: Bei Freundschaftskriegen lässt sich die Dauer einstellen. Dort erhältst du keine Beute oder Clan-EP."
"TID_WAR_INFO_HEADLINE","Übersicht"
"TID_WAR_WAR_BASE_INFO","Kriegsbasen sind am Vorbereitungstag für Truppenspenden geöffnet und können mit allen Teilen deines regulären Dorfs neu aufgebaut werden. Diese Basen übernehmen für dich die Verteidigung im Krieg und schützen deine Ressourcen und Trophäen. Vergiss nicht, all deine neu errichteten Gebäude zu platzieren!"
"TID_WAR_WAR_BASE_HEADLINE","Vorbereitungstag"
"TID_WAR_BATTLE_INFO","Am Kampftag führt jeder seine Angriffe durch. Dabei wird nur der beste Angriff pro Feind gezählt, die Clanstrategie ist also entscheidend! Angriffe im Clankrieg haben keine Auswirkung auf deinen Schild und deine Trophäen."
"TID_WAR_BATTLE_INFO_HEADLINE","Kampftag"
"TID_TAB_OVERVIEW","Übersicht"
"TID_TAB_PREPARATION","Vorbereitungstag"
"TID_TAB_BATTLE","Kampftag"
"TID_WAR_DONATE_DONE","Du hast bereits die maximale Truppenanzahl an diesen Spieler gespendet!"
"TID_WAR_DONATE_FULL","Dieser Spieler kann keine weiteren Truppen erhalten."
"TID_TUTORIAL_WAR_MAP_FRIENDLY_1","Endlich bist du da, Häuptling! Willkommen im Kriegsgebiet!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_2","Unsere Feinde wollen den Krieg, aber unser Clan ist hier und kampfbereit!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_3","Häuptling, dort drüben! Ich habe den feindlichen Clan gesichtet!"
"TID_TUTORIAL_WAR_MAP_ENEMY_1","Oje, die feindlichen Kriegsbasen sind überall!"
"TID_TUTORIAL_WAR_MAP_ENEMY_2","Angriffe sind hier begrenzt, also brauchen wir die Unterstützung unseres Clans."
"TID_TUTORIAL_WAR_MAP_ENEMY_3","Sieh dich um, Häuptling, bevor wir nach unseren Kriegsbasen sehen."
"TID_TUTORIAL_WAR_DONATE_1","Am Vorbereitungstag spenden wir Truppen und spähen unsere Feinde aus."
"TID_TUTORIAL_WAR_BATTLE_1","Am Kampftag greifen wir an! Trophäen und Schilde zählen hier nicht, sondern nur der Sieg!"
"TID_TUTORIAL_WAR_INFO_1","Tippe auf die Schaltfläche \qInfo\q, um mehr zu erfahren. Der Clan verlässt sich auf dich, Häuptling!"
"TID_CLAN_WARS","Clankriege"
"TID_FRIENDLY_ZONE","Verbündetengebiet"
"TID_ENEMY_TERRITORY","Feindgebiet"
"TID_DONATE","Spenden"
"TID_WARS_WON","Gewonnene Kriege:"
"TID_PREVIOUS_BEST","Vorheriger Rekord"
"TID_NEW_BEST","Neuer Rekord"
"TID_TRANSITION_WAR_ENDED","Der Krieg ist zu Ende!"
"TID_TRANSITION_WAR_START","Kampftag"
"TID_TRANSITION_WAR_PREPARE","Vorbereitungstag"
"TID_PLUS_ONE_CLAN_STAR","+1 Kriegsstern"
"TID_WAR_RESULTS_BUTTON","Kriegs-\nergebnis"
"TID_TAB_RESULTS","Kriegs-\nergebnis"
"TID_WAR_RESULTS_INFO","Bonusbeute wird am Ende des Kriegs in deine Schatzkammer geliefert. Wenn ihr siegreich seid, erhält dein Clan außerdem einen hohen Clan-EP-Bonus. Nach Kriegsende kannst du vorübergehend Ergebnisse und Kampfwiederholungen ansehen. Im Kriegslog deines Clans stehen dir auch frühere Kriege zur Verfügung."
"TID_WAR_RESULTS_INFO_FRIENDLYWAR_ADDITION","Bonusbeute wird am Ende des Kriegs in deine Schatzkammer geliefert. Wenn ihr siegreich seid, erhält dein Clan außerdem einen hohen Clan-EP-Bonus. Nach Kriegsende kannst du vorübergehend Ergebnisse und Kampfwiederholungen ansehen. Im Kriegslog deines Clans stehen dir auch frühere Kriege zur Verfügung.\n\nHinweis: Bei Freundschaftskriegen erhältst du keine Beute oder Clan-EP."
"TID_WAR_RESULTS_INFO_HEADLINE","Kriegs-\nergebnis"
"TID_WAR_SPECTATOR_TITLE","Kriegszuschauer"
"TID_WAR_SPECTATOR_TEXT","Du nimmst nicht an diesem Krieg teil. Bitte einen Clananführer oder Vize-Anführer, dich das nächste Mal auszuwählen, wenn du gern mitmachen würdest."
"TID_ALLIANCE_WAR_HAS_ENDED","Dein aktueller Clankrieg ist zu Ende!"
"TID_NUMBER_ONE",1
"TID_NUMBER_TWO",2
"TID_NUMBER_THREE",3
"TID_NUMBER_FOUR",4
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","Aktueller Krieg"
"TID_HOME","Zurück"
"TID_ENEMY","Feind"
"TID_BUTTON_RETURN_TO_WAR","Kriegskarte"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","Für den nächsten Krieg zugelassen in"
"TID_WAR_DONATE_SPECTATOR","Zuschauer können nicht spenden!"
"TID_WAR_SEARCH_CANCEL","Bricht Suche ab ..."
"TID_GOOGLE_PLAY_ACHIEVEMENTS","Errungenschaften"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","Neue Sterne pro Angriff"
"TID_ALLIANCE_WAR_STATS_TAB","Kriegsstatistik"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","Heroischster Angriff"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","Heroischste Verteidigung"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY","Keine"
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","Durchschnittliche Angriffsdauer"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","Letzter Augenblick!"
"TID_WAR_STREAM_ENTRY_TIME","Noch <time>"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3 Sterne"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","2 Sterne"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","1 Stern"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","Verlorene Angriffe"
"TID_VIEW_PLAYER_ON_WAR_MAP_BUTTON","Auf der Karte ansehen"
"TID_POPUP_REMOVE_WAR_DONATION_TITLE","Truppe löschen?"
"TID_POPUP_REMOVE_WAR_DONATION_DESCR","Möchtest du diese gespendete Einheit wirklich aus deiner Kriegsburg entfernen?"
"TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK","Teuerster Sieg"
"TID_GOOGLE_PLUS_SIGNIN_TUTORIAL","Du hast bereits ein Dorf?"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","Benutzte Angriffe (stärkste Dörfer)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","Benutzte Angriffe (durchschn. Dörfer)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","Benutzte Angriffe (schwächere Dörfer)"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","Gewonnene Verteidigungen:"
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","25 % zerstört!"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","50 % zerstört!"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","75 % zerstört!"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","Rathaus zerstört!"
"TID_STREAM_EVENT_STARTED_WAR","Clankrieg-Suche gestartet"
"TID_STREAM_EVENT_CANCELLED_WAR","Clankrieg-Suche abgebrochen"
"TID_STREAM_EVENT_WAR_NO_MATCH_FOUND","Es wurde kein Clankrieg-Gegner gefunden. Versuche erneut, einen Krieg zu beginnen."
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR","hat Freundschaftskrieg abgebrochen."
"TID_VILLAGE_EDIT_MODE_WAR","Kriegsbasis-Bearbeitungsmodus"
"TID_WAR_BASE","Kriegs-\nbasis\nändern"
"TID_FEEDBACK_INFO1","\n"
"TID_FEEDBACK_INFO2","\n"
"TID_FEEDBACK_INFO3","\n"
"TID_FEEDBACK_INFO4","\n"
"TID_FEEDBACK_INFO5","Bitte gib uns die folgenden Informationen über dein verlorenes Dorf.\nGenauer Name des Dorfs:\nRathaus-Level:\nErfahrungslevel:\nName des Clans (falls vorhanden):"
"TID_FEEDBACK_INFO6","\n"
"TID_FEEDBACK_BUTTON5","Verlorenes Dorf"
"TID_BUTTON_SIGN_IN","Anmeldung"
"TID_WAR_STATS_HEADER_BATTLES","Angriffe insgesamt"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","Beste Angriffe"
"TID_WAR_STATS_HEADER_WAR_STATS","Angriffsstatistik"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","Besondere Kämpfe"
"TID_LIVE_REPLAY","Liveübertragung"
"TID_WATCH_LIVE_REPLAY","Live ansehen"
"TID_SLOW_SPELL","Langsam"
"TID_BOOSTDEFENCES_SPELL","Schübe für Verteidigungsbauten"
"TID_TAB_NEWS","Neues"
"TID_TAB_SETTINGS","Einstellungen"
"TID_TAB_MORE","Mehr"
"TID_HINT_NAMECHANGE","Du kannst den Namen deines Dorfs nicht ändern. Deine Dorfbewohner wüssten sonst nicht mehr, wo sie wohnen!"
"TID_LIVE_REPLAY_FAIL_GENERIC","Liveübertragung nicht möglich. Bitte versuche es später erneut."
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","Liveübertragung nicht möglich. Dieser Kampf ist bereits zu Ende."
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","Liveübertragung nicht möglich. Alle Zuschauerplätze sind besetzt."
"TID_HASTE_DAMAGE_OFFSET","Schadensanstieg: <number>"
"TID_HERO_ABILITY_HEALTH","Trefferpunkte auffüllen: <number>"
"TID_MORE_FACEBOOK","Bleib auf dem Laufenden! Folge uns auf Facebook!"
"TID_MORE_YOUTUBE","Versuch's mal mit dem \qClash of Clans\q-YouTube-Kanal!"
"TID_MORE_TWITTER","Folge uns auf Twitter! Twittere an @clashofclans!"
"TID_MORE_WEIBO","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans"
"TID_MORE_FORUMS","Schließ dich der \qClash of Clans\q-Community an!"
"TID_NEWS_BUTTON_GO","Los!"
"TID_HERO_INSTRUCTIONS_BARBARIAN","Als größter und mutigster aller Barbaren kann dieser bedrohliche Koloss gewaltigen Schaden aushalten und vernichtet mit seinem Schwert alles, was sich ihm in den Weg stellt. Er verteidigt sein Territorium mit all seiner Macht."
"TID_HERO_INSTRUCTIONS_QUEEN","Diese elegante Jägerin, die alle anderen Bogenschützinnen überragt, ist eine Meisterin der Zerstörung, hält jedoch nur wenig Schaden aus. Mit ihrem X-Bogen trifft sie Ziele auf große Entfernung. Bei der Verteidigung des Dorfes entfesselt sie ihre gesamte Kraft."
"TID_MORE_YOUKU","请关注部落冲突（Clash of Clans）官方优酷频道。"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","Möchtest du die gewählten Mauern wirklich für <number> <resource> verbessern?"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","Mauern verbessern"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","Verstärkung entfernen?"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","Möchtest du die Verstärkung wirklich entfernen? Du erhältst keine Erstattung."
"TID_POPUP_REMOVE_TROOP_TITLE","Truppen entfernen?"
"TID_POPUP_REMOVE_TROOP_TEXT","Möchtest du die Truppen wirklich entfernen?"
"TID_POPUP_REMOVE_SPELL_TITLE","Zauber entfernen?"
"TID_POPUP_REMOVE_SPELL_TEXT","Möchtest du die Zauber wirklich entfernen? Du erhältst keine Erstattung."
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","Truppen und Zauber entfernen?"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","Möchtest du die Truppen und Zauber wirklich entfernen? Du erhältst keine Erstattung."
"TID_REMOVE_TROOP_BUTTON","Entfernen"
"TID_REMOVE_TROOP_MESSAGE","Truppen entfernt"
"TID_REMOVE_SPELL_MESSAGE","Zauber entfernt"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","Truppen und Zauber entfernt"
"TID_NEWS_BIRTHDAY_TITLE","Alles Gute zum Geburtstag, Häuptling!"
"TID_NEWS_BIRTHDAY_TEXT","Clash of Clans ist zwei Jahre alt! Du kannst nun allen Ressourcensammlern bis zum 7. August für nur jeweils EIN JUWEL EINE WOCHE lang einen Schub verpassen!"
